, KOOTENAI - LIBBY DAM, KOOTENAI - AT LEONIA, NF FLATHEAD - NEAR COLUMBIA FALLS, MF FLATHEAD - NEAR WEST GLACIER, SF FLATHEAD - HUNGRY HORSE DAM, FLATHEAD - AT COLUMBIA FALLS, CLARK FORK - AT DEER LODGE, CLARK FORK - NR DRUMMOND, ROCK CREEK - NEAR CLINTON, BLACKFOOT - NEAR BONNER, CLARK FORK - ABOVE MISSOULA, BITTERROOT - NEAR MISSOULA, CLARK FORK - BELOW MISSOULA, ST. REGIS - NEAR ST. REGIS, CLARK FORK - AT ST REGIS, FLATHEAD - KERR DAM, CLARK FORK - NOXON RAPIDS DAM, CLARK FORK - CABINET GORGE DAM, PRIEST - NEAR PRIEST RIVER, PEND OREILLE - ALBENI FALLS DAM, COEUR D ALENE - COEUR D ALENE LAKE, SPOKANE - AT SPOKANE, SPOKANE - AT LONGLAKE, ST MARIES - NEAR SANTA, COLUMBIA - AT INTL BOUNDARY, KETTLE - AT LAURIER, COLUMBIA - GRAND COULEE DAM, COLUMBIA - CHIEF JOSEPH DAM, OKANOGAN - NEAR TONASKET, METHOW - NEAR PATEROS, COLUMBIA - WELLS DAM, CHELAN - LAKE CHELAN DAM, COLUMBIA - ROCKY REACH DAM, ENTIAT - NEAR ARDENVOIR, WENATCHEE - AT PESHASTIN, COLUMBIA - WANAPUM DAM, COLUMBIA - PRIEST RAPIDS DAM, YAKIMA - KEECHELUS LAKE, KACHESS - KACHESS DAM, YAKIMA - AT EASTON, CLE ELUM - CLE ELUM LAKE, TEANAWAY - BELOW FORKS, YAKIMA - AT UMTANUM, BUMPING - BUMPING LAKE DAM, NACHES - NEAR CLIFFDEL, TIETON - RIMROCK LAKE NEAR RIMROCK, NACHES - NEAR NACHES, YAKIMA - NEAR PARKER, YAKIMA - AT KIONA, HENRYS FORK - ISLAND PARK DAM, FALLS - NEAR CHESTER, HENRY'S FORK - AT ST. ANTHONY, TETON - NEAR ST. ANTHONY, HENRYS FORK - AT REXBURG, SNAKE - JACKSON LAKE AT DAM, SNAKE - NEAR JACKSON, SNAKE - NEAR ALPINE, SF SNAKE - PALISADES DAM, SNAKE - NEAR HEISE, WILLOW CREEK - RIRIE DAM, SNAKE - AB EAGLE ROCK NR IDAHO FALLS, SNAKE - NEAR SHELLEY, SNAKE - AT BLACKFOOT, SNAKE - NEAR BLACKFOOT, PORTNEUF - AT POCATELLO, SNAKE - AMERICAN FALLS RESERVOIR, SNAKE - AT MILNER, BRUNEAU - NEAR HOT SPRINGS, SNAKE - BELOW SWAN FALLS, BIG LOST - NEAR POTLATCH, BIG LOST - MACKAY RESERVOIR NEAR MACKAY, BIG WOOD - AT HAILEY, BIG WOOD - MAGIC DAM, LITTLE WOOD - LITTLE WOOD DAM, OWYHEE - BELOW OWYHEE DAM, SF BOISE - ANDERSON RANCH DAM, BOISE - LUCKY PEAK DAM, BOISE - AT GLENWOOD BRIDGE, BOISE - NEAR PARMA, MALHEUR - WARM SPRINGS DAM, MALHEUR - AGENCY VALLEY DAM, BULLY CREEK - BULLY CREEK DAM, MALHEUR - NEAR VALE, NF PAYETTE - CASCADE DAM, DEADWOOD - NEAR LOWMAN, PAYETTE - NEAR EMMETT, WEISER - NEAR WEISER, SNAKE - AT WEISER, SNAKE - BROWNLEE DAM, SALMON - AT WHITEBIRD, GRANDE RONDE - TROY, SNAKE - NEAR ANATONE, CLEARWATER - AT OROFINO, CLEARWATER - DWORSHAK DAM, CLEARWATER - AT SPALDING, SNAKE - LOWER GRANITE DAM, SNAKE - LITTLE GOOSE DAM, SNAKE - LOWER MONUMENTAL DAM, SNAKE - ICE HARBOR DAM, WALLA WALLA - NEAR TOUCHET, COLUMBIA - MCNARY DAM, UMATILLA - NEAR GIBBON, UMATILLA - AT PENDLETON, MCKAY CREEK - NEAR PILOT ROCK, UMATILLA - NEAR UMATILLA, NF JOHN DAY - AT MONUMENT, JOHN DAY - AT SERVICE CK, COLUMBIA - JOHN DAY DAM, DESCHUTES - AT MOODY NR BIGGS, COLUMBIA - THE DALLES DAM, KLICKITAT - NEAR PITT, HOOD - NEAR TUCKER BRIDGE, WHITE SALMON - NEAR UNDERWOOD, COLUMBIA - BONNEVILLE DAM
2011-04-13, 4300, 8640, 1485, 1320, 2290, 7558, 220, 655, 252, 1065, 2068, 1312, 3380, 865, 5108, 11195, 16190, 18275, 2322, 23895, 13762, 12662, 14018, 1222, 64762, 2538, 82050, 98600, 888, 1375, 100838, 2600, 102555, 168, 2608, 105285, 105285, 238, 508, 592, 1175, 925, 3052, 378, 1572, 552, 2095, 3098, 4550, 460, 462, 1230, 762, 1525, 510, 1948, 2232, 3532, 3410, 180, 4338, 4105, 3498, 3368, 520, 6040, 4620, 400, 11135, 60, 80, 208, 932, 218, 2420, 1122, 4770, 1702, 1785, 842, 408, 60, 650, 1282, 248, 3042, 1380, 19142, 21335, 6925, 4832, 38140, 14958, 13615, 29225, 67362, 67362, 68065, 68065, 1248, 174955, 680, 1578, 215, 2002, 3998, 5465, 186600, 7055, 189740, 2060, 1660, 1675, 195022
2011-04-14, 4480, 8790, 1572, 1402, 2422, 7748, 210, 635, 262, 1120, 2110, 1292, 3398, 920, 5230, 11390, 16508, 18638, 2398, 24010, 14320, 12865, 14190, 1372, 65508, 2710, 83175, 98600, 908, 1430, 100900, 2688, 102700, 170, 2728, 105405, 105398, 240, 528, 652, 1270, 982, 3198, 395, 1590, 592, 2135, 3258, 4708, 460, 490, 1285, 795, 1630, 530, 2020, 2332, 3725, 3420, 200, 4415, 4188, 3545, 3408, 540, 6080, 4620, 390, 11095, 60, 80, 215, 1028, 248, 2458, 1182, 4858, 1822, 1882, 855, 408, 52, 702, 1495, 278, 3145, 1418, 19235, 21425, 7212, 4970, 38632, 15800, 13642, 30030, 68660, 68660, 69345, 69345, 1232, 176132, 688, 1598, 198, 1972, 4085, 5600, 187805, 7068, 190948, 2052, 1622, 1775, 196278
2011-04-15, 4665, 9005, 1720, 1510, 2552, 8022, 210, 618, 272, 1185, 2165, 1302, 3470, 985, 5458, 11625, 16930, 19120, 2460, 24385, 14842, 13130, 14428, 1428, 65955, 2855, 84045, 100625, 938, 1510, 102635, 2750, 104110, 168, 2812, 106465, 106350, 248, 535, 630, 1288, 972, 3312, 405, 1650, 578, 2182, 3375, 4888, 458, 530, 1345, 830, 1725, 558, 2110, 2440, 3912, 3420, 205, 4538, 4312, 3635, 3485, 558, 6148, 4620, 382, 11058, 60, 80, 220, 1105, 268, 2562, 1248, 4935, 1942, 1985, 860, 410, 50, 830, 1532, 298, 3300, 1465, 19555, 21740, 7552, 5205, 39352, 16878, 13652, 31062, 70418, 70418, 71078, 71078, 1230, 178098, 682, 1605, 188, 1945, 4192, 5725, 189682, 7650, 193378, 2032, 1508, 1790, 198590
2011-04-16, 4830, 9140, 1808, 1590, 2648, 8568, 210, 602, 272, 1268, 2240, 1342, 3580, 1030, 5630, 11860, 17345, 19598, 2512, 24882, 15188, 13448, 14725, 1370, 66900, 2992, 85155, 104000, 965, 1615, 106518, 2950, 108455, 172, 2932, 111080, 110942, 258, 550, 600, 1370, 872, 3288, 418, 1705, 618, 2230, 3392, 5028, 465, 560, 1395, 868, 1808, 585, 2208, 2578, 4112, 3500, 228, 4645, 4428, 3742, 3592, 578, 6228, 4628, 372, 11015, 60, 80, 230, 1145, 285, 2585, 1280, 4972, 2048, 2065, 865, 425, 50, 862, 1485, 310, 3355, 1445, 19835, 22108, 7945, 5268, 40212, 17482, 13302, 31308, 71518, 71518, 72165, 72165, 1208, 182395, 658, 1585, 180, 1912, 4240, 5800, 193470, 7738, 197130, 2025, 1355, 1732, 201990
2011-04-17, 5018, 9302, 1935, 1722, 2835, 9268, 210, 592, 280, 1350, 2320, 1368, 3682, 1102, 5908, 12592, 17780, 20082, 2605, 25505, 15468, 13758, 15022, 1388, 68860, 3140, 87530, 104000, 998, 1752, 106680, 3075, 108862, 172, 3082, 111885, 111865, 268, 560, 578, 1430, 862, 3270, 430, 1752, 622, 2235, 3335, 5112, 480, 590, 1460, 908, 1872, 605, 2330, 2755, 4370, 3670, 242, 4702, 4482, 3798, 3658, 598, 6305, 4630, 375, 10985, 65, 80, 242, 1212, 305, 2500, 1345, 5052, 2142, 2148, 855, 435, 50, 895, 1630, 332, 3452, 1445, 19912, 22262, 8360, 5398, 40722, 17852, 13308, 31482, 72202, 72202, 72835, 72835, 1178, 188068, 632, 1578, 170, 1872, 4225, 5752, 199238, 7578, 202695, 2025, 1342, 1682, 207345
2011-04-18, 5238, 9608, 2250, 1865, 3055, 9748, 200, 575, 290, 1448, 2415, 1428, 3845, 1208, 6240, 13275, 18398, 20762, 2685, 26212, 15995, 14078, 15320, 1420, 69875, 3275, 89138, 104000, 1038, 1882, 106845, 3160, 109118, 178, 3198, 112265, 112255, 270, 555, 538, 1450, 808, 3272, 430, 1750, 630, 2218, 3302, 5122, 505, 640, 1608, 965, 1978, 652, 2462, 2938, 4682, 3845, 270, 4770, 4525, 3782, 3648, 620, 6385, 4630, 405, 10990, 70, 80, 265, 1325, 328, 2385, 1425, 5138, 2240, 2262, 842, 440, 50, 955, 1708, 358, 3695, 1488, 20232, 22582, 8872, 5642, 41800, 18552, 13438, 32055, 73852, 73852, 74465, 74465, 1158, 191170, 620, 1618, 168, 1892, 4318, 5872, 202890, 7438, 206252, 2020, 1348, 1698, 211108
2011-04-19, 5455, 9868, 2480, 1990, 3192, 10155, 200, 562, 290, 1575, 2535, 1510, 4040, 1278, 6565, 13780, 19042, 21480, 2738, 26855, 16495, 14440, 15662, 1370, 70960, 3385, 90655, 104000, 1095, 1988, 106998, 3200, 109338, 180, 3308, 112608, 112590, 272, 550, 510, 1455, 862, 3225, 432, 1775, 635, 2198, 3160, 5082, 530, 685, 1768, 1000, 2175, 700, 2575, 3092, 5055, 4018, 268, 4905, 4625, 3798, 3648, 638, 6430, 4630, 445, 11020, 70, 80, 270, 1408, 330, 2368, 1458, 5165, 2340, 2368, 810, 425, 50, 898, 1618, 365, 3858, 1520, 20650, 23102, 9405, 5485, 42780, 19188, 13282, 32355, 75135, 75135, 75728, 75728, 1128, 193182, 588, 1550, 160, 1885, 4112, 5795, 205130, 7298, 208330, 2002, 1375, 1690, 213268
2011-04-20, 5630, 10018, 2645, 2148, 3362, 10848, 200, 550, 282, 1660, 2602, 1558, 4160, 1320, 6748, 14195, 19518, 22000, 2788, 27442, 16635, 14755, 15985, 1312, 71985, 3552, 92180, 104450, 1222, 2048, 107492, 3505, 109870, 182, 3442, 113145, 113102, 278, 570, 520, 1448, 830, 3295, 448, 1838, 672, 2225, 3150, 5000, 535, 715, 1865, 1028, 2358, 710, 2662, 3188, 5252, 4188, 260, 5108, 4805, 3882, 3715, 640, 6495, 4630, 475, 11060, 65, 72, 270, 1400, 332, 2372, 1450, 5192, 2440, 2465, 772, 412, 50, 935, 1610, 375, 3872, 1495, 20818, 23345, 9830, 5262, 43265, 19785, 13198, 32500, 75765, 75765, 76348, 76348, 1112, 194132, 590, 1505, 160, 1792, 3838, 5428, 205940, 7150, 208995, 1995, 1365, 1678, 214040
2011-04-21, 5832, 10082, 2812, 2285, 3588, 11652, 190, 540, 288, 1740, 2670, 1550, 4220, 1360, 6798, 15095, 19892, 22415, 2855, 27838, 16608, 14975, 16202, 1265, 72940, 3658, 93485, 105200, 1358, 2142, 108525, 3965, 111540, 205, 3585, 114962, 114895, 285, 575, 508, 1490, 940, 3440, 465, 1922, 685, 2318, 3288, 5005, 532, 772, 1948, 1048, 2465, 718, 2730, 3275, 5325, 4350, 265, 5270, 4955, 4005, 3840, 635, 6580, 4630, 495, 11105, 60, 70, 272, 1355, 332, 2342, 1428, 5318, 2535, 2550, 752, 410, 50, 962, 1668, 385, 3928, 1460, 20978, 23482, 10168, 5252, 43678, 20368, 13518, 33378, 77052, 77052, 77622, 77622, 1110, 196265, 580, 1482, 150, 1765, 3735, 5208, 207440, 7040, 210252, 1998, 1380, 1742, 215145
2011-04-22, 6282, 10248, 3025, 2430, 3772, 12010, 190, 528, 308, 1810, 2755, 1580, 4332, 1420, 6918, 15678, 20255, 22805, 2908, 28262, 16560, 15162, 16370, 1268, 73795, 3878, 94748, 105200, 1465, 2250, 108772, 3938, 111918, 240, 3650, 115530, 115515, 292, 575, 440, 1492, 860, 3420, 475, 1988, 672, 2392, 3370, 5142, 542, 850, 2070, 1062, 2528, 760, 2818, 3405, 5502, 4510, 295, 5350, 5028, 4065, 3910, 645, 6660, 4630, 518, 11155, 65, 70, 290, 1315, 342, 2342, 1432, 5298, 2630, 2635, 738, 418, 50, 988, 1755, 398, 4062, 1435, 21202, 23670, 10495, 5360, 44200, 20668, 13250, 33270, 77472, 77472, 78018, 78018, 1080, 198538, 580, 1420, 150, 1700, 3758, 5160, 209895, 6982, 212628, 2008, 1338, 1715, 217605
2011-04-23, 6580, 13912, 3328, 2682, 4178, 12590, 188, 518, 340, 1908, 2865, 1758, 4622, 1532, 7188, 16188, 20768, 23368, 2975, 28940, 16718, 15330, 16518, 1342, 74795, 4198, 96160, 105200, 1605, 2340, 108975, 4000, 112170, 272, 3825, 115920, 115898, 310, 570, 425, 1550, 848, 3302, 498, 2038, 662, 2448, 3258, 5332, 572, 945, 2310, 1092, 2658, 798, 2908, 3598, 5878, 4678, 332, 5420, 5075, 4062, 3912, 662, 6732, 4630, 545, 11215, 70, 75, 322, 1260, 372, 2298, 1515, 5262, 2625, 2678, 700, 428, 50, 1018, 1920, 425, 4250, 1442, 21495, 23952, 10868, 5750, 45160, 21130, 13440, 33642, 78802, 78802, 79338, 79338, 1078, 199765, 592, 1425, 148, 1662, 3890, 5282, 211165, 6938, 213810, 2022, 1265, 1678, 218710
2011-04-24, 6615, 14208, 3772, 2998, 4580, 13348, 180, 508, 408, 2052, 3060, 1882, 4942, 1645, 7740, 16942, 21570, 24258, 3055, 29858, 17210, 15515, 16672, 1560, 76168, 4572, 97972, 105200, 1782, 2452, 109222, 4098, 112532, 302, 4165, 116612, 116582, 315, 562, 428, 1578, 842, 3348, 510, 2075, 680, 2502, 3280, 5488, 598, 1050, 2638, 1110, 2912, 870, 2962, 3755, 6268, 4845, 405, 5578, 5192, 4085, 3925, 675, 6782, 4630, 585, 11282, 70, 80, 370, 1182, 402, 2280, 1582, 5250, 2568, 2640, 668, 435, 45, 1060, 2022, 458, 4450, 1502, 21858, 24348, 11368, 6152, 46638, 22432, 14485, 35848, 82485, 82485, 83010, 83010, 1105, 203090, 592, 1440, 140, 1680, 4005, 5445, 214300, 6875, 216728, 2040, 1270, 1658, 221362
2011-04-25, 6798, 14510, 4130, 3302, 4790, 14108, 180, 500, 492, 2205, 3300, 1898, 5198, 1750, 8140, 17860, 22560, 25355, 3132, 31052, 17850, 15740, 16880, 1672, 77952, 4950, 100240, 105200, 2000, 2565, 109522, 4220, 112970, 310, 4305, 117215, 117192, 312, 588, 418, 1512, 808, 3412, 515, 2145, 692, 2545, 3342, 5572, 615, 1145, 2858, 1118, 3200, 928, 3058, 3898, 6502, 5012, 488, 5840, 5430, 4210, 4022, 672, 6842, 4630, 620, 11342, 70, 72, 405, 1125, 398, 2308, 1552, 5195, 2508, 2585, 635, 425, 40, 1028, 1992, 458, 4508, 1535, 22098, 24685, 11842, 6122, 47632, 23690, 15460, 38415, 86048, 86048, 86558, 86558, 1102, 207915, 608, 1490, 140, 1700, 3930, 5440, 219248, 6792, 221518, 2048, 1322, 1652, 226135
2011-04-26, 6988, 14732, 4268, 3492, 4875, 14520, 180, 505, 538, 2345, 3505, 2008, 5512, 1810, 8465, 18580, 23390, 26278, 3192, 31940, 18065, 15998, 17128, 1455, 79925, 5188, 102685, 105200, 2262, 2625, 109818, 4212, 113325, 300, 4292, 117585, 117575, 315, 570, 430, 1458, 768, 3380, 525, 2105, 692, 2548, 3320, 5552, 648, 1220, 3075, 1112, 3442, 980, 3180, 4100, 6792, 5195, 560, 6118, 5690, 4412, 4215, 675, 7015, 4630, 650, 11382, 70, 70, 435, 1052, 398, 2242, 1565, 5122, 2448, 2525, 612, 420, 40, 935, 2038, 462, 4508, 1530, 22060, 24748, 12420, 5872, 47968, 23898, 15120, 38455, 86425, 86425, 86918, 86918, 1080, 210402, 612, 1485, 140, 1740, 3758, 5228, 222245, 6735, 224522, 2052, 1335, 1622, 229422
2011-04-27, 7252, 14860, 4265, 3638, 4842, 14705, 170, 515, 548, 2452, 3642, 1998, 5640, 1835, 8755, 18942, 24158, 27120, 3240, 32678, 17770, 16230, 17355, 1192, 81632, 5318, 104818, 105200, 2402, 2630, 110095, 4055, 113465, 288, 4330, 117772, 117765, 322, 560, 420, 1472, 748, 3388, 542, 2142, 702, 2542, 3188, 5532, 685, 1288, 3245, 1120, 3652, 1008, 3295, 4300, 7048, 5390, 585, 6372, 5925, 4608, 4412, 675, 7245, 4630, 678, 11408, 70, 70, 450, 1002, 405, 2168, 1612, 5048, 2390, 2468, 595, 412, 40, 902, 2020, 475, 4512, 1518, 21972, 24672, 12902, 5712, 48215, 23690, 14450, 37238, 85452, 85452, 85938, 85938, 1040, 209975, 588, 1412, 130, 1682, 3645, 5060, 222018, 6715, 224308, 2045, 1345, 1590, 229382
2011-04-28, 7850, 14930, 4420, 3838, 5182, 15035, 170, 520, 578, 2545, 3770, 1995, 5768, 1872, 8890, 19175, 24758, 27780, 3305, 33602, 17238, 16390, 17515, 1092, 83288, 5478, 106775, 105200, 2498, 2622, 110222, 4218, 113600, 320, 4555, 118080, 118060, 348, 572, 435, 1478, 798, 3482, 575, 2255, 735, 2655, 3272, 5610, 708, 1325, 3242, 1108, 3770, 1015, 3390, 4480, 7260, 5572, 628, 6585, 6128, 4780, 4585, 678, 7455, 4630, 702, 11415, 70, 65, 478, 1070, 415, 2108, 1732, 5042, 2330, 2392, 562, 408, 40, 665, 2130, 500, 4520, 1525, 21842, 24570, 13175, 6092, 48775, 23925, 14492, 37165, 85938, 85938, 86412, 86412, 1125, 209865, 635, 1462, 130, 1632, 3720, 4968, 221508, 6692, 223685, 2095, 1458, 1630, 228695
2011-04-29, 8578, 15138, 4688, 4085, 5155, 15620, 168, 510, 602, 2605, 3865, 2082, 5945, 1920, 9342, 19788, 25538, 28638, 3382, 34508, 17122, 16482, 17618, 1085, 85092, 5750, 108928, 105200, 2648, 2738, 110415, 4528, 114195, 365, 4780, 118875, 118842, 368, 582, 430, 1532, 805, 3515, 595, 2385, 708, 2810, 3415, 5740, 738, 1370, 3288, 1108, 3752, 1030, 3492, 4690, 7530, 5755, 718, 6672, 6220, 4882, 4702, 690, 7738, 4635, 728, 11415, 70, 68, 522, 1185, 428, 2080, 1870, 5045, 2270, 2328, 548, 408, 40, 470, 2102, 520, 4622, 1505, 21590, 24330, 13425, 6762, 49595, 24328, 14735, 37875, 87472, 87472, 87930, 87930, 1365, 212105, 670, 1615, 130, 1758, 3985, 5258, 223702, 6658, 225690, 2135, 1420, 1682, 230702
2011-04-30, 9098 , 15348 , 4890 , 4242 , 5142 , 15942 , 160 , 500 , 638 , 2638 , 3920 , 2082 , 6002 , 1958 , 9495 , 20295 , 26360 , 29545 , 3442 , 35418 , 17268 , 16565 , 17688 , 1020 , 86965 , 6058 , 111162 , 105200 , 2848 , 2805 , 110650 , 4485 , 114532 , 392 , 4982 , 119460 , 119442 , 385 , 602 , 442 , 1728 , 835 , 3582 , 622 , 2518 , 725 , 2978 , 3538 , 5802 , 768 , 1415 , 3388 , 1108 , 3758 , 1105 , 3590 , 4915 , 7888 , 6098 , 775 , 6678 , 6205 , 4858 , 4695 , 708 , 7782 , 4640 , 752 , 11415 , 72 , 70 , 540 , 1108 , 435 , 2115 , 1915 , 5118 , 2210 , 2262 , 515 , 400 , 40 , 382 , 2130 , 535 , 4670 , 1485 , 21410 , 24138 , 13765 , 6795 , 49658 , 24450 , 14798 , 37995 , 87650 , 87650 , 88098 , 88098 , 1368 , 213750 , 652 , 1580 , 128 , 1825 , 4005 , 5342 , 226038 , 6585 , 227958 , 2140 , 1305 , 1640 , 233012 
