, KOOTENAI - LIBBY DAM, KOOTENAI - AT LEONIA, NF FLATHEAD - NEAR COLUMBIA FALLS, MF FLATHEAD - NEAR WEST GLACIER, SF FLATHEAD - HUNGRY HORSE DAM, FLATHEAD - AT COLUMBIA FALLS, CLARK FORK - AT DEER LODGE, CLARK FORK - NR DRUMMOND, ROCK CREEK - NEAR CLINTON, BLACKFOOT - NEAR BONNER, CLARK FORK - ABOVE MISSOULA, BITTERROOT - NEAR MISSOULA, CLARK FORK - BELOW MISSOULA, ST. REGIS - NEAR ST. REGIS, CLARK FORK - AT ST REGIS, FLATHEAD - KERR DAM, CLARK FORK - NOXON RAPIDS DAM, CLARK FORK - CABINET GORGE DAM, PRIEST - NEAR PRIEST RIVER, PEND OREILLE - ALBENI FALLS DAM, COEUR D ALENE - COEUR D ALENE LAKE, SPOKANE - AT SPOKANE, SPOKANE - AT LONGLAKE, ST MARIES - NEAR SANTA, KETTLE - AT LAURIER, COLUMBIA - GRAND COULEE DAM, COLUMBIA - CHIEF JOSEPH DAM, OKANOGAN - NEAR TONASKET, METHOW - NEAR PATEROS, COLUMBIA - WELLS DAM, CHELAN - LAKE CHELAN DAM, COLUMBIA - ROCKY REACH DAM, ENTIAT - NEAR ARDENVOIR, WENATCHEE - AT PESHASTIN, COLUMBIA - WANAPUM DAM, COLUMBIA - PRIEST RAPIDS DAM, YAKIMA - KEECHELUS LAKE, KACHESS - KACHESS DAM, YAKIMA - AT EASTON, CLE ELUM - CLE ELUM LAKE, TEANAWAY - BELOW FORKS, YAKIMA - AT UMTANUM, BUMPING - BUMPING LAKE DAM, NACHES - NEAR CLIFFDEL, TIETON - RIMROCK LAKE NEAR RIMROCK, NACHES - NEAR NACHES, YAKIMA - NEAR PARKER, YAKIMA - AT KIONA, HENRYS FORK - ISLAND PARK DAM, FALLS - NEAR CHESTER, HENRYS FORK - AT ST. ANTHONY, TETON - NEAR ST. ANTHONY, HENRYS FORK - AT REXBURG, SNAKE - JACKSON LAKE AT DAM, SNAKE - NEAR JACKSON, SNAKE - NEAR ALPINE, SF SNAKE - PALISADES DAM, SNAKE - NEAR HEISE, WILLOW CREEK - RIRIE DAM, SNAKE - AB EAGLE ROCK NR IDAHO FALLS, SNAKE - NEAR SHELLEY, SNAKE - AT BLACKFOOT, SNAKE - NEAR BLACKFOOT, PORTNEUF - AT POCATELLO, SNAKE - AMERICAN FALLS RESERVOIR, SNAKE - AT MILNER, BRUNEAU - NEAR HOT SPRINGS, SNAKE - BELOW SWAN FALLS, BIG LOST - AT HOWELL RANCH NEAR CHILLY, BIG LOST - MACKAY RESERVOIR NEAR MACKAY, BIG WOOD - AT HAILEY, BIG WOOD - MAGIC DAM, LITTLE WOOD - LITTLE WOOD DAM, OWYHEE - BELOW OWYHEE DAM, SF BOISE - ANDERSON RANCH DAM, BOISE - LUCKY PEAK DAM, BOISE - AT GLENWOOD BRIDGE, BOISE - NEAR PARMA, MALHEUR - WARM SPRINGS DAM, MALHEUR - AGENCY VALLEY DAM, BULLY CREEK - BULLY CREEK DAM, MALHEUR - NEAR VALE, NF PAYETTE - CASCADE DAM, DEADWOOD - NEAR LOWMAN, PAYETTE - NEAR EMMETT, WEISER - NEAR WEISER, SNAKE - AT WEISER, SNAKE - BROWNLEE DAM, SALMON - AT WHITEBIRD, GRANDE RONDE - TROY, SNAKE - NEAR ANATONE, CLEARWATER - AT OROFINO, CLEARWATER - DWORSHAK DAM, CLEARWATER - AT SPALDING, SNAKE - LOWER GRANITE DAM, SNAKE - LITTLE GOOSE DAM, SNAKE - LOWER MONUMENTAL DAM, SNAKE - ICE HARBOR DAM, WALLA WALLA - NEAR TOUCHET, COLUMBIA - MCNARY DAM, UMATILLA - NEAR GIBBON, UMATILLA - AT PENDLETON, MCKAY CREEK - NEAR PILOT ROCK, UMATILLA - NEAR UMATILLA, NF JOHN DAY - AT MONUMENT, JOHN DAY - AT SERVICE CK, COLUMBIA - JOHN DAY DAM, DESCHUTES - AT MOODY NR BIGGS, COLUMBIA - THE DALLES DAM, KLICKITAT - NEAR PITT, HOOD - NEAR TUCKER BRIDGE, WHITE SALMON - NEAR UNDERWOOD, COLUMBIA - BONNEVILLE DAM
2012-06-18, 59258, 39750, , , , , 453, , , , , , , , , , , , , , 15182, 21220, 21780, 576, 16320, 262636, 194604, 13171, 8444, 215561, 9585, 224963, 2261, 12395, 229460, 236533, 1127, 934, 1682, 3560, 762, 5924, 1212, 2935, 1800, 5518, 8006, 6172, 651, 1586, 2378, 1724, 2902, 3740, 9165, 11006, 12493, 11501, 72, 7502, 6222, 3263, 2665, 60, 5110, 3945, 144, 9041, 956, 801, 1315, 1090, 237, 193, 1986, 4958, 1802, 1595, 86, 182, 0, 60, 2338, 605, 5452, 771, 16253, 17098, 33550, 5827, 52595, 28219, 16753, 33683, 86278, 88145, 87906, 90600, 352, 339599, 162, 235, 68, 208, 949, 1375, 343960, 5631, 322511, 2969, 1192, 1515, 336817
2012-06-19, 60684, 40592, , , , , 460, , , , , , , , , , , , , , 14949, 21008, 21860, 561, 15657, 263575, 213122, 14080, 8394, 231625, 8142, 234781, 2079, 11488, 242722, 244572, 981, 813, 1656, 3072, 619, 6404, 1206, 2802, 1658, 5387, 8286, 7268, 642, 1478, 2286, 1688, 2951, 3652, 9428, 11229, 12794, 11450, 70, 7552, 6245, 3237, 2740, 62, 5276, 3946, 141, 9080, 926, 795, 1244, 1007, 229, 193, 1871, 4953, 1816, 1556, 83, 181, 0, 61, 2318, 569, 5621, 742, 16424, 17170, 31720, 5663, 55438, 28670, 16067, 37460, 92898, 93920, 95270, 95270, 340, 343033, 150, 226, 65, 230, 933, 1349, 349128, 5776, 329681, 2853, 1132, 1570, 335917
2012-06-20, 58958, 39634, , , , , 456, , , , , , , , , , , , , , 14212, 20524, 21556, 503, 15097, 269414, 234997, 14684, 7800, 257271, 6782, 262668, 1754, 9458, 270781, 270576, 773, 621, 940, 2141, 416, 4994, 1060, 2486, 1406, 4456, 6816, 8383, 630, 1248, 2000, 1552, 2892, 3368, 9251, 11000, 12731, 11398, 68, 7540, 6242, 3261, 2757, 62, 5334, 3948, 134, 9096, 822, 732, 1123, 877, 216, 192, 1684, 4944, 1814, 1541, 77, 176, 0, 75, 2086, 521, 5382, 698, 16556, 17472, 29383, 4882, 50824, 28048, 14659, 38184, 89008, 89008, 89393, 89393, 305, 357674, 137, 210, 60, 236, 895, 1302, 360784, 5505, 342359, 2586, 938, 1489, 346553
2012-06-21, 55730, 37169, , , , , 401, , , , , , , , , , , , , , 12948, 19985, 21183, 471, 13981, 267828, 236872, 14274, 7026, 258242, 5922, 263510, 1500, 8365, 271684, 271656, 642, 498, 593, 1722, 328, 3684, 953, 2285, 1259, 3802, 4374, 7264, 614, 1088, 1747, 1425, 2562, 3040, 8524, 10205, 12107, 11356, 66, 7343, 6081, 3230, 2750, 59, 5177, 3951, 130, 9090, 768, 712, 1058, 743, 206, 191, 1531, 4730, 1666, 1484, 70, 168, 0, 74, 1820, 486, 4948, 657, 16255, 17365, 27284, 4166, 49186, 24060, 12485, 34878, 84064, 84064, 84435, 84435, 274, 365860, 126, 194, 56, 200, 860, 1249, 373372, 5342, 356739, 2397, 839, 1336, 361452
2012-06-22, 52013, 35887, , , , , 358, , , , , , , , , , , , , , 11183, 18146, 20238, 458, 13014, 265108, 239997, 13548, 6741, 260761, 5724, 266194, 1420, 8520, 274540, 274454, 644, 486, 530, 1972, 391, 3260, 947, 2446, 1497, 4110, 3463, 5680, 598, 997, 1564, 1329, 2181, 2844, 7898, 9446, 11289, 13218, 63, 7218, 5844, 3004, 2556, 56, 4953, 3953, 126, 9109, 756, 724, 1020, 665, 196, 190, 1409, 4394, 1324, 1186, 63, 163, 0, 68, 1684, 459, 4473, 620, 15562, 16868, 25374, 3748, 46854, 20880, 10980, 31328, 78182, 77342, 77700, 77700, 250, 361071, 118, 182, 52, 164, 828, 1198, 368607, 5237, 353497, 2410, 818, 1213, 358244
2012-06-23, 49566, 35174, , , , , 336, , , , , , , , , , , , , , 9738, 14758, 16263, 460, 12527, 265296, 239997, 13096, 6992, 260271, 7464, 265809, 1557, 9409, 275128, 275100, 693, 521, 624, 2350, 546, 3869, 945, 2673, 1813, 4988, 4730, 4988, 586, 947, 1491, 1265, 1892, 2804, 7728, 9136, 10858, 13674, 61, 8640, 7180, 3602, 2896, 57, 4862, 3955, 120, 9122, 798, 772, 992, 639, 184, 193, 1294, 4056, 982, 844, 60, 161, 0, 64, 1674, 433, 4242, 591, 14931, 16291, 23702, 3566, 44597, 19875, 10562, 29403, 74000, 72740, 73084, 73084, 254, 354664, 118, 181, 50, 167, 827, 1177, 361781, 5147, 348108, 2690, 889, 1163, 352917
2012-06-24, 53347, 35851, , , , , 322, , , , , , , , , , , , , , 9028, 9985, 12166, 448, 16050, 283263, 239997, 13066, 7597, 260513, 9047, 266146, 1708, 10626, 276548, 276474, 791, 554, 793, 2510, 681, 4530, 940, 2840, 1986, 5566, 6088, 5780, 566, 865, 1392, 1199, 1708, 2744, 7706, 9014, 10758, 13639, 59, 8611, 7328, 4482, 3926, 63, 5660, 3957, 116, 9131, 840, 822, 963, 622, 174, 211, 1185, 3741, 666, 516, 75, 160, 0, 60, 1613, 411, 4055, 572, 14480, 15830, 22327, 4238, 43460, 19895, 10777, 28355, 71814, 71814, 72151, 72151, 294, 353602, 108, 177, 46, 208, 828, 1216, 359519, 5062, 347082, 2914, 957, 1199, 351782
2012-06-25, 55092, 35361, 15904, 15404, 19434, 48884, 319, 825, 1147, 4070, 6341, 7910, 14303, 1112, 18765, 51728, 76336, 80048, 6428, 81797, 8304, 9769, 10821, 418, 18315, 283513, 239997, 13600, 7975, 261146, 8995, 266744, 1596, 10165, 277006, 277029, 672, 474, 574, 2026, 468, 4492, 809, 2539, 1524, 4746, 6270, 6938, 562, 776, 1289, 1138, 1530, 2610, 7542, 8764, 10599, 13602, 57, 8387, 7100, 4403, 3944, 62, 6156, 3959, 112, 9140, 816, 806, 920, 588, 164, 212, 1080, 3670, 603, 338, 70, 157, 0, 55, 1287, 389, 3820, 528, 14029, 15362, 21142, 4070, 42350, 19109, 10162, 27843, 70193, 70193, 70516, 70516, 237, 355166, 104, 168, 42, 204, 788, 1150, 360976, 4991, 349928, 2763, 831, 1178, 354748
2012-06-26, 50822, 34754, 15505, 15463, 19253, 48717, 317, 794, 1145, 4017, 6268, 7680, 14235, 1097, 18649, 54120, 76874, 83770, 6387, 88450, 7522, 8370, 9910, 404, 16500, 291868, 239997, 14135, 7630, 261494, 7338, 266932, 1423, 8940, 275988, 276028, 564, 403, 317, 1720, 322, 3511, 728, 2268, 1357, 3854, 4264, 7044, 551, 694, 1192, 1080, 1353, 2464, 7260, 8388, 10296, 13566, 55, 8161, 6872, 4202, 3754, 58, 6040, 3961, 109, 9147, 777, 775, 879, 542, 154, 194, 984, 3663, 600, 324, 62, 154, 0, 52, 1105, 370, 3576, 499, 13721, 14983, 19994, 3591, 40620, 17380, 9271, 26233, 66854, 66854, 67164, 67164, 203, 352629, 100, 158, 38, 177, 754, 1099, 358994, 4966, 349545, 2499, 752, 1093, 354365
2012-06-27, 45874, 34189, 16385, 16328, 18914, 49068, 289, 760, 1052, 3976, 6111, 6900, 13113, 1120, 18156, 55375, 77546, 84579, 6322, 90566, 6908, 7415, 8601, 386, 14790, 287296, 242622, 14085, 7204, 263545, 6640, 268452, 1388, 8819, 276694, 276554, 523, 393, 239, 1952, 376, 3110, 682, 2291, 1394, 3744, 3247, 5748, 533, 611, 1084, 1021, 1182, 2334, 6966, 7993, 9942, 13530, 53, 7938, 6645, 3975, 3530, 52, 5788, 3963, 104, 9154, 751, 756, 844, 488, 146, 190, 901, 3655, 596, 318, 51, 149, 0, 29, 978, 352, 3360, 469, 13525, 14749, 18927, 3296, 39087, 15542, 8435, 24363, 63450, 63450, 63746, 63746, 177, 347530, 97, 150, 35, 146, 722, 1041, 353794, 4946, 345867, 2424, 728, 1026, 350473
