, LIBBY DAM, KOOTENAI RIV AT LEONIA, NF FLATHEAD R NR COLUMBIA FALL, MF FLATHEAD NR WEST GLACIER, DAM AT HUNGRY HORSE, FLATHEAD R AT COLUMBIA FALLS, CLARK FORK AT DEER LODGE, CLARK FORK AT DRUMMOND, ROCK CREEK NR CLINTON, BLACKFOOT R NR BONNER, CLARK FORK AB MISSOULA, BITTERROOT R NR MISSOULA, CLARK FORK BELOW MISSOULA, ST. REGIS R. NR ST. REGIS, CLARK FORK AT ST REGIS    TB20, KERR DAM, NOXON RAPIDS DAM, CABINET GORGE DAM, PRIEST R NR PRIEST RIVER, ALBENI FALLS DAM, COEUR D'ALENE LAKE, SPOKANE RIV AT LONGLAKE, ST MARIES R NR SANTA, COLUMBIAR @INTERNATL BOUNDAR, KETTLE RIVER AT LAURIER, GRAND COULEE DAM, CHIEF JOSEPH DAM, OKANOGAN RIVER NEAR TONASKET, METHOW R NEAR PATEROS, WELLS DAM, LAKE CHELAN DAM, ROCKY REACH DAM, ENTIAT R NR ARDENVOIR, WENATCHEE R AT PESHASTIN  TB20, WANAPUM DAM, PRIEST RAPIDS DAM, KEECHELUS LAKE, KACHESS DAM NEAR EASTON, YAKIMA RIVER AT EASTON, CLE ELUM LAKE NEAR ROSLYN, YAKIMA RIVER AT CLE ELUM, TEANAWAY RIVER BLW FORKS, YAKIMA RIVER AT UMTANUM, BUMPING LK DM NR GOOSE PRAIRIE, NACHES RIVER NEAR CLIFFDEL, RIMROCK LAKE NEAR RIMROCK, NACHES RIVER NEAR NACHES, YAKIMA RIVER NEAR PARKER, YAKIMA RIVER AT KIONA, ISLAND PARK 1SWIS.PARKDM&RES, FALLS RIVER NR CHESTER, HENRYS FORK AT ST. ANTHONY, TETON RIVER NEAR ST. ANTHONY, HENRYS FORK NEAR REXBURG, SNKE R ON JACKSN LK AT DM TB20, SNAKE RIVER NR JACKSON, SNAKE RIVER NR ALPINE, PALISADES DAM, SNAKE RIVER NR HEISE, RIRIE DAM AND LAKE ON WILLOW C, SNAKE AB EAGLE ROCK NR ID FALL, SNAKE RIVER NR SHELLEY, SNAKE RIVER AT BLACKFOOT, SNAKE RIVER NEAR BLACKFOOT, PORTNEUF RIVER AT POCATELLO, AMERICAN FALLS RESERVOIR  TB12, SNAKE RIV AT MILNER, BRUNEAU RIVER NR HOT SPRINGS, SNAKE RIVER BELOW SWAN FALLS, BIG LOST R@HOW'L RNCH NR CHILL, BIG LOST R AT MACKAY, BIG WOOD RIVER AT HAILEY, MAGIC DAM OUTFLOW, LITL.WOODDM&RESNRCAREY, OWYHEE BELOW OWYHEE DAM, ANDERSON RANCH DAM, BOISE LUCKY PEAK DAM, BOISE RIVER AT GLENWOOD BRIDGE, BOISE RIVER NR PARMA, WARM SPRINGS DAM & RESERVOIR, AGENCY VLY DAM & BEULAH RSVR, BULLY CREEK DAM & RES     TB12, MALHEUR RIVER NR VALE, CASCADE DAM               TB12, DEADWOOD RESERVOIR NR LOWMAN, PAYETTE RIVER NEAR EMMETT, WEISER RIVER NR WEISER, SNAKE RIVER AT WEISER, BROWNLEE DAM, SALMON R AT WHITEBIRD, GRANDE RONDE RIVER AT TROY, SNAKE RIVER NR ANATONE, CLEARWATER R AT OROFINO, DWORSHAK DAM, CLEARWATER R AT SPALDING, LOWER GRANITE DAM, LITTLE GOOSE DAM, LOWER MONUMENTAL DAM, ICE HARBOR DAM, WALLA WALLA RIV NEAR TOUCHET, MCNARY DAM NEAR MCNARY, UMATILLA R NR GIBBON, UMATILLA R AT PENDLETON, MCKAY CR NR PILOTROCK, UMATILLA RIVER NEAR UMATILLA, NF JOHN DAY RIV AT MONUMENT, JOHN DAY RIVER AT SERVICE CK, JOHN DAY DAM, DESCHUTES R AT MOODY NR BIGGS, THE DALLES, KLICKITAT R NR PITT, HOOD R NR TUCKER BRIDGE   TB20, WHITE SALMON R NEAR UNDERWOOD, BONNEVILLE DAM
2008-10-27,4221.0,5193.0,762.0,640.0,1015.0,3672.0,285.0,705.0,252.0,603.0,1650.0,1090.0,2718.0,77.0,3507.0,3993.0,11422.0,10698.0,1502.0,12324.0,977.0,2715.0,59.0,68030.0,288.0,70646.0,66400.0,974.0,387.0,65010.0,645.0,64825.0,78.0,762.0,61115.0,60933.0,88.0,65.0,213.0,164.0,471.0,34.0,793.0,67.0,279.0,172.0,357.0,1484.0,2431.0,396.0,472.0,1207.0,512.0,1407.0,461.0,1671.0,2033.0,3146.0,3732.0,31.0,3071.0,3759.0,2932.0,3110.0,133.0,5761.0,712.0,57.0,7747.0,83.0,83.0,173.0,63.0,36.0,276.0,223.0,78.0,250.0,835.0,75.0,56.0,0.0,151.0,311.0,57.0,1016.0,153.0,9895.0,10912.0,4326.0,715.0,14672.0,1852.0,1165.0,3474.0,18146.0,18146.0,18204.0,18204.0,52.0,71999.0,42.0,50.0,24.0,226.0,140.0,333.0,73735.0,5224.0,76978.0,683.0,360.0,569.0,77857.0
2008-10-28,4167.0,5194.0,755.0,629.0,1008.0,3688.0,284.0,708.0,254.0,605.0,1649.0,1066.0,2701.0,77.0,3475.0,4026.0,11439.0,10794.0,1459.0,12929.0,975.0,2726.0,59.0,65264.0,283.0,69149.0,70000.0,959.0,388.0,71443.0,637.0,73660.0,77.0,748.0,74303.0,74200.0,83.0,64.0,211.0,163.0,468.0,33.0,776.0,67.0,279.0,171.0,357.0,1461.0,2403.0,394.0,471.0,1195.0,509.0,1305.0,457.0,1681.0,2025.0,3119.0,3685.0,31.0,3046.0,3716.0,2868.0,2980.0,132.0,5603.0,583.0,56.0,8224.0,82.0,82.0,171.0,65.0,36.0,277.0,223.0,78.0,252.0,836.0,75.0,56.0,0.0,143.0,311.0,57.0,1040.0,152.0,9778.0,10590.0,4318.0,713.0,14630.0,1850.0,1147.0,3476.0,18106.0,18106.0,18163.0,18163.0,51.0,87643.0,42.0,49.0,23.0,223.0,138.0,331.0,87821.0,5227.0,90548.0,681.0,358.0,567.0,90547.0
2008-10-29,4081.0,5197.0,748.0,614.0,1097.0,3692.0,283.0,706.0,252.0,607.0,1650.0,1056.0,2701.0,77.0,3450.0,4036.0,11431.0,10826.0,1415.0,12937.0,972.0,2733.0,59.0,62350.0,279.0,66202.0,70000.0,938.0,389.0,71437.0,629.0,73655.0,76.0,735.0,74393.0,74394.0,79.0,62.0,210.0,157.0,465.0,32.0,761.0,67.0,280.0,171.0,358.0,1443.0,2380.0,393.0,480.0,1197.0,514.0,1244.0,454.0,1764.0,2073.0,3126.0,3620.0,31.0,2990.0,3637.0,2846.0,2936.0,135.0,5520.0,450.0,56.0,8398.0,82.0,82.0,170.0,65.0,37.0,277.0,222.0,78.0,257.0,845.0,75.0,57.0,0.0,136.0,311.0,56.0,1033.0,151.0,10099.0,10827.0,4310.0,710.0,14575.0,1831.0,1131.0,3461.0,18037.0,18037.0,18094.0,18094.0,54.0,94843.0,42.0,49.0,23.0,221.0,136.0,328.0,97609.0,5234.0,100979.0,680.0,355.0,565.0,102271.0
2008-10-30,4035.0,5201.0,741.0,602.0,1124.0,3697.0,283.0,705.0,251.0,610.0,1649.0,1050.0,2699.0,77.0,3442.0,4039.0,11452.0,10894.0,1370.0,13030.0,971.0,2740.0,59.0,60357.0,276.0,63884.0,70000.0,919.0,390.0,71418.0,621.0,73636.0,76.0,724.0,74364.0,74365.0,75.0,60.0,209.0,152.0,463.0,32.0,747.0,70.0,280.0,175.0,359.0,1429.0,2363.0,392.0,494.0,1208.0,530.0,1239.0,448.0,1849.0,2165.0,3204.0,3556.0,31.0,3001.0,3613.0,2846.0,2921.0,138.0,5494.0,317.0,56.0,8289.0,82.0,82.0,169.0,67.0,37.0,278.0,222.0,78.0,262.0,856.0,75.0,57.0,0.0,128.0,322.0,56.0,1027.0,150.0,10462.0,11202.0,4303.0,708.0,14521.0,1801.0,1117.0,4437.0,18958.0,18958.0,19015.0,19015.0,54.0,95486.0,41.0,49.0,23.0,219.0,136.0,326.0,98317.0,5235.0,101766.0,679.0,352.0,564.0,103292.0
2008-10-31,4780.0,5226.0,735.0,591.0,1074.0,3676.0,282.0,703.0,252.0,610.0,1648.0,1041.0,2688.0,77.0,3430.0,4062.0,11476.0,11009.0,1326.0,13355.0,972.0,2762.0,59.0,59854.0,274.0,63035.0,63750.0,902.0,390.0,66475.0,618.0,69959.0,75.0,714.0,72011.0,72330.0,77.0,63.0,208.0,151.0,463.0,34.0,746.0,85.0,286.0,195.0,364.0,1420.0,2359.0,391.0,500.0,1215.0,532.0,1259.0,444.0,1852.0,2192.0,3260.0,3492.0,31.0,3001.0,3595.0,2871.0,2939.0,138.0,5498.0,183.0,55.0,8169.0,82.0,82.0,167.0,68.0,37.0,278.0,222.0,78.0,268.0,866.0,75.0,58.0,0.0,122.0,349.0,56.0,1024.0,150.0,10514.0,11330.0,4310.0,706.0,14470.0,1764.0,1106.0,4402.0,18872.0,18872.0,18930.0,18930.0,55.0,95669.0,41.0,51.0,23.0,218.0,136.0,325.0,98744.0,5242.0,102233.0,691.0,348.0,562.0,103834.0
2008-11-01,5269.0,5249.0,730.0,583.0,1024.0,3618.0,281.0,701.0,254.0,609.0,1648.0,1037.0,2685.0,77.0,3413.0,4062.0,10878.0,10551.0,1282.0,13151.0,1033.0,2896.0,62.0,59972.0,276.0,63168.0,45858.0,889.0,453.0,48851.0,696.0,53232.0,80.0,743.0,57355.0,58440.0,80.0,68.0,208.0,148.0,464.0,34.0,749.0,97.0,323.0,212.0,397.0,1437.0,2366.0,391.0,507.0,1219.0,524.0,1279.0,442.0,1810.0,2157.0,3239.0,3432.0,31.0,3026.0,3584.0,2896.0,2961.0,140.0,5516.0,52.0,55.0,8079.0,82.0,82.0,167.0,72.0,37.0,279.0,230.0,80.0,271.0,876.0,75.0,60.0,0.0,125.0,387.0,56.0,1026.0,150.0,10418.0,11252.0,4316.0,704.0,14498.0,1751.0,1143.0,3385.0,17882.0,17882.0,17941.0,17941.0,56.0,91245.0,41.0,53.0,25.0,218.0,147.0,330.0,95681.0,5259.0,99437.0,732.0,351.0,563.0,101527.0
2008-11-02,5215.0,5279.0,725.0,599.0,1029.0,3635.0,281.0,700.0,260.0,615.0,1661.0,1055.0,2716.0,83.0,3408.0,4212.0,9368.0,9179.0,1238.0,12477.0,1310.0,3157.0,82.0,60306.0,323.0,63763.0,51250.0,877.0,641.0,51476.0,774.0,52435.0,113.0,990.0,52046.0,51754.0,119.0,123.0,237.0,237.0,475.0,34.0,736.0,176.0,396.0,236.0,451.0,1466.0,2384.0,390.0,518.0,1229.0,517.0,1294.0,442.0,1766.0,2104.0,3184.0,3363.0,31.0,3073.0,3610.0,2953.0,3006.0,143.0,5551.0,0.0,55.0,7994.0,82.0,82.0,166.0,78.0,40.0,281.0,257.0,84.0,273.0,884.0,76.0,60.0,0.0,120.0,728.0,57.0,1058.0,155.0,10335.0,11148.0,4331.0,703.0,14490.0,1810.0,1411.0,3404.0,17894.0,17894.0,17956.0,17956.0,61.0,75197.0,41.0,60.0,36.0,219.0,222.0,382.0,80676.0,5278.0,84881.0,775.0,560.0,601.0,88075.0
2008-11-03,5913.0,5317.0,774.0,724.0,1196.0,3758.0,280.0,698.0,262.0,631.0,1681.0,1099.0,2781.0,80.0,3440.0,4525.0,9027.0,8828.0,1194.0,11336.0,1364.0,3423.0,72.0,60746.0,439.0,64596.0,68215.0,875.0,874.0,69958.0,792.0,71756.0,123.0,1388.0,71656.0,70998.0,107.0,121.0,253.0,303.0,506.0,32.0,744.0,115.0,483.0,208.0,569.0,1557.0,2397.0,396.0,530.0,1240.0,518.0,1307.0,455.0,1731.0,2063.0,3130.0,3299.0,31.0,3104.0,3609.0,3006.0,3065.0,145.0,5608.0,0.0,54.0,7915.0,84.0,84.0,165.0,80.0,40.0,288.0,283.0,87.0,274.0,890.0,78.0,60.0,0.0,118.0,561.0,58.0,1092.0,183.0,10318.0,11108.0,4421.0,702.0,14488.0,1877.0,1921.0,3498.0,17987.0,17987.0,18055.0,18055.0,70.0,78105.0,41.0,67.0,35.0,225.0,230.0,442.0,78961.0,5265.0,82000.0,726.0,657.0,633.0,83240.0
2008-11-04,6196.0,5289.0,778.0,829.0,1221.0,3925.0,280.0,696.0,263.0,625.0,1679.0,1102.0,2781.0,77.0,3480.0,4634.0,9326.0,9105.0,1150.0,11230.0,1192.0,3277.0,66.0,60662.0,463.0,64548.0,62705.0,883.0,746.0,64590.0,728.0,67100.0,97.0,1352.0,69042.0,69267.0,95.0,92.0,252.0,230.0,511.0,32.0,763.0,105.0,455.0,197.0,549.0,1629.0,2450.0,399.0,538.0,1248.0,521.0,1326.0,452.0,1699.0,2025.0,3089.0,3235.0,34.0,3131.0,3598.0,3043.0,3114.0,148.0,5663.0,0.0,55.0,8071.0,85.0,85.0,165.0,98.0,56.0,303.0,305.0,93.0,275.0,896.0,79.0,61.0,0.0,117.0,463.0,58.0,1059.0,180.0,10271.0,11079.0,4426.0,702.0,14507.0,1827.0,1930.0,3466.0,17972.0,17972.0,18042.0,18042.0,71.0,91995.0,41.0,70.0,42.0,232.0,212.0,442.0,94437.0,5268.0,97494.0,721.0,657.0,620.0,98530.0
2008-11-05,5782.0,5283.0,740.0,797.0,1181.0,3875.0,279.0,695.0,270.0,693.0,1765.0,1171.0,2936.0,78.0,3506.0,4779.0,9547.0,9358.0,1106.0,11492.0,1120.0,3166.0,64.0,60058.0,442.0,64015.0,62220.0,907.0,630.0,63871.0,709.0,66161.0,91.0,1104.0,67387.0,67424.0,90.0,83.0,252.0,206.0,511.0,31.0,761.0,102.0,427.0,191.0,520.0,1611.0,2494.0,399.0,548.0,1259.0,518.0,1348.0,449.0,1679.0,2002.0,3054.0,3171.0,34.0,3179.0,3611.0,3093.0,3158.0,152.0,5708.0,0.0,56.0,8096.0,86.0,86.0,165.0,109.0,50.0,349.0,329.0,96.0,276.0,903.0,80.0,62.0,0.0,115.0,436.0,59.0,1061.0,183.0,10255.0,11021.0,4525.0,702.0,14496.0,1819.0,1933.0,3447.0,17943.0,17943.0,18015.0,18015.0,77.0,88996.0,41.0,76.0,42.0,234.0,268.0,467.0,92722.0,5276.0,96333.0,718.0,678.0,612.0,98689.0
