, KOOTENAI - LIBBY DAM, KOOTENAI - AT LEONIA, NF FLATHEAD - NEAR COLUMBIA FALLS, MF FLATHEAD - NEAR WEST GLACIER, SF FLATHEAD - HUNGRY HORSE DAM, FLATHEAD - AT COLUMBIA FALLS, CLARK FORK - AT DEER LODGE, CLARK FORK - NR DRUMMOND, ROCK CREEK - NEAR CLINTON, BLACKFOOT - NEAR BONNER, CLARK FORK - ABOVE MISSOULA, BITTERROOT - NEAR MISSOULA, CLARK FORK - BELOW MISSOULA, ST. REGIS - NEAR ST. REGIS, CLARK FORK - AT ST REGIS, FLATHEAD - KERR DAM, CLARK FORK - NOXON RAPIDS DAM, CLARK FORK - CABINET GORGE DAM, PRIEST - NEAR PRIEST RIVER, PEND OREILLE - ALBENI FALLS DAM, COEUR D ALENE - COEUR D ALENE LAKE, SPOKANE - AT SPOKANE, SPOKANE - AT LONGLAKE, ST MARIES - NEAR SANTA, COLUMBIA - AT INTL BOUNDARY, KETTLE - AT LAURIER, COLUMBIA - GRAND COULEE DAM, COLUMBIA - CHIEF JOSEPH DAM, OKANOGAN - NEAR TONASKET, METHOW - NEAR PATEROS, COLUMBIA - WELLS DAM, CHELAN - LAKE CHELAN DAM, COLUMBIA - ROCKY REACH DAM, ENTIAT - NEAR ARDENVOIR, WENATCHEE - AT PESHASTIN, COLUMBIA - WANAPUM DAM, COLUMBIA - PRIEST RAPIDS DAM, YAKIMA - KEECHELUS LAKE, KACHESS - KACHESS DAM, YAKIMA - AT EASTON, CLE ELUM - CLE ELUM LAKE, TEANAWAY - BELOW FORKS, YAKIMA - AT UMTANUM, BUMPING - BUMPING LAKE DAM, NACHES - NEAR CLIFFDEL, TIETON - RIMROCK LAKE NEAR RIMROCK, NACHES - NEAR NACHES, YAKIMA - NEAR PARKER, YAKIMA - AT KIONA, HENRYS FORK - ISLAND PARK DAM, FALL RIVER - NEAR CHESTER, HENRYS FORK - AT ST. ANTHONY, TETON - NEAR ST. ANTHONY, HENRYS FORK - AT REXBURG, SNAKE - JACKSON LAKE AT DAM, SNAKE - NEAR JACKSON, SNAKE - NEAR ALPINE, SF SNAKE - PALISADES DAM, SNAKE - NEAR HEISE, WILLOW CREEK - RIRIE DAM, SNAKE - AB EAGLE ROCK NR IDAHO FALLS, SNAKE - NEAR SHELLEY, SNAKE - AT BLACKFOOT, SNAKE - NEAR BLACKFOOT, PORTNEUF - AT POCATELLO, SNAKE - AMERICAN FALLS RESERVOIR, SNAKE - AT MILNER, BRUNEAU - NEAR HOT SPRINGS, SNAKE - BELOW SWAN FALLS, BIG LOST - AT HOWELL RANCH NEAR CHILLY, BIG LOST - MACKAY RESERVOIR NEAR MACKAY, BIG WOOD - AT HAILEY, BIG WOOD - MAGIC DAM, LITTLE WOOD - LITTLE WOOD DAM, OWYHEE - BELOW OWYHEE DAM, SF BOISE - ANDERSON RANCH DAM, BOISE - LUCKY PEAK DAM, BOISE - AT GLENWOOD BRIDGE, BOISE - NEAR PARMA, MALHEUR - WARM SPRINGS DAM, MALHEUR - AGENCY VALLEY DAM, BULLY CREEK - BULLY CREEK DAM, MALHEUR - NEAR VALE, NF PAYETTE - CASCADE DAM, DEADWOOD - NEAR LOWMAN, PAYETTE - NEAR EMMETT, WEISER - NEAR WEISER, SNAKE - AT WEISER, SNAKE - BROWNLEE DAM, SALMON - AT WHITEBIRD, GRANDE RONDE - TROY, SNAKE - NEAR ANATONE, CLEARWATER - AT OROFINO, NF CLEARWATER - DWORSHAK DAM, CLEARWATER - AT SPALDING, SNAKE - LOWER GRANITE DAM, SNAKE - LITTLE GOOSE DAM, SNAKE - LOWER MONUMENTAL DAM, SNAKE - ICE HARBOR DAM, WALLA WALLA - NEAR TOUCHET, COLUMBIA - MCNARY DAM, UMATILLA - NEAR GIBBON, UMATILLA - AT PENDLETON, MCKAY CREEK - NEAR PILOT ROCK, UMATILLA - NEAR UMATILLA, NF JOHN DAY - AT MONUMENT, JOHN DAY - AT SERVICE CK, COLUMBIA - JOHN DAY DAM, DESCHUTES - AT MOODY NR BIGGS, COLUMBIA - THE DALLES DAM, KLICKITAT - NEAR PITT, HOOD - NEAR TUCKER BRIDGE, WHITE SALMON - NEAR UNDERWOOD, COLUMBIA - BONNEVILLE DAM
2015-03-03, 4502, 6530, , 1448, , , , , 296, , , , , 478, 5188, 10613, 20239, , 2094, , , 8488, 10181, 154, 100696, 2633, , , 2339, 1219, 145776, , 144762, , 2421, 143695, 142962, 176, 224, , , 248, 1744, , , 398, 1237, 3362, 4521, 342, , , 394, 1333, 448, 1457, , 2766, , 33, 3454, 3480, 2946, , 196, , 1385, 129, 7656, 78, 145, , 316, 82, 573, , 1719, , 911, 186, , , 68, , , , 512, 12000, , 5908, 2482, , 6379, , 11674, 36236, 34516, 34960, 34960, 552, 189939, , 491, 261, 276, 967, 1680, 188237, 5403, 190344, 1914, , 1279, 
2015-03-04, 4426, 6334, , 1401, , , , , 290, , , , , 459, 4978, 9708, 19725, , 2041, , , 7391, 8538, 150, 96033, 2476, , , 2314, 1167, 143932, , 145874, , 2360, 148190, 148194, 161, 205, , , 228, 1685, , , 366, 1191, 3138, 4272, 340, , , 389, 1356, 447, 1449, , 2732, , 33, 3486, 3482, 2935, , 196, , 1276, 126, 7738, 78, 145, , 276, 80, 713, , 1704, , 982, 174, , , 67, , , , 505, 12130, , 5769, 2379, , 6156, , 10432, 35314, 33828, 34262, 34262, 531, 189061, , 464, 235, 272, 896, 1629, 186518, 5304, 187866, 1847, , 1225, 
2015-03-05, 4359, 6224, , 1359, , , , , 285, , , , , 440, 4750, 9503, 18954, , 1992, , , 5079, 6578, 146, 94411, 2332, , , 2256, 1116, 143836, , 146451, , 2301, 148735, 148724, 149, 187, , , 210, 1618, , , 346, 1150, 2909, 4021, 336, , , 384, 1332, 445, 1442, , 2708, , 33, 3500, 3490, 2973, , 194, , 1166, 123, 7528, 77, 143, , 248, 77, 630, , 1691, , 1049, 169, , , 67, , , , 480, 11932, , 5641, 2284, , 5813, , 10108, 34715, 33462, 33886, 33886, 514, 189437, , 436, 210, 249, 835, 1548, 188474, 5278, 189958, 1792, , 1178, 
2015-03-06, 4282, 6135, , 1317, , , , , 280, , , , , 422, 4534, 9394, 18429, , 1946, , , 4343, 5600, 156, 93361, 2190, , , 2182, 1064, 143710, , 146315, , 2245, 148587, 148595, 140, 179, , , 194, 1557, , , 332, 1128, 2740, 3774, 334, , , 380, 1268, 444, 1437, , 2688, , 33, 3466, 3449, 2984, , 196, , 1056, 125, 7403, 76, 142, , 229, 75, 466, , 1682, , 1114, 173, , , 67, , , , 454, 11868, , 5521, 2191, , 5495, , 9766, 33559, 32538, 32952, 32952, 503, 188611, , 409, 194, 223, 882, 1551, 188634, 5260, 190131, 1725, , 1136, 
2015-03-07, 4219, 6090, , 1274, , , , , 277, , , , , 406, 4334, 9339, 18102, , 1917, , , 3618, 4575, 197, 93728, 2058, , , 2112, 1018, 140532, , 143840, , 2214, 146874, 147079, 136, 183, , , 178, 1529, , , 336, 1117, 2618, 3571, 331, , , 380, 1200, 442, 1432, , 2676, , 40, 3402, 3372, 2952, , 210, , 946, 132, 7316, 76, 142, , 216, 72, 500, , 1680, , 1177, 223, , , 67, , , , 452, 11691, , 5406, 2104, , 5203, , 9450, 32568, 31781, 32184, 32184, 489, 186864, , 394, 188, 202, 970, 1677, 187890, 5245, 189397, 1675, , 1098, 
2015-03-08, 4151, 6043, , 1235, , , , , 294, , , , , 395, 4216, 9330, 17948, , 1904, , , 3499, 4394, 183, 96516, 1946, , , 2049, 984, 131932, , 135008, , 2320, 138164, 138478, 138, 194, , , 164, 1564, , , 363, 1157, 2584, 3453, 329, , , 388, 1161, 442, 1435, , 2686, , 52, 3341, 3294, 2899, , 218, , 836, 141, 7236, 75, 140, , 246, 76, 586, , 1702, , 1243, 258, , , 66, , , , 540, 11710, , 5298, 2016, , 5032, , 9214, 30390, 29836, 30229, 30229, 476, 180494, , 422, 183, 199, 1099, 1862, 183868, 5230, 185628, 1637, , 1060, 
2015-03-09, 4083, 6110, , 1199, , , , , 318, , , , , 409, 4219, 9320, 17906, , 1898, , , 3488, 4341, 159, 97642, 1860, , , 1992, 1015, 128378, , 131106, , 2530, 133820, 133920, 142, 202, , , 152, 1562, , , 403, 1309, 2663, 3483, 330, , , 395, 1160, 441, 1440, , 2706, , 61, 3319, 3246, 2858, , 229, , 727, 156, 7159, 74, 139, , 340, 82, 613, , 1721, , 1309, 243, , , 66, , , , 734, 11954, , 5200, 2124, , 5040, , 9173, 30414, 30093, 30477, 30477, 482, 171880, , 442, 172, 230, 1613, 2328, 175800, 5223, 177483, 1610, , 1030, 
2015-03-10,4028.0,6297.0,1243.0,1162.0,2290.0,5869.0,240.0,690.0,321.0,1034.0,2144.0,1432.0,3611.0,436.0,4198.0,9362.0,17910.0,20081.0,1892.0,22598.0,6007.0,3540.0,4357.0,156.0,98216.0,1830.0,94138.0,137318.0,1943.0,1206.0,128465.0,1999.0,131190.0,298.0,2651.0,133815.0,133805.0,144.0,208.0,333.0,716.0,173.0,1535.0,200.0,639.0,450.0,1442.0,2758.0,3604.0,332.0,476.0,1335.0,392.0,1191.0,440.0,1442.0,1790.0,2718.0,2816.0,64.0,3350.0,3252.0,2860.0,3140.0,240.0,5748.0,617.0,183.0,7095.0,74.0,138.0,221.0,431.0,82.0,634.0,792.0,1732.0,265.0,1373.0,226.0,161.0,93.0,66.0,635.0,114.0,1655.0,875.0,12211.0,12306.0,5152.0,2616.0,21155.0,5295.0,3524.0,9312.0,31383.0,31296.0,31672.0,31672.0,507.0,169908.0,144.0,450.0,165.0,260.0,2108.0,2792.0,174317.0,5248.0,175787.0,1596.0,667.0,1010.0,200748.0
2015-03-11,3958.0,6432.0,1240.0,1130.0,2751.0,5880.0,235.0,710.0,306.0,1152.0,2302.0,1700.0,4028.0,483.0,4198.0,9396.0,17914.0,20164.0,1895.0,22896.0,6088.0,3750.0,4492.0,164.0,97835.0,1812.0,91752.0,134998.0,1912.0,1317.0,128555.0,2487.0,131271.0,346.0,2511.0,133810.0,133816.0,148.0,218.0,346.0,1015.0,195.0,1524.0,275.0,739.0,494.0,1545.0,2808.0,3728.0,333.0,502.0,1380.0,394.0,1210.0,439.0,1443.0,1801.0,2729.0,2827.0,83.0,3396.0,3285.0,2906.0,3116.0,248.0,5699.0,508.0,214.0,7038.0,73.0,136.0,265.0,500.0,88.0,623.0,943.0,1747.0,264.0,1436.0,204.0,148.0,79.0,66.0,694.0,127.0,1745.0,1018.0,12428.0,12257.0,5211.0,2794.0,23148.0,5770.0,3786.0,9771.0,32650.0,32650.0,33017.0,33017.0,542.0,171280.0,176.0,449.0,159.0,278.0,2435.0,3144.0,176846.0,5290.0,178292.0,1602.0,694.0,992.0,197506.0
2015-03-12,3922.0,6772.0,1422.0,1098.0,3897.0,6164.0,248.0,756.0,310.0,1415.0,2713.0,2256.0,4989.0,589.0,4299.0,9488.0,18158.0,20778.0,1918.0,23874.0,7245.0,4280.0,4904.0,190.0,97588.0,1822.0,92692.0,127498.0,1919.0,1284.0,126326.0,3597.0,129221.0,612.0,2838.0,132276.0,132361.0,213.0,310.0,378.0,1583.0,258.0,1553.0,541.0,916.0,579.0,1654.0,2876.0,3844.0,337.0,536.0,1562.0,407.0,1246.0,444.0,1454.0,1928.0,2756.0,2843.0,102.0,3430.0,3304.0,2957.0,3122.0,257.0,5708.0,398.0,243.0,6982.0,72.0,136.0,328.0,602.0,91.0,538.0,1370.0,1781.0,264.0,1502.0,201.0,221.0,122.0,66.0,1423.0,186.0,2037.0,1180.0,12715.0,12625.0,5509.0,2914.0,25048.0,6506.0,5046.0,9010.0,32742.0,32742.0,33101.0,33101.0,608.0,171545.0,376.0,453.0,154.0,292.0,2516.0,3346.0,178651.0,5345.0,180233.0,1622.0,792.0,974.0,201357.0
