, LIBBY DAM, KOOTENAI RIV AT LEONIA, NF FLATHEAD R NR COLUMBIA FALL, MF FLATHEAD NR WEST GLACIER, DAM AT HUNGRY HORSE, FLATHEAD R AT COLUMBIA FALLS, CLARK FORK AT DEER LODGE, CLARK FORK AT DRUMMOND, ROCK CREEK NR CLINTON, BLACKFOOT R NR BONNER, CLARK FORK AB MISSOULA, BITTERROOT R NR MISSOULA, CLARK FORK BELOW MISSOULA, ST. REGIS R. NR ST. REGIS, CLARK FORK AT ST REGIS    TB20, KERR DAM, NOXON RAPIDS DAM, CABINET GORGE DAM, PRIEST R NR PRIEST RIVER, ALBENI FALLS DAM, COEUR D'ALENE LAKE, SPOKANE RIV AT LONGLAKE, ST MARIES R NR SANTA, COLUMBIAR @INTERNATL BOUNDAR, KETTLE RIVER AT LAURIER, GRAND COULEE DAM, CHIEF JOSEPH DAM, OKANOGAN RIVER NEAR TONASKET, METHOW R NEAR PATEROS, WELLS DAM, LAKE CHELAN DAM, ROCKY REACH DAM, ENTIAT R NR ARDENVOIR, WENATCHEE R AT PESHASTIN  TB20, WANAPUM DAM, PRIEST RAPIDS DAM, KEECHELUS LAKE, KACHESS DAM NEAR EASTON, YAKIMA RIVER AT EASTON, CLE ELUM LAKE NEAR ROSLYN, YAKIMA RIVER AT CLE ELUM, TEANAWAY RIVER BLW FORKS, YAKIMA RIVER AT UMTANUM, BUMPING LAKE NR GOOSE PRAIRIE, NACHES RIVER NEAR CLIFFDEL, RIMROCK LAKE NEAR RIMROCK, NACHES RIVER NEAR NACHES, YAKIMA RIVER NEAR PARKER, YAKIMA RIVER AT KIONA, ISLAND PARK 1SWIS.PARKDM&RES, FALL RIVER NR CHESTER, HENRYS FORK AT ST. ANTHONY, TETON RIVER NEAR ST. ANTHONY, HENRYS FORK NEAR REXBURG, SNKE R ON JACKSN LK AT DM TB20, SNAKE RIVER NR JACKSON, SNAKE RIVER NR ALPINE, PALISADES DAM, SNAKE RIVER NR HEISE, RIRIE DAM AND LAKE ON WILLOW C, SNAKE AB EAGLE ROCK NR ID FALL, SNAKE RIVER NR SHELLEY, SNAKE RIVER AT BLACKFOOT, SNAKE RIVER NEAR BLACKFOOT, PORTNEUF RIVER AT POCATELLO, AMERICAN FALLS RESERVOIR  TB12, SNAKE RIV AT MILNER, BRUNEAU RIVER NR HOT SPRINGS, SNAKE RIVER BELOW SWAN FALLS, BIG LOST R@HOW'L RNCH NR CHILL, BIG LOST R AT MACKAY, BIG WOOD RIVER AT HAILEY, MAGIC DM&RES-BIG WOOD RICHFLD, LITL.WOODDM&RESNRCAREY, OWYHEE BELOW OWYHEE DAM, ANDERSON RANCH DAM        TB12, BOISE LUCKY PEAK DAM, BOISE RIVER AT GLENWOOD BRIDGE, BOISE RIVER NR PARMA, WARM SPRINGS RESERVOIR, AGENCY VLY DAM & BEULAH RSVR, BULLY CREEK DAM & RES     TB12, MALHEUR RIVER NR VALE, CASCADE DAM               TB12, DEADWOOD RESERVOIR NR LOWMAN, PAYETTE RIVER NEAR EMMETT, WEISER RIVER NR WEISER, SNAKE RIVER AT WEISER, BROWNLEE DAM, SALMON R AT WHITEBIRD, GRANDE RONDE RIVER AT TROY, SNAKE RIVER NR ANATONE, CLEARWATER R AT OROFINO, DWORSHAK DAM, CLEARWATER R AT SPALDING, LOWER GRANITE DAM, LITTLE GOOSE DAM, LOWER MONUMENTAL DAM, ICE HARBOR DAM, WALLA WALLA RIV NEAR TOUCHET, MCNARY DAM NEAR MCNARY, UMATILLA R NR GIBBON, UMATILLA R AT PENDLETON, MCKAY CR NR PILOTROCK, UMATILLA RIVER NEAR UMATILLA, NF JOHN DAY RIV AT MONUMENT, JOHN DAY RIVER AT SERVICE CK, JOHN DAY DAM, DESCHUTES R AT MOODY NR BIGGS, THE DALLES, KLICKITAT R NR PITT, HOOD R AT TUCKER BRIDGE   TB20, WHITE SALMON R NEAR UNDERWOOD, BONNEVILLE DAM
2004-04-26,9771.0,8566.0,5238.0,5261.0,6324.0,10752.0,148.0,488.0,439.0,2581.0,3510.0,2152.0,5659.0,909.0,7897.0,12352.0,13158.0,16610.0,3301.0,22815.0,8069.0,10833.0,391.0,74666.0,6389.0,89236.0,98410.0,3904.0,2668.0,102660.0,2708.0,104003.0,562.0,4893.0,112850.0,111692.0,638.0,481.0,280.0,1514.0,711.0,652.0,1383.0,526.0,1430.0,810.0,1673.0,410.0,1169.0,663.0,1047.0,1717.0,587.0,1287.0,1653.0,1562.0,2420.0,4089.0,5854.0,115.0,4486.0,4061.0,1551.0,2033.0,135.0,3861.0,244.0,478.0,5946.0,165.0,165.0,495.0,433.0,148.0,815.0,1399.0,3770.0,997.0,676.0,226.0,168.0,56.0,2.0,1540.0,376.0,1928.0,1205.0,10402.0,12434.0,10796.0,4608.0,24298.0,13548.0,9078.0,20307.0,44605.0,44605.0,45021.0,45021.0,910.0,156347.0,546.0,1066.0,51.0,784.0,2613.0,3400.0,165071.0,5959.0,161535.0,1696.0,1098.0,1323.0,181498.0
2004-04-27,11987.0,9160.0,7497.0,6519.0,7714.0,14031.0,156.0,480.0,630.0,3381.0,4690.0,2263.0,6953.0,1105.0,8726.0,13974.0,13858.0,17479.0,3472.0,25219.0,10416.0,10337.0,466.0,81859.0,6975.0,97400.0,100000.0,4158.0,3746.0,107592.0,4027.0,110609.0,812.0,6216.0,121630.0,121535.0,757.0,608.0,359.0,2352.0,944.0,894.0,1774.0,671.0,1969.0,1054.0,2658.0,1542.0,1313.0,824.0,1483.0,2119.0,842.0,1363.0,1968.0,1699.0,2766.0,4385.0,5965.0,143.0,4262.0,3733.0,1271.0,1926.0,125.0,3865.0,244.0,649.0,5971.0,219.0,218.0,594.0,516.0,164.0,1098.0,1890.0,3906.0,973.0,623.0,414.0,187.0,55.0,4.0,1879.0,463.0,2763.0,1324.0,10733.0,12524.0,13323.0,5127.0,27981.0,14693.0,10653.0,21458.0,49439.0,49439.0,49845.0,49845.0,1081.0,166541.0,564.0,1133.0,42.0,805.0,2928.0,3578.0,173480.0,6025.0,168048.0,2030.0,1270.0,1511.0,171136.0
2004-04-28,13768.0,10112.0,8779.0,7621.0,8954.0,16850.0,182.0,507.0,887.0,4253.0,6047.0,3391.0,9438.0,1253.0,10887.0,17853.0,15632.0,19378.0,3657.0,27412.0,12690.0,12614.0,654.0,85690.0,7945.0,105842.0,98750.0,4912.0,4145.0,107443.0,3940.0,110679.0,803.0,6904.0,122483.0,122509.0,667.0,601.0,359.0,2467.0,1088.0,888.0,2173.0,587.0,1883.0,819.0,2584.0,2587.0,2121.0,902.0,1917.0,2699.0,1104.0,2108.0,2294.0,1985.0,3459.0,5393.0,6096.0,228.0,5135.0,4487.0,1663.0,1850.0,145.0,4052.0,244.0,859.0,6117.0,278.0,277.0,664.0,658.0,174.0,1515.0,2063.0,4040.0,971.0,792.0,594.0,205.0,53.0,68.0,2188.0,538.0,4075.0,1515.0,12219.0,13908.0,15310.0,5396.0,30541.0,17081.0,12401.0,23587.0,54128.0,54128.0,54527.0,54527.0,1134.0,177034.0,543.0,1142.0,38.0,909.0,3232.0,4005.0,185951.0,5990.0,180586.0,1950.0,1200.0,1538.0,184681.0
2004-04-29,13076.0,10208.0,7302.0,7361.0,8281.0,15846.0,191.0,542.0,833.0,4655.0,6539.0,3932.0,10470.0,1069.0,13198.0,19393.0,18499.0,22041.0,3695.0,29500.0,13213.0,13337.0,519.0,85843.0,8006.0,107465.0,95000.0,5563.0,3607.0,103828.0,3405.0,106846.0,639.0,6304.0,118141.0,118325.0,549.0,476.0,326.0,1863.0,1113.0,715.0,2128.0,576.0,1828.0,779.0,2343.0,2299.0,3020.0,734.0,1398.0,2323.0,945.0,2726.0,1910.0,2166.0,3742.0,6132.0,6007.0,189.0,5789.0,5188.0,2467.0,2421.0,154.0,4293.0,244.0,911.0,6255.0,226.0,224.0,605.0,606.0,146.0,1704.0,1944.0,4158.0,977.0,727.0,497.0,186.0,51.0,62.0,1798.0,470.0,4702.0,1509.0,13863.0,15844.0,17089.0,5190.0,32874.0,18753.0,11791.0,25737.0,58611.0,58611.0,59004.0,59004.0,1028.0,181855.0,415.0,956.0,33.0,875.0,3152.0,4157.0,191957.0,5866.0,186478.0,1699.0,1081.0,1431.0,190740.0
2004-04-30,12889.0,9689.0,5615.0,6137.0,6883.0,12834.0,182.0,539.0,676.0,4440.0,6187.0,3226.0,9413.0,911.0,13138.0,16902.0,20046.0,22187.0,3653.0,30265.0,11405.0,13096.0,405.0,85371.0,7767.0,106482.0,95000.0,5599.0,3304.0,103875.0,3440.0,106674.0,618.0,5508.0,116561.0,116594.0,583.0,474.0,371.0,1831.0,1245.0,683.0,2076.0,700.0,2070.0,986.0,2796.0,2324.0,3138.0,630.0,773.0,1577.0,650.0,2446.0,1466.0,2099.0,3352.0,5560.0,5928.0,115.0,5729.0,5187.0,2767.0,3018.0,164.0,4834.0,244.0,841.0,6407.0,165.0,163.0,556.0,485.0,135.0,1681.0,1735.0,4247.0,984.0,645.0,383.0,170.0,50.0,29.0,1477.0,420.0,3927.0,1271.0,13798.0,16260.0,15790.0,4687.0,32601.0,17735.0,10600.0,24939.0,57540.0,57540.0,57925.0,57925.0,931.0,180573.0,335.0,757.0,29.0,655.0,2875.0,3932.0,191336.0,5858.0,185916.0,1678.0,1068.0,1408.0,190325.0
2004-05-01,13506.0,9537.0,5250.0,5311.0,6139.0,11472.0,175.0,521.0,637.0,4124.0,5824.0,2710.0,8534.0,992.0,12191.0,14477.0,19625.0,17710.0,3686.0,26226.0,10463.0,11736.0,392.0,85955.0,7851.0,105634.0,92500.0,5491.0,3687.0,102175.0,3876.0,105543.0,744.0,5496.0,115579.0,115690.0,633.0,525.0,415.0,2139.0,1374.0,742.0,2220.0,799.0,2322.0,1147.0,3284.0,2805.0,3195.0,633.0,668.0,1360.0,631.0,1745.0,1383.0,1889.0,2934.0,4831.0,5957.0,89.0,5052.0,4574.0,2461.0,3045.0,180.0,5054.0,244.0,743.0,6480.0,147.0,144.0,568.0,451.0,139.0,1597.0,1658.0,4374.0,1012.0,630.0,408.0,163.0,48.0,32.0,1513.0,460.0,3310.0,1150.0,12889.0,15350.0,14589.0,4219.0,31432.0,16693.0,10571.0,22276.0,53708.0,53708.0,54086.0,54086.0,911.0,176640.0,304.0,677.0,27.0,472.0,2767.0,3662.0,187462.0,5935.0,182066.0,1873.0,1085.0,1472.0,186736.0
2004-05-02,14567.0,9708.0,5342.0,5025.0,5983.0,11507.0,170.0,503.0,650.0,3883.0,5589.0,2585.0,8173.0,1085.0,11492.0,13263.0,18990.0,17458.0,3749.0,24983.0,11036.0,11206.0,406.0,84536.0,8116.0,104617.0,91750.0,5656.0,4310.0,100203.0,4192.0,102142.0,854.0,6055.0,111204.0,111104.0,649.0,549.0,420.0,2329.0,1433.0,779.0,2388.0,854.0,2478.0,1227.0,3549.0,3308.0,3571.0,659.0,803.0,1435.0,729.0,1370.0,1425.0,1742.0,2739.0,4444.0,6030.0,81.0,4341.0,3780.0,1723.0,2526.0,192.0,4785.0,244.0,655.0,6469.0,143.0,139.0,600.0,465.0,144.0,1496.0,1639.0,4522.0,1077.0,680.0,440.0,159.0,46.0,39.0,1630.0,501.0,3491.0,1153.0,12580.0,14643.0,14721.0,3842.0,33022.0,16237.0,10993.0,21442.0,54463.0,54463.0,54833.0,54833.0,898.0,171844.0,283.0,649.0,25.0,398.0,2813.0,3538.0,182299.0,5983.0,176769.0,1973.0,1095.0,1531.0,181646.0
2004-05-03,15899.0,9942.0,5548.0,5078.0,6102.0,14342.0,164.0,487.0,659.0,3805.0,5521.0,2669.0,8190.0,1141.0,11273.0,14436.0,18911.0,20536.0,3819.0,27969.0,11628.0,11768.0,401.0,84276.0,8418.0,104460.0,112003.0,6053.0,4798.0,121951.0,4403.0,124128.0,943.0,6707.0,132400.0,131567.0,641.0,547.0,407.0,2394.0,1441.0,782.0,2436.0,884.0,2518.0,1270.0,3606.0,3427.0,4032.0,663.0,836.0,1475.0,763.0,1295.0,1420.0,1665.0,2659.0,4319.0,6050.0,81.0,3887.0,3242.0,1068.0,1821.0,198.0,4139.0,244.0,580.0,6414.0,139.0,135.0,624.0,476.0,143.0,1391.0,1632.0,4670.0,1140.0,747.0,414.0,156.0,44.0,47.0,1655.0,525.0,3934.0,1162.0,13060.0,14946.0,15391.0,3631.0,35447.0,16232.0,11487.0,19887.0,55334.0,55334.0,55697.0,55697.0,864.0,178124.0,257.0,595.0,24.0,359.0,2882.0,3562.0,185002.0,5978.0,178624.0,1990.0,1088.0,1568.0,182334.0
2004-05-04,17289.0,10164.0,5897.0,5367.0,6457.0,15023.0,159.0,472.0,671.0,3833.0,5548.0,2718.0,8266.0,1169.0,11329.0,16362.0,19321.0,21006.0,3892.0,28677.0,12032.0,12187.0,394.0,86880.0,8711.0,107349.0,112059.0,6446.0,5107.0,123228.0,4484.0,126330.0,961.0,7267.0,136917.0,136870.0,603.0,519.0,385.0,2330.0,1430.0,754.0,2425.0,873.0,2462.0,1253.0,3512.0,3294.0,4241.0,687.0,877.0,1476.0,789.0,1321.0,1416.0,1651.0,2621.0,4235.0,6078.0,78.0,3642.0,2918.0,622.0,1244.0,197.0,3493.0,244.0,517.0,6361.0,136.0,131.0,636.0,481.0,142.0,1292.0,1631.0,4818.0,1203.0,821.0,362.0,154.0,42.0,48.0,1610.0,532.0,4188.0,1132.0,13523.0,15430.0,15934.0,3463.0,36503.0,16366.0,11782.0,19884.0,56388.0,56388.0,56743.0,56743.0,813.0,196051.0,239.0,532.0,22.0,313.0,2886.0,3587.0,204033.0,5921.0,197368.0,1953.0,1052.0,1586.0,200821.0
2004-05-05,18591.0,10401.0,6126.0,5737.0,6779.0,15731.0,156.0,460.0,694.0,3930.0,5651.0,2785.0,8437.0,1174.0,11415.0,17163.0,19867.0,21610.0,3973.0,29354.0,12197.0,12390.0,394.0,88529.0,8969.0,109769.0,112142.0,6704.0,5116.0,123754.0,4345.0,126851.0,912.0,7432.0,137506.0,137497.0,554.0,476.0,361.0,2135.0,1401.0,690.0,2358.0,815.0,2286.0,1109.0,3216.0,2934.0,4178.0,709.0,1008.0,1588.0,837.0,1373.0,1496.0,1644.0,2594.0,4194.0,6111.0,77.0,3569.0,2788.0,408.0,862.0,194.0,3043.0,244.0,464.0,6331.0,134.0,128.0,642.0,487.0,141.0,1203.0,1662.0,4970.0,1266.0,905.0,329.0,153.0,41.0,55.0,1587.0,541.0,4262.0,1085.0,13702.0,15639.0,16351.0,3309.0,37122.0,16690.0,11981.0,20160.0,57282.0,57282.0,57630.0,57630.0,764.0,199406.0,225.0,481.0,22.0,261.0,2871.0,3557.0,208813.0,5844.0,202356.0,1851.0,1007.0,1552.0,206763.0
