, LIBBY DAM, KOOTENAI RIV AT LEONIA, NF FLATHEAD R NR COLUMBIA FALL, MF FLATHEAD NR WEST GLACIER, HUNGRY HORSE DAM, FLATHEAD R AT COLUMBIA FALLS, CLARK FORK AT DEER LODGE, CLARK FORK AT DRUMMOND, ROCK CREEK NR CLINTON, BLACKFOOT R NR BONNER, CLARK FORK AB MISSOULA, BITTERROOT R NR MISSOULA, CLARK FORK BELOW MISSOULA, ST. REGIS R. NR ST. REGIS, CLARK FORK AT ST REGIS, KERR DAM, NOXON RAPIDS DAM, CABINET GORGE DAM, PRIEST R NR PRIEST RIVER, ALBENI FALLS DAM, COEUR D'ALENE LAKE, SPOKANE RIV AT LONGLAKE, ST MARIES R NR SANTA, COLUMBIAR @INTERNATL BOUNDAR, KETTLE RIVER AT LAURIER, GRAND COULEE DAM, CHIEF JOSEPH DAM, OKANOGAN RIVER NR TONASKET, METHOW R NR PATEROS, WELLS DAM, LAKE CHELAN DAM, ROCKY REACH DAM, ENTIAT R NR ARDENVOIR, WENATCHEE R AT PESHASTIN, WANAPUM DAM, PRIEST RAPIDS DAM, KEECHELUS LAKE, KACHESS DAM, YAKIMA RIVER AT EASTON, CLE ELUM LAKE, YAKIMA RIVER AT CLE ELUM, TEANAWAY RIVER BLW FORKS, YAKIMA RIVER AT UMTANUM, BUMPING LAKE, NACHES RIVER NR CLIFFDEL, RIMROCK LAKE, NACHES RIVER NR NACHES, YAKIMA RIVER NR PARKER, YAKIMA RIVER AT KIONA, ISLAND PARK 1SWIS.PARKDM&RES, FALL RIVER NR CHESTER, HENRYS FORK AT ST. ANTHONY, TETON RIVER NEAR ST. ANTHONY, HENRYS FORK NEAR REXBURG, SNAKE R ON JACKSON LAKE AT DAM, SNAKE RIVER NR JACKSON, SNAKE RIVER NR ALPINE, PALISADES DAM, SNAKE RIVER NR HEISE, RIRIE DAM, SNAKE AB EAGLE ROCK NR ID FALL, SNAKE RIVER NR SHELLEY, SNAKE RIVER AT BLACKFOOT, SNAKE RIVER NEAR BLACKFOOT, PORTNEUF RIVER AT POCATELLO, AMERICAN FALLS RESERVOIR, SNAKE RIV AT MILNER, BRUNEAU RIVER NR HOT SPRINGS, SNAKE RIVER BELOW SWAN FALLS, BIG LOST R@HOW'L RNCH NR CHILL, BIG LOST R AT MACKAY, BIG WOOD RIVER AT HAILEY, MAGIC DM&RES-BIG WOOD RICHFLD, LITL.WOODDM&RESNRCAREY, OWYHEE DAM, BOISE RIVER AT GLENWOOD BRIDGE, BOISE RIVER NR PARMA, WARM SPRINGS RESERVOIR, AGENCY VLY DAM & BEULAH RSVR, BULLY CREEK DAM & RESERVOIR, MALHEUR RIVER NR VALE, CASCADE DAM, DEADWOOD DAM, PAYETTE RIVER NEAR EMMETT, WEISER RIVER NEAR WEISER, SNAKE RIVER AT WEISER, BROWNLEE DAM, SALMON R AT WHITEBIRD, GRANDE RONDE RIVER AT TROY, SNAKE RIVER NR ANATONE, CLEARWATER R AT OROFINO, DWORSHAK DAM, CLEARWATER R AT SPALDING, LOWER GRANITE DAM, LITTLE GOOSE DAM, LOWER MONUMENTAL DAM, ICE HARBOR DAM, WALLA WALLA RIV NR TOUCHET, MCNARY DAM, UMATILLA R NR GIBBON, UMATILLA R AT PENDLETON, MCKAY CR NR PILOTROCK, UMATILLA RIVER NEAR UMATILLA, NF JOHN DAY RIV AT MONUMENT, JOHN DAY RIVER AT SERVICE CK, JOHN DAY DAM, DESCHUTES R AT MOODY NR BIGGS, THE DALLES, KLICKITAT R NR PITT, HOOD R AT TUCKER BRIDGE, WHITE SALMON R NR UNDERWOOD, BONNEVILLE DAM
2003-03-31,5125.0,8592.0,1978.0,1682.0,3295.0,4150.0,195.0,601.0,302.0,1373.0,2564.0,2065.0,4675.0,876.0,6270.0,4203.0,14297.0,16104.0,3059.0,20242.0,9280.0,17844.0,900.0,68612.0,2141.0,91244.0,109259.0,713.0,557.0,108828.0,2398.0,108919.0,306.0,3726.0,110897.0,111116.0,739.0,728.0,584.0,2201.0,1386.0,1504.0,3341.0,386.0,1537.0,650.0,2528.0,4409.0,4611.0,421.0,423.0,1208.0,401.0,1481.0,519.0,1286.0,1662.0,2886.0,1532.0,128.0,2051.0,1763.0,1622.0,1716.0,187.0,4144.0,431.0,292.0,6825.0,64.0,84.0,261.0,759.0,135.0,885.0,208.0,378.0,394.0,198.0,109.0,1.0,1466.0,138.0,3232.0,1810.0,12355.0,13212.0,6519.0,6403.0,28195.0,11051.0,12591.0,16739.0,44934.0,52009.0,46277.0,46579.0,1325.0,164795.0,704.0,1308.0,236.0,1016.0,3521.0,4380.0,180474.0,6386.0,180158.0,3191.0,1791.0,1936.0,193361.0
2003-04-01,5767.0,9713.0,2402.0,2909.0,4711.0,5918.0,212.0,629.0,303.0,2159.0,3694.0,3869.0,7608.0,1012.0,7981.0,6381.0,16211.0,18026.0,3201.0,22870.0,10649.0,16932.0,1050.0,65331.0,2391.0,86815.0,100686.0,761.0,557.0,103362.0,2086.0,107465.0,298.0,4478.0,116127.0,116579.0,607.0,683.0,553.0,2051.0,1368.0,1356.0,3653.0,356.0,1526.0,588.0,2241.0,5741.0,5668.0,456.0,509.0,1264.0,416.0,1498.0,550.0,1338.0,1897.0,3337.0,1661.0,223.0,2120.0,1760.0,1387.0,1491.0,185.0,4066.0,399.0,473.0,7171.0,68.0,87.0,286.0,867.0,160.0,1716.0,297.0,436.0,402.0,258.0,132.0,1.0,1733.0,187.0,3812.0,2201.0,12765.0,13593.0,6668.0,7407.0,30296.0,13071.0,14539.0,23438.0,53734.0,54956.0,58438.0,59244.0,1425.0,174643.0,867.0,1657.0,210.0,1262.0,4060.0,4745.0,181612.0,6220.0,178372.0,3321.0,1898.0,1984.0,184361.0
2003-04-02,5241.0,9402.0,1897.0,2891.0,3212.0,5998.0,233.0,654.0,294.0,2453.0,4024.0,4293.0,8362.0,832.0,10504.0,7814.0,18897.0,20616.0,3117.0,24920.0,12373.0,15955.0,898.0,64550.0,2409.0,84175.0,100000.0,880.0,499.0,101384.0,1661.0,103731.0,236.0,3893.0,109831.0,109910.0,453.0,502.0,459.0,1360.0,1175.0,990.0,3072.0,302.0,1426.0,526.0,1815.0,4881.0,6528.0,433.0,535.0,1345.0,467.0,1578.0,579.0,1360.0,2183.0,3819.0,1695.0,150.0,2273.0,1900.0,1407.0,1338.0,183.0,3917.0,448.0,586.0,7387.0,62.0,81.0,291.0,887.0,148.0,2416.0,349.0,512.0,301.0,196.0,87.0,1.0,1453.0,189.0,4373.0,2527.0,14234.0,15331.0,6761.0,7641.0,30113.0,15023.0,13754.0,26759.0,56872.0,58094.0,61538.0,62345.0,1312.0,182201.0,642.0,1448.0,186.0,1569.0,3762.0,4901.0,193717.0,5719.0,190472.0,2817.0,1736.0,1889.0,197127.0
2003-04-03,4932.0,8757.0,1589.0,2152.0,2047.0,4959.0,222.0,654.0,282.0,2396.0,3942.0,3553.0,7538.0,738.0,10679.0,7558.0,20586.0,22293.0,2991.0,26758.0,11588.0,15484.0,814.0,63746.0,2288.0,82876.0,100000.0,1054.0,468.0,101441.0,1563.0,103753.0,216.0,2972.0,108787.0,108824.0,371.0,389.0,413.0,1017.0,1051.0,748.0,2588.0,276.0,1290.0,473.0,1570.0,3831.0,6123.0,377.0,452.0,1254.0,436.0,1660.0,570.0,1330.0,2066.0,3706.0,1676.0,90.0,2409.0,2046.0,1530.0,1376.0,185.0,3873.0,463.0,565.0,7326.0,56.0,73.0,282.0,752.0,136.0,2289.0,395.0,553.0,221.0,138.0,53.0,2.0,1079.0,175.0,3894.0,2108.0,14625.0,16450.0,6697.0,6905.0,28639.0,14709.0,11896.0,30104.0,58742.0,59710.0,62695.0,63334.0,1123.0,180495.0,483.0,1086.0,174.0,1309.0,3213.0,4543.0,191897.0,5507.0,188601.0,2501.0,1613.0,1789.0,195091.0
2003-04-04,4833.0,8514.0,1477.0,1702.0,1659.0,4341.0,215.0,630.0,284.0,2159.0,3725.0,3024.0,6791.0,709.0,9762.0,6690.0,20065.0,21765.0,3069.0,26724.0,10812.0,15081.0,842.0,63932.0,2273.0,82063.0,97187.0,1179.0,474.0,99409.0,1600.0,102281.0,201.0,2510.0,107277.0,107430.0,342.0,350.0,403.0,955.0,1031.0,657.0,2341.0,253.0,1158.0,429.0,1365.0,3064.0,5167.0,351.0,391.0,1147.0,399.0,1575.0,553.0,1305.0,1868.0,3255.0,1706.0,70.0,2477.0,2130.0,1626.0,1481.0,189.0,3902.0,520.0,479.0,7292.0,54.0,71.0,273.0,618.0,131.0,1857.0,442.0,563.0,216.0,122.0,36.0,1.0,934.0,167.0,3126.0,1668.0,13634.0,15694.0,6502.0,6102.0,27841.0,13630.0,10252.0,30935.0,58776.0,58776.0,60423.0,60423.0,991.0,177036.0,406.0,942.0,165.0,979.0,2749.0,4039.0,188326.0,5416.0,185088.0,2435.0,1319.0,1737.0,191317.0
2003-04-05,4741.0,8496.0,1411.0,1518.0,1504.0,4104.0,210.0,611.0,287.0,1952.0,3524.0,2622.0,6188.0,717.0,8992.0,6364.0,19286.0,21081.0,3267.0,26705.0,10878.0,15003.0,961.0,66848.0,2309.0,84525.0,83750.0,1210.0,495.0,86300.0,1671.0,89576.0,188.0,2464.0,95393.0,95947.0,379.0,411.0,452.0,1127.0,1087.0,707.0,2374.0,232.0,1059.0,395.0,1201.0,2559.0,4326.0,344.0,374.0,1107.0,379.0,1453.0,539.0,1281.0,1755.0,2997.0,1750.0,71.0,2444.0,2118.0,1667.0,1554.0,195.0,3979.0,526.0,408.0,7413.0,54.0,70.0,265.0,539.0,129.0,1482.0,489.0,592.0,271.0,164.0,26.0,1.0,860.0,160.0,3022.0,1393.0,12711.0,14523.0,6265.0,5452.0,30904.0,12770.0,9208.0,30623.0,61527.0,61527.0,65766.0,65766.0,909.0,171759.0,392.0,1032.0,206.0,854.0,2409.0,3602.0,182294.0,5347.0,178981.0,2384.0,1123.0,1820.0,184888.0
2003-04-06,4797.0,9016.0,1360.0,1431.0,1418.0,4041.0,212.0,595.0,294.0,1879.0,3563.0,2575.0,6180.0,730.0,8511.0,6386.0,18767.0,20583.0,3733.0,26946.0,11559.0,15349.0,1086.0,68068.0,2490.0,86854.0,75019.0,1237.0,589.0,77321.0,1936.0,80154.0,176.0,2591.0,85374.0,85722.0,358.0,394.0,462.0,1008.0,1092.0,683.0,2399.0,214.0,1007.0,369.0,1091.0,2256.0,3726.0,346.0,380.0,1099.0,369.0,1358.0,527.0,1254.0,1702.0,2921.0,1799.0,81.0,2394.0,2066.0,1629.0,1560.0,201.0,4013.0,482.0,392.0,7534.0,54.0,69.0,260.0,517.0,126.0,1243.0,535.0,624.0,377.0,180.0,22.0,2.0,802.0,154.0,3121.0,1210.0,12659.0,14157.0,6094.0,4937.0,31423.0,12407.0,8495.0,30462.0,61885.0,61885.0,67675.0,67675.0,867.0,164474.0,429.0,1012.0,206.0,915.0,2173.0,3242.0,175039.0,5284.0,171746.0,2210.0,967.0,1752.0,177637.0
2003-04-07,4831.0,9154.0,1422.0,1369.0,1386.0,4105.0,208.0,584.0,293.0,1803.0,3432.0,2455.0,5928.0,708.0,8387.0,6090.0,18500.0,20206.0,3791.0,26129.0,10805.0,14542.0,784.0,67701.0,2596.0,86251.0,73261.0,1282.0,645.0,75356.0,1865.0,77749.0,177.0,2550.0,82087.0,82157.0,323.0,332.0,415.0,810.0,1011.0,595.0,2244.0,198.0,984.0,352.0,1022.0,1873.0,3309.0,342.0,374.0,1074.0,363.0,1292.0,517.0,1230.0,1667.0,2841.0,1838.0,73.0,2369.0,2038.0,1574.0,1511.0,206.0,3964.0,441.0,388.0,7482.0,54.0,68.0,257.0,496.0,121.0,1140.0,582.0,633.0,370.0,236.0,19.0,1.0,754.0,148.0,3000.0,1056.0,12693.0,14123.0,5902.0,4504.0,29185.0,11982.0,7502.0,29346.0,58531.0,58531.0,62715.0,62715.0,839.0,153512.0,432.0,993.0,189.0,885.0,2306.0,3084.0,164081.0,5224.0,160840.0,2057.0,868.0,1615.0,166586.0
2003-04-08,4441.0,8806.0,1525.0,1316.0,1368.0,4224.0,214.0,573.0,287.0,1691.0,3327.0,2383.0,5750.0,694.0,8091.0,5801.0,18359.0,19971.0,3569.0,25743.0,9931.0,13986.0,649.0,66756.0,2542.0,84635.0,71656.0,1260.0,575.0,73741.0,1668.0,76150.0,171.0,2332.0,80223.0,80306.0,333.0,331.0,411.0,733.0,993.0,549.0,2094.0,185.0,990.0,368.0,1007.0,1455.0,2929.0,341.0,359.0,1034.0,359.0,1207.0,508.0,1207.0,1638.0,2768.0,1881.0,71.0,2358.0,2029.0,1533.0,1456.0,210.0,3859.0,328.0,384.0,7498.0,54.0,67.0,250.0,456.0,117.0,1124.0,628.0,637.0,261.0,190.0,18.0,1.0,713.0,142.0,2848.0,1026.0,12547.0,13945.0,5698.0,4140.0,27515.0,11401.0,7065.0,28497.0,56012.0,56012.0,59058.0,59058.0,818.0,146222.0,359.0,853.0,171.0,844.0,2409.0,3162.0,156026.0,5180.0,152540.0,1949.0,887.0,1520.0,157559.0
2003-04-09,4220.0,8553.0,1530.0,1292.0,1325.0,4239.0,215.0,584.0,272.0,1569.0,3251.0,2406.0,5695.0,669.0,7917.0,5789.0,18070.0,19623.0,3351.0,25311.0,9428.0,13563.0,606.0,66212.0,2460.0,83493.0,70463.0,1263.0,553.0,72467.0,1685.0,74830.0,171.0,2197.0,78591.0,78648.0,363.0,376.0,421.0,849.0,1023.0,609.0,2081.0,183.0,1001.0,401.0,1089.0,1288.0,2680.0,348.0,366.0,1019.0,356.0,1141.0,500.0,1186.0,1618.0,2731.0,1924.0,87.0,2341.0,2016.0,1503.0,1413.0,213.0,3774.0,315.0,388.0,7509.0,54.0,67.0,249.0,431.0,117.0,1177.0,675.0,656.0,209.0,174.0,17.0,1.0,683.0,137.0,2733.0,1076.0,12449.0,13782.0,5493.0,3878.0,26256.0,10930.0,7003.0,27892.0,54149.0,54149.0,56578.0,56578.0,806.0,140932.0,392.0,802.0,175.0,707.0,2458.0,3259.0,150528.0,5154.0,146957.0,1917.0,990.0,1506.0,151759.0
