, KOOTENAI - LIBBY DAM, KOOTENAI - AT LEONIA, NF FLATHEAD - NEAR COLUMBIA FALLS, MF FLATHEAD - NEAR WEST GLACIER, SF FLATHEAD - HUNGRY HORSE DAM, FLATHEAD - AT COLUMBIA FALLS, CLARK FORK - AT DEER LODGE, CLARK FORK - NR DRUMMOND, ROCK CREEK - NEAR CLINTON, BLACKFOOT - NEAR BONNER, CLARK FORK - ABOVE MISSOULA, BITTERROOT - NEAR MISSOULA, CLARK FORK - BELOW MISSOULA, ST. REGIS - NEAR ST. REGIS, CLARK FORK - AT ST REGIS, FLATHEAD - KERR DAM, CLARK FORK - NOXON RAPIDS DAM, CLARK FORK - CABINET GORGE DAM, PRIEST - NEAR PRIEST RIVER, PEND OREILLE - ALBENI FALLS DAM, COEUR D ALENE - COEUR D ALENE LAKE, SPOKANE - AT SPOKANE, SPOKANE - AT LONGLAKE, ST MARIES - NEAR SANTA, COLUMBIA - AT INTL BOUNDARY, KETTLE - AT LAURIER, COLUMBIA - GRAND COULEE DAM, COLUMBIA - CHIEF JOSEPH DAM, OKANOGAN - NEAR TONASKET, METHOW - NEAR PATEROS, COLUMBIA - WELLS DAM, CHELAN - LAKE CHELAN DAM, COLUMBIA - ROCKY REACH DAM, ENTIAT - NEAR ARDENVOIR, WENATCHEE - AT PESHASTIN, COLUMBIA - WANAPUM DAM, COLUMBIA - PRIEST RAPIDS DAM, YAKIMA - KEECHELUS LAKE, KACHESS - KACHESS DAM, YAKIMA - AT EASTON, CLE ELUM - CLE ELUM LAKE, TEANAWAY - BELOW FORKS, YAKIMA - AT UMTANUM, BUMPING - BUMPING LAKE DAM, NACHES - NEAR CLIFFDEL, TIETON - RIMROCK LAKE NEAR RIMROCK, NACHES - NEAR NACHES, YAKIMA - NEAR PARKER, YAKIMA - AT KIONA, HENRYS FORK - ISLAND PARK DAM, FALLS - NEAR CHESTER, HENRY'S FORK - AT ST. ANTHONY, TETON - NEAR ST. ANTHONY, HENRYS FORK - AT REXBURG, SNAKE - JACKSON LAKE AT DAM, SNAKE - NEAR JACKSON, SNAKE - NEAR ALPINE, SF SNAKE - PALISADES DAM, SNAKE - NEAR HEISE, WILLOW CREEK - RIRIE DAM, SNAKE - AB EAGLE ROCK NR IDAHO FALLS, SNAKE - NEAR SHELLEY, SNAKE - AT BLACKFOOT, SNAKE - NEAR BLACKFOOT, PORTNEUF - AT POCATELLO, SNAKE - AMERICAN FALLS RESERVOIR, SNAKE - AT MILNER, BRUNEAU - NEAR HOT SPRINGS, SNAKE - BELOW SWAN FALLS, BIG LOST - NEAR POTLATCH, BIG LOST - MACKAY RESERVOIR NEAR MACKAY, BIG WOOD - AT HAILEY, BIG WOOD - MAGIC DAM, LITTLE WOOD - LITTLE WOOD DAM, OWYHEE - BELOW OWYHEE DAM, SF BOISE - ANDERSON RANCH DAM, BOISE - LUCKY PEAK DAM, BOISE - AT GLENWOOD BRIDGE, BOISE - NEAR PARMA, MALHEUR - WARM SPRINGS DAM, MALHEUR - AGENCY VALLEY DAM, BULLY CREEK - BULLY CREEK DAM, MALHEUR - NEAR VALE, NF PAYETTE - CASCADE DAM, DEADWOOD - NEAR LOWMAN, PAYETTE - NEAR EMMETT, WEISER - NEAR WEISER, SNAKE - AT WEISER, SNAKE - BROWNLEE DAM, SALMON - AT WHITEBIRD, GRANDE RONDE - TROY, SNAKE - NEAR ANATONE, CLEARWATER - AT OROFINO, CLEARWATER - DWORSHAK DAM, CLEARWATER - AT SPALDING, SNAKE - LOWER GRANITE DAM, SNAKE - LITTLE GOOSE DAM, SNAKE - LOWER MONUMENTAL DAM, SNAKE - ICE HARBOR DAM, WALLA WALLA - NEAR TOUCHET, COLUMBIA - MCNARY DAM, UMATILLA - NEAR GIBBON, UMATILLA - AT PENDLETON, MCKAY CREEK - NEAR PILOT ROCK, UMATILLA - NEAR UMATILLA, NF JOHN DAY - AT MONUMENT, JOHN DAY - AT SERVICE CK, COLUMBIA - JOHN DAY DAM, DESCHUTES - AT MOODY NR BIGGS, COLUMBIA - THE DALLES DAM, KLICKITAT - NEAR PITT, HOOD - NEAR TUCKER BRIDGE, WHITE SALMON - NEAR UNDERWOOD, COLUMBIA - BONNEVILLE DAM
2011-03-09, 3122, 8760, 812, 630, 968, 6930, 290, 830, 170, 628, 1690, 892, 2580, 200, 3158, 8708, 15472, 17292, 1062, 18582, 6265, 6742, 8122, 490, 88632, 430, 97500, 116155, 832, 405, 117500, 1230, 118915, 110, 1690, 120750, 120798, 90, 200, 400, 362, 335, 1632, 128, 310, 278, 922, 2742, 3480, 370, 340, 1000, 340, 1138, 450, 1215, 1378, 2175, 2530, 50, 2945, 2732, 2522, 2538, 248, 5230, 4600, 282, 12082, 70, 140, 150, 185, 60, 2672, 378, 1772, 1220, 1858, 682, 185, 230, 662, 335, 60, 1975, 1500, 19358, 20955, 4120, 2390, 30870, 5255, 4202, 15028, 45900, 45900, 46850, 46850, 1175, 172138, 340, 948, 568, 2320, 3352, 4688, 184865, 6885, 188022, 2215, 1605, 1395, 193240
2011-03-10, 3108, 8762, 802, 615, 940, 6902, 290, 830, 170, 615, 1682, 898, 2580, 200, 3160, 8665, 15320, 17125, 1098, 18785, 7085, 6710, 8190, 535, 88505, 438, 97528, 115180, 850, 400, 116482, 1302, 117965, 115, 1745, 119802, 119838, 90, 245, 472, 428, 380, 1740, 152, 310, 292, 945, 2822, 3550, 370, 348, 1008, 348, 1138, 450, 1225, 1385, 2188, 2530, 58, 2940, 2728, 2520, 2530, 255, 5250, 4610, 300, 12100, 70, 138, 150, 190, 60, 2842, 390, 1840, 1220, 1845, 708, 192, 205, 595, 352, 60, 2025, 1738, 19772, 21300, 4180, 2562, 31162, 5492, 4470, 15250, 46412, 46412, 47612, 47612, 1188, 172495, 362, 1008, 482, 2588, 3040, 4340, 184960, 6920, 188110, 2300, 1692, 1495, 193355
2011-03-11, 3095, 8795, 792, 600, 918, 6880, 290, 830, 170, 602, 1672, 922, 2595, 190, 3168, 8642, 15205, 17002, 1130, 18745, 7702, 6755, 8335, 598, 88175, 458, 97368, 114675, 890, 410, 115960, 1265, 117385, 120, 1758, 119195, 119218, 90, 260, 492, 445, 405, 1882, 158, 310, 295, 960, 2978, 3658, 370, 348, 1025, 358, 1152, 450, 1235, 1395, 2205, 2540, 60, 2952, 2732, 2525, 2530, 265, 5288, 4610, 320, 12128, 70, 130, 140, 200, 60, 3040, 395, 1910, 1220, 1848, 738, 202, 218, 505, 368, 60, 2100, 1735, 19788, 21355, 4252, 2592, 31045, 5768, 4772, 15598, 46640, 46640, 47848, 47848, 1202, 173492, 375, 1240, 425, 2870, 2868, 4140, 185970, 6968, 189160, 2328, 1690, 1465, 194575
2011-03-12, 3078, 8820, 782, 585, 895, 6860, 285, 838, 170, 592, 1660, 935, 2595, 190, 3180, 8615, 15088, 16878, 1150, 18572, 7842, 6865, 8480, 610, 88418, 475, 97600, 114252, 942, 425, 115600, 1258, 117028, 120, 1732, 118812, 118830, 90, 262, 478, 430, 398, 1922, 168, 310, 295, 958, 2990, 3792, 370, 350, 1038, 360, 1172, 450, 1240, 1400, 2210, 2542, 60, 2980, 2752, 2540, 2538, 270, 5325, 4610, 330, 12140, 70, 130, 140, 210, 60, 2870, 395, 1952, 1220, 1848, 765, 218, 228, 485, 342, 60, 2165, 1662, 19792, 21322, 4330, 2572, 30820, 5995, 4960, 15865, 46685, 46685, 47722, 47722, 1172, 173612, 360, 1108, 390, 3070, 2758, 3995, 186370, 6925, 189550, 2332, 1680, 1478, 194992
2011-03-13, 3068, 8820, 775, 572, 875, 6838, 280, 865, 170, 582, 1665, 928, 2595, 190, 3180, 8582, 14962, 16742, 1178, 18535, 7755, 6908, 8532, 605, 89145, 492, 98455, 113492, 985, 445, 114928, 1255, 116362, 120, 1712, 118170, 118200, 90, 270, 475, 450, 398, 1895, 170, 315, 295, 962, 2882, 3842, 370, 350, 1040, 360, 1185, 450, 1240, 1400, 2210, 2550, 60, 3008, 2778, 2570, 2562, 270, 5375, 4610, 322, 12142, 70, 130, 140, 218, 60, 2632, 400, 1982, 1220, 1842, 745, 222, 222, 480, 332, 60, 2190, 1652, 19798, 21295, 4402, 2472, 30758, 6092, 4930, 15928, 46685, 46685, 47590, 47590, 1198, 173935, 368, 1018, 362, 2998, 2728, 3945, 186582, 6910, 189752, 2365, 1692, 1510, 195250
2011-03-14, 3055, 8822, 765, 558, 852, 6815, 280, 895, 170, 572, 1688, 925, 2612, 190, 3188, 8560, 14838, 16605, 1198, 18468, 7762, 6890, 8505, 610, 89135, 510, 98572, 104530, 1025, 465, 107570, 1275, 110580, 120, 1692, 114110, 114575, 92, 270, 450, 462, 405, 1888, 178, 335, 298, 978, 2782, 3780, 370, 350, 1038, 360, 1180, 450, 1245, 1400, 2202, 2550, 60, 3020, 2790, 2598, 2585, 270, 5418, 4618, 320, 12140, 70, 130, 140, 220, 60, 2535, 405, 2012, 1220, 1838, 715, 230, 212, 495, 325, 60, 2215, 1662, 19870, 21352, 4468, 2340, 30610, 6168, 5032, 15985, 46598, 46598, 47522, 47522, 1258, 174498, 365, 990, 342, 2782, 2902, 3985, 187030, 6895, 190188, 2350, 1700, 1508, 195728
2011-03-15, 3055, 8845, 758, 548, 835, 6798, 280, 895, 170, 565, 1700, 932, 2635, 195, 3215, 8575, 14740, 16505, 1215, 18372, 7800, 6928, 8528, 632, 88910, 528, 98512, 90195, 1055, 490, 91742, 1278, 93440, 120, 1680, 96172, 96675, 98, 260, 412, 450, 408, 1868, 180, 358, 300, 1000, 2692, 3690, 370, 348, 1028, 362, 1170, 450, 1250, 1400, 2205, 2550, 60, 3020, 2788, 2608, 2600, 270, 5430, 4620, 320, 12140, 70, 130, 140, 220, 60, 2318, 405, 2038, 1220, 1822, 722, 232, 222, 532, 332, 60, 2212, 1632, 19878, 21368, 4520, 2268, 30642, 6295, 5290, 16152, 46795, 46795, 47712, 47712, 1290, 172155, 388, 1132, 408, 2570, 3022, 4225, 185372, 6940, 188732, 2430, 1738, 1508, 194560
2011-03-16, 3075, 8462, 748, 535, 815, 6785, 280, 860, 170, 558, 1675, 948, 2620, 205, 3235, 8615, 14670, 16432, 1238, 18442, 7952, 7028, 8578, 700, 87625, 550, 97545, 90178, 1075, 510, 91688, 1395, 93085, 120, 1718, 94742, 94730, 100, 270, 430, 495, 432, 1855, 200, 378, 322, 1028, 2605, 3615, 370, 345, 1020, 368, 1155, 450, 1258, 1408, 2212, 2550, 60, 3008, 2772, 2605, 2598, 270, 5432, 4620, 335, 12155, 70, 130, 140, 222, 60, 2178, 415, 2075, 1220, 1820, 808, 240, 225, 602, 360, 65, 2255, 1702, 19965, 21418, 4572, 2358, 30795, 6418, 5635, 16352, 47148, 47148, 48125, 48125, 1338, 170278, 452, 1242, 425, 2548, 3068, 4340, 182868, 6992, 186170, 2520, 1762, 1500, 191928
2011-03-17, 3100, 6705, 738, 522, 798, 6772, 280, 850, 170, 550, 1640, 990, 2635, 225, 3258, 8665, 14612, 16370, 1272, 18665, 8308, 7298, 8888, 775, 86730, 578, 96930, 91172, 1088, 542, 92715, 1475, 94222, 122, 1760, 95840, 95788, 100, 290, 438, 518, 442, 1900, 190, 410, 325, 1050, 2580, 3548, 370, 345, 1020, 378, 1148, 442, 1268, 1415, 2228, 2560, 60, 3000, 2760, 2582, 2572, 278, 5425, 4620, 370, 12170, 70, 130, 140, 230, 60, 2302, 440, 2132, 1212, 1818, 868, 248, 225, 615, 370, 70, 2320, 1762, 20200, 21665, 4655, 2568, 31460, 6710, 6075, 16690, 48148, 48148, 49225, 49225, 1415, 170625, 465, 1270, 408, 2498, 3090, 4488, 183275, 6990, 186542, 2508, 1682, 1492, 192262
2011-03-18, 3132, 5495, 730, 512, 780, 6760, 280, 850, 170, 540, 1630, 1022, 2652, 235, 3295, 8698, 14560, 16312, 1290, 18598, 8570, 7445, 9108, 812, 85520, 600, 96055, 91528, 1090, 585, 93175, 1450, 94742, 125, 1748, 96460, 96450, 102, 288, 425, 522, 445, 1910, 198, 425, 328, 1052, 2532, 3520, 370, 345, 1015, 378, 1155, 440, 1270, 1420, 2245, 2562, 62, 3010, 2765, 2562, 2548, 282, 5395, 4628, 430, 12202, 70, 130, 140, 235, 60, 2992, 460, 2180, 1195, 1785, 825, 250, 225, 662, 365, 62, 2362, 1680, 20250, 21795, 4738, 2538, 31868, 7002, 6338, 17032, 48902, 48902, 49890, 49890, 1408, 171035, 465, 1242, 462, 2432, 2985, 4388, 183585, 6962, 186825, 2495, 1668, 1475, 192450
2011-03-19, 3152, 5450, 720, 502, 772, 6748, 280, 850, 170, 535, 1620, 1035, 2655, 235, 3312, 8712, 14508, 16260, 1312, 18685, 8570, 7598, 9235, 802, 84555, 620, 95128, 91435, 1100, 625, 93150, 1440, 94718, 122, 1758, 96480, 96482, 108, 315, 498, 555, 490, 1922, 225, 465, 442, 1072, 2452, 3498, 370, 340, 1000, 388, 1145, 440, 1270, 1425, 2252, 2585, 62, 3028, 2785, 2558, 2535, 288, 5372, 4630, 468, 12218, 70, 130, 140, 240, 68, 3838, 478, 2188, 1182, 1762, 768, 242, 240, 678, 378, 65, 2365, 1688, 20305, 21865, 4790, 2522, 31945, 7052, 6358, 17132, 49078, 49078, 49925, 49925, 1305, 170360, 442, 1150, 418, 2288, 2885, 4235, 182808, 6992, 186128, 2512, 1698, 1498, 191882
2011-03-20, 3185, 5485, 710, 492, 790, 6738, 280, 850, 178, 530, 1610, 1065, 2680, 245, 3338, 8750, 14468, 16218, 1335, 18755, 8595, 7705, 9368, 835, 84578, 642, 95100, 91338, 1095, 665, 93095, 1478, 94690, 130, 1802, 96488, 96485, 110, 345, 512, 610, 520, 2052, 220, 545, 388, 1145, 2532, 3482, 370, 335, 995, 388, 1140, 440, 1270, 1425, 2265, 2625, 68, 3052, 2805, 2558, 2532, 290, 5358, 4630, 485, 12210, 70, 122, 140, 240, 70, 4235, 505, 2222, 1172, 1742, 778, 268, 238, 678, 442, 70, 2418, 1705, 20380, 21935, 4860, 2775, 32428, 7168, 6642, 17238, 49668, 49668, 50470, 50470, 1238, 169682, 440, 1105, 388, 2185, 3028, 4352, 181810, 7015, 185115, 2470, 1678, 1535, 190885
2011-03-21, 3235, 5610, 700, 482, 818, 6730, 280, 845, 180, 522, 1620, 1102, 2720, 258, 3392, 8795, 14455, 16210, 1348, 18830, 8680, 7792, 9400, 895, 84875, 668, 95455, 91242, 1088, 705, 93032, 1490, 94662, 130, 1812, 96480, 96482, 118, 332, 470, 602, 515, 2090, 220, 582, 370, 1170, 2585, 3538, 370, 328, 970, 392, 1128, 440, 1270, 1420, 2275, 2665, 70, 3095, 2845, 2578, 2542, 290, 5355, 4630, 472, 12172, 70, 120, 140, 240, 70, 3840, 528, 2255, 1168, 1712, 722, 288, 210, 590, 475, 70, 2475, 1678, 20395, 21995, 4952, 3025, 33085, 7505, 7005, 17588, 50670, 50670, 51455, 51455, 1190, 170402, 432, 1075, 348, 2102, 3142, 4525, 182398, 7022, 185642, 2408, 1598, 1492, 191208
2011-03-22, 3275, 5708, 690, 472, 850, 6720, 272, 830, 185, 520, 1608, 1128, 2738, 270, 3448, 8828, 14468, 16230, 1368, 18972, 8750, 7892, 9445, 915, 85270, 698, 95928, 91225, 1080, 745, 93048, 1482, 94658, 132, 1832, 96482, 96482, 120, 342, 505, 620, 550, 2072, 228, 595, 360, 1170, 2495, 3590, 370, 320, 945, 400, 1100, 440, 1265, 1418, 2275, 2705, 72, 3120, 2875, 2600, 2562, 298, 5358, 4635, 475, 12135, 70, 120, 140, 230, 70, 3030, 552, 2302, 1160, 1682, 658, 298, 292, 590, 495, 70, 2492, 1655, 20268, 21925, 5050, 3120, 33338, 7792, 7198, 17975, 51315, 51315, 52050, 52050, 1165, 170440, 442, 1080, 332, 2040, 3148, 4522, 182582, 7070, 185930, 2400, 1582, 1508, 191418
2011-03-23, 3315, 5772, 685, 465, 898, 6710, 270, 825, 190, 528, 1602, 1170, 2772, 292, 3492, 8855, 14470, 16238, 1402, 19140, 8798, 7912, 9445, 948, 85735, 728, 96440, 91222, 1080, 775, 93070, 1552, 94715, 138, 1865, 96555, 96550, 120, 375, 570, 652, 585, 2172, 238, 615, 375, 1172, 2482, 3565, 372, 315, 932, 408, 1078, 440, 1268, 1422, 2288, 2748, 78, 3140, 2898, 2610, 2570, 308, 5370, 4640, 495, 12118, 70, 120, 140, 220, 78, 2625, 618, 2392, 1152, 1672, 650, 315, 548, 585, 618, 75, 2550, 1750, 20268, 21900, 5155, 3358, 33602, 8078, 7730, 18335, 51940, 51940, 52608, 52608, 1168, 170745, 462, 1180, 442, 2090, 3298, 4638, 182658, 7160, 186042, 2448, 1720, 1602, 191582
2011-03-24, 3355, 5875, 692, 488, 928, 6740, 270, 822, 190, 538, 1612, 1202, 2812, 322, 3578, 8882, 14502, 16280, 1430, 19360, 9098, 8130, 9628, 992, 86155, 752, 97115, 91470, 1090, 820, 93335, 1675, 95078, 142, 1915, 96922, 96902, 128, 382, 548, 695, 590, 2270, 248, 648, 382, 1182, 2522, 3575, 378, 318, 940, 422, 1078, 440, 1278, 1442, 2328, 2795, 80, 3175, 2925, 2620, 2575, 322, 5390, 4640, 518, 12108, 70, 120, 142, 218, 80, 2682, 655, 2470, 1142, 1640, 662, 335, 405, 572, 650, 80, 2645, 1885, 20460, 22120, 5305, 3615, 34288, 8375, 8385, 18715, 53000, 53000, 53720, 53720, 1170, 172230, 508, 1260, 432, 2172, 3500, 4908, 184262, 7312, 187750, 2645, 1858, 1650, 193430
2011-03-25, 3395, 5992, 708, 508, 942, 6785, 270, 830, 190, 555, 1630, 1220, 2850, 345, 3645, 8960, 14562, 16350, 1452, 19482, 9340, 8360, 9908, 995, 86718, 780, 97980, 91942, 1100, 865, 93855, 1728, 95675, 142, 1930, 97538, 97510, 128, 375, 490, 718, 568, 2245, 250, 685, 375, 1205, 2470, 3610, 380, 315, 952, 432, 1095, 440, 1278, 1445, 2358, 2840, 82, 3228, 2978, 2642, 2592, 330, 5412, 4640, 535, 12095, 70, 112, 150, 210, 88, 3018, 682, 2508, 1132, 1625, 668, 340, 708, 595, 608, 80, 2695, 1875, 20560, 22342, 5450, 3630, 34942, 8582, 8462, 18980, 53928, 53928, 54795, 54795, 1185, 174320, 558, 1342, 490, 2258, 3570, 5080, 186555, 7430, 190142, 2750, 1848, 1692, 196170
2011-03-26, 3430, 6058, 725, 528, 952, 6832, 268, 822, 190, 568, 1648, 1220, 2868, 345, 3685, 9030, 14570, 16362, 1468, 19492, 9150, 8338, 9902, 980, 85275, 805, 97832, 91878, 1100, 905, 93938, 1645, 95802, 135, 1890, 97752, 97760, 130, 362, 455, 698, 538, 2160, 248, 700, 370, 1200, 2355, 3570, 380, 315, 932, 432, 1105, 440, 1275, 1445, 2375, 2885, 85, 3300, 3048, 2688, 2630, 338, 5438, 4645, 538, 12070, 70, 110, 150, 210, 90, 3038, 718, 2630, 1075, 1580, 675, 345, 598, 658, 605, 80, 2680, 1872, 20570, 22420, 5565, 3628, 35335, 8650, 8332, 19050, 54390, 54390, 55285, 55285, 1158, 175980, 562, 1358, 455, 2332, 3455, 4985, 188400, 7398, 191985, 2595, 1792, 1640, 198058
2011-03-27, 3460, 6072, 732, 548, 960, 6872, 260, 812, 190, 578, 1650, 1198, 2848, 355, 3695, 9110, 14580, 16378, 1505, 19712, 9078, 8230, 9742, 990, 79498, 828, 91645, 87572, 1095, 932, 89952, 1612, 92130, 138, 1912, 94660, 94858, 130, 388, 498, 712, 570, 2112, 248, 708, 378, 1198, 2242, 3468, 380, 312, 938, 438, 1098, 445, 1275, 1445, 2382, 2925, 88, 3348, 3105, 2742, 2678, 348, 5472, 4650, 530, 12032, 70, 110, 150, 200, 98, 2882, 738, 2765, 988, 1468, 672, 345, 370, 682, 630, 80, 2642, 1858, 20505, 22450, 5660, 3820, 35685, 8742, 8430, 19142, 54828, 54828, 55838, 55838, 1130, 175588, 562, 1395, 518, 2422, 3385, 4832, 188405, 7345, 192038, 2485, 1850, 1658, 198218
2011-03-28, 3490, 6105, 735, 578, 978, 6910, 260, 802, 190, 582, 1642, 1208, 2852, 358, 3700, 9185, 14568, 16370, 1545, 19852, 9088, 8248, 9770, 1025, 79795, 848, 91095, 85348, 1080, 958, 87460, 1665, 89338, 140, 1960, 91462, 91538, 130, 388, 498, 708, 568, 2180, 258, 725, 382, 1202, 2250, 3355, 380, 315, 952, 442, 1112, 450, 1275, 1448, 2392, 2965, 90, 3398, 3150, 2778, 2712, 358, 5512, 4650, 530, 11998, 70, 110, 150, 200, 100, 2912, 730, 2880, 898, 1362, 662, 345, 272, 620, 632, 80, 2592, 1792, 20245, 22262, 5748, 3908, 35692, 8872, 8560, 19242, 54932, 54932, 56012, 56012, 1145, 170505, 545, 1350, 568, 2432, 3418, 4810, 183720, 7270, 187420, 2428, 1818, 1608, 193822
2011-03-29, 3515, 6128, 722, 598, 978, 6928, 260, 800, 190, 590, 1650, 1205, 2850, 358, 3715, 9242, 14555, 16362, 1578, 19862, 8862, 8090, 9670, 1035, 80068, 870, 91345, 85360, 1065, 980, 87402, 1680, 89205, 140, 1958, 91142, 91138, 130, 375, 468, 698, 538, 2152, 250, 742, 380, 1195, 2220, 3312, 380, 312, 950, 440, 1125, 448, 1270, 1442, 2400, 3008, 90, 3462, 3208, 2812, 2742, 365, 5540, 4650, 518, 11955, 70, 110, 152, 190, 100, 2738, 730, 2978, 808, 1255, 638, 328, 210, 478, 580, 80, 2528, 1618, 19805, 21892, 5795, 3825, 35332, 9042, 8568, 19350, 54680, 54680, 55670, 55670, 1095, 167798, 505, 1260, 472, 2285, 3322, 4708, 180488, 7205, 184008, 2325, 1708, 1585, 190038
2011-03-30, 3532, 6125, 732, 612, 968, 6955, 260, 790, 190, 600, 1642, 1175, 2820, 358, 3698, 9275, 14530, 16335, 1612, 20022, 8585, 7758, 9275, 992, 80258, 905, 91185, 85265, 1050, 1000, 87332, 1702, 89188, 140, 1945, 91145, 91150, 132, 382, 462, 720, 545, 2102, 258, 765, 412, 1215, 2122, 3288, 380, 298, 918, 438, 1110, 440, 1262, 1440, 2390, 3048, 92, 3518, 3270, 2862, 2785, 368, 5560, 4655, 502, 11910, 70, 102, 160, 182, 102, 2375, 738, 3105, 720, 1145, 615, 315, 170, 525, 615, 80, 2448, 1465, 19245, 21282, 5800, 3728, 34518, 9060, 8400, 19328, 53845, 53845, 54712, 54712, 1115, 164500, 528, 1230, 450, 2200, 3152, 4460, 176768, 7165, 180280, 2290, 1760, 1580, 186142
2011-03-31, 3560, 6190, 762, 642, 1015, 7012, 255, 790, 192, 600, 1640, 1190, 2830, 385, 3708, 9372, 14525, 16332, 1662, 20310, 9085, 8022, 9330, 1035, 80610, 958, 91605, 85595, 1032, 1020, 87615, 1725, 89405, 142, 1990, 91315, 91295, 138, 412, 525, 808, 645, 2150, 268, 808, 432, 1240, 2115, 3235, 380, 288, 880, 445, 1060, 442, 1268, 1442, 2395, 3090, 98, 3532, 3295, 2892, 2820, 378, 5578, 4660, 492, 11868, 70, 100, 160, 180, 110, 2188, 788, 3272, 630, 1040, 630, 322, 140, 612, 690, 82, 2452, 1415, 19002, 20900, 5835, 3885, 34048, 9102, 8818, 19442, 53490, 53490, 54452, 54452, 1260, 163508, 588, 1315, 408, 2208, 3122, 4530, 175240, 7270, 178742, 2498, 1960, 1630, 184560
2011-04-01, 3608, 6398, 835, 715, 1110, 6448, 250, 782, 202, 605, 1655, 1210, 2862, 422, 3780, 9510, 14598, 16425, 1710, 20532, 10152, 9122, 10362, 1080, 80602, 1030, 93055, 85072, 1008, 1045, 87460, 1842, 89562, 152, 2048, 91842, 91875, 140, 428, 528, 840, 682, 2320, 282, 860, 412, 1295, 2262, 3242, 385, 285, 865, 455, 1030, 450, 1282, 1465, 2440, 3135, 105, 3538, 3295, 2892, 2818, 392, 5585, 4660, 505, 11835, 70, 100, 162, 180, 120, 2305, 850, 3448, 542, 932, 652, 340, 122, 658, 735, 85, 2480, 1382, 18885, 20768, 5938, 4160, 34318, 9440, 9575, 21028, 55345, 55345, 56240, 56240, 1330, 164410, 612, 1430, 378, 2295, 3270, 4805, 176050, 7330, 179518, 2430, 1930, 1592, 185470
2011-04-02, 3658, 6612, 905, 788, 1210, 5708, 250, 775, 210, 635, 1685, 1200, 2890, 442, 3835, 8740, 14700, 16545, 1755, 20758, 10268, 9370, 10755, 1082, 74610, 1115, 89332, 67930, 982, 1080, 71278, 1960, 74098, 155, 2095, 78622, 79422, 148, 408, 488, 842, 672, 2402, 288, 920, 412, 1332, 2370, 3358, 392, 290, 870, 472, 1015, 450, 1320, 1508, 2498, 3170, 108, 3555, 3310, 2882, 2802, 412, 5575, 4660, 518, 11820, 70, 100, 170, 188, 122, 2965, 885, 3595, 558, 865, 675, 352, 108, 742, 800, 90, 2492, 1352, 18775, 20668, 6058, 4312, 35280, 9902, 9930, 23732, 59010, 59010, 59790, 59790, 1302, 170135, 578, 1495, 365, 2378, 3575, 5055, 181392, 7295, 184618, 2275, 1772, 1540, 189922
2011-04-03, 3705, 6775, 922, 830, 1288, 5872, 250, 778, 210, 675, 1720, 1212, 2932, 470, 3912, 8490, 14780, 16640, 1802, 20995, 10090, 9502, 10868, 1065, 67372, 1228, 82148, 63682, 962, 1115, 65765, 1970, 67015, 150, 2165, 69315, 69408, 152, 385, 465, 815, 628, 2425, 288, 975, 402, 1360, 2388, 3492, 400, 290, 890, 488, 1042, 452, 1375, 1568, 2560, 3185, 108, 3592, 3342, 2890, 2805, 428, 5580, 4660, 520, 11798, 70, 100, 170, 232, 122, 3820, 872, 3728, 645, 918, 715, 365, 98, 725, 888, 92, 2538, 1340, 18828, 20722, 6118, 4170, 35262, 10340, 10520, 24220, 59482, 59482, 60210, 60210, 1222, 169062, 538, 1468, 350, 2368, 3680, 5250, 182320, 7232, 185880, 2265, 1640, 1522, 191672
2011-04-04, 3752, 6955, 940, 860, 1355, 6008, 248, 815, 210, 715, 1790, 1212, 3002, 502, 4002, 8828, 14855, 16728, 1845, 21105, 9978, 9408, 10858, 1030, 61190, 1312, 75700, 64115, 948, 1138, 66195, 1962, 67400, 148, 2190, 69538, 69518, 158, 382, 455, 788, 605, 2412, 290, 1022, 392, 1368, 2320, 3545, 402, 285, 898, 498, 1075, 460, 1410, 1608, 2625, 3208, 108, 3645, 3390, 2915, 2822, 438, 5585, 4660, 500, 11750, 60, 100, 170, 335, 128, 3978, 868, 3828, 728, 985, 758, 365, 90, 705, 862, 102, 2530, 1282, 18835, 20790, 6138, 3965, 35048, 10748, 10942, 24662, 59710, 59710, 60390, 60390, 1132, 162550, 488, 1375, 298, 2225, 3488, 5020, 175855, 7132, 179438, 2188, 1530, 1495, 185385
2011-04-05, 3792, 7140, 952, 890, 1412, 6128, 240, 848, 210, 752, 1860, 1198, 3060, 545, 4118, 9022, 14930, 16818, 1885, 21295, 10035, 9275, 10618, 1020, 59595, 1398, 72515, 64118, 935, 1152, 66212, 2015, 67450, 152, 2242, 69682, 69682, 175, 420, 478, 858, 682, 2420, 318, 1115, 400, 1428, 2270, 3520, 410, 275, 862, 500, 1065, 460, 1460, 1655, 2668, 3232, 112, 3692, 3445, 2952, 2858, 448, 5578, 4660, 468, 11680, 60, 92, 170, 425, 132, 3310, 900, 3938, 815, 1042, 848, 365, 85, 648, 930, 115, 2538, 1250, 18785, 20730, 6160, 3960, 34830, 10885, 10992, 24798, 59625, 59625, 60275, 60275, 1058, 156145, 458, 1315, 258, 2082, 3348, 4802, 168882, 7068, 172385, 2122, 1365, 1480, 178048
