, LIBBY DAM, KOOTENAI RIV AT LEONIA, NF FLATHEAD R NR COLUMBIA FALL, MF FLATHEAD NR WEST GLACIER, DAM AT HUNGRY HORSE, FLATHEAD R AT COLUMBIA FALLS, CLARK FORK AT DEER LODGE, CLARK FORK AT DRUMMOND, ROCK CREEK NR CLINTON, BLACKFOOT R NR BONNER, CLARK FORK AB MISSOULA, BITTERROOT R NR MISSOULA, CLARK FORK BELOW MISSOULA, ST. REGIS R. NR ST. REGIS, CLARK FORK AT ST REGIS    TB20, KERR DAM, NOXON RAPIDS DAM, CABINET GORGE DAM, PRIEST R NR PRIEST RIVER, ALBENI FALLS DAM, COEUR D'ALENE LAKE, SPOKANE RIV AT LONGLAKE, ST MARIES R NR SANTA, COLUMBIAR @INTERNATL BOUNDAR, KETTLE RIVER AT LAURIER, GRAND COULEE DAM, CHIEF JOSEPH DAM, OKANOGAN RIVER NEAR TONASKET, METHOW R NEAR PATEROS, WELLS DAM, LAKE CHELAN DAM, ROCKY REACH DAM, ENTIAT R NR ARDENVOIR, WENATCHEE R AT PESHASTIN  TB20, WANAPUM DAM, PRIEST RAPIDS DAM, KEECHELUS LAKE, KACHESS DAM NEAR EASTON, YAKIMA RIVER AT EASTON, CLE ELUM LAKE NEAR ROSLYN, YAKIMA RIVER AT CLE ELUM, TEANAWAY RIVER BLW FORKS, YAKIMA RIVER AT UMTANUM, BUMPING LAKE NR GOOSE PRAIRIE, NACHES RIVER NEAR CLIFFDEL, RIMROCK LAKE NEAR RIMROCK, NACHES RIVER NEAR NACHES, YAKIMA RIVER NEAR PARKER, YAKIMA RIVER AT KIONA, ISLAND PARK 1SWIS.PARKDM&RES, FALL RIVER NR CHESTER, HENRYS FORK AT ST. ANTHONY, TETON RIVER NEAR ST. ANTHONY, HENRYS FORK NEAR REXBURG, SNKE R ON JACKSN LK AT DM TB20, SNAKE RIVER NR JACKSON, SNAKE RIVER NR ALPINE, PALISADES DAM, SNAKE RIVER NR HEISE, RIRIE DAM AND LAKE ON WILLOW C, SNAKE AB EAGLE ROCK NR ID FALL, SNAKE RIVER NR SHELLEY, SNAKE RIVER AT BLACKFOOT, SNAKE RIVER NEAR BLACKFOOT, PORTNEUF RIVER AT POCATELLO, AMERICAN FALLS RESERVOIR  TB12, SNAKE RIV AT MILNER, BRUNEAU RIVER NR HOT SPRINGS, SNAKE RIVER BELOW SWAN FALLS, BIG LOST R@HOW'L RNCH NR CHILL, BIG LOST R AT MACKAY, BIG WOOD RIVER AT HAILEY, MAGIC DM&RES-BIG WOOD RICHFLD, LITL.WOODDM&RESNRCAREY, OWYHEE BELOW OWYHEE DAM, ANDERSON RANCH DAM        TB12, BOISE LUCKY PEAK DAM, BOISE RIVER AT GLENWOOD BRIDGE, BOISE RIVER NR PARMA, WARM SPRINGS RESERVOIR, AGENCY VLY DAM & BEULAH RSVR, BULLY CREEK DAM & RES     TB12, MALHEUR RIVER NR VALE, CASCADE DAM               TB12, DEADWOOD RESERVOIR NR LOWMAN, PAYETTE RIVER NEAR EMMETT, WEISER RIVER NR WEISER, SNAKE RIVER AT WEISER, BROWNLEE DAM, SALMON R AT WHITEBIRD, GRANDE RONDE RIVER AT TROY, SNAKE RIVER NR ANATONE, CLEARWATER R AT OROFINO, DWORSHAK DAM, CLEARWATER R AT SPALDING, LOWER GRANITE DAM, LITTLE GOOSE DAM, LOWER MONUMENTAL DAM, ICE HARBOR DAM, WALLA WALLA RIV NEAR TOUCHET, MCNARY DAM NEAR MCNARY, UMATILLA R NR GIBBON, UMATILLA R AT PENDLETON, MCKAY CR NR PILOTROCK, UMATILLA RIVER NEAR UMATILLA, NF JOHN DAY RIV AT MONUMENT, JOHN DAY RIVER AT SERVICE CK, JOHN DAY DAM, DESCHUTES R AT MOODY NR BIGGS, THE DALLES, KLICKITAT R NR PITT, HOOD R AT TUCKER BRIDGE   TB20, WHITE SALMON R NEAR UNDERWOOD, BONNEVILLE DAM
2004-05-10,18668.0,9974.0,8289.0,8362.0,12095.0,21203.0,97.0,375.0,886.0,4141.0,5631.0,5807.0,11754.0,1117.0,16064.0,21958.0,28303.0,30347.0,4040.0,38472.0,9353.0,11588.0,311.0,104791.0,10171.0,126322.0,117251.0,8081.0,4009.0,126787.0,3870.0,126317.0,832.0,6649.0,132430.0,130606.0,517.0,470.0,194.0,1711.0,626.0,519.0,1565.0,640.0,2057.0,804.0,2526.0,1029.0,2019.0,670.0,1936.0,2120.0,1563.0,2461.0,4926.0,4597.0,6257.0,9040.0,11605.0,88.0,6797.0,5792.0,2213.0,2495.0,140.0,4267.0,185.0,773.0,6017.0,498.0,489.0,864.0,659.0,218.0,599.0,1806.0,4498.0,874.0,596.0,220.0,216.0,16.0,87.0,3046.0,735.0,3459.0,1316.0,11840.0,12476.0,25836.0,5605.0,42908.0,27807.0,13565.0,32074.0,74981.0,74981.0,75215.0,75215.0,539.0,193896.0,445.0,594.0,18.0,362.0,2189.0,2900.0,204544.0,5995.0,197318.0,1684.0,900.0,1206.0,217895.0
2004-05-11,18577.0,9729.0,8631.0,7873.0,11863.0,21073.0,104.0,392.0,1467.0,4156.0,6323.0,7564.0,13901.0,1442.0,17608.0,24306.0,29383.0,31736.0,3940.0,39737.0,9553.0,11863.0,561.0,106740.0,9436.0,127483.0,118750.0,7586.0,3622.0,131257.0,3563.0,134695.0,741.0,6241.0,146261.0,146359.0,466.0,430.0,163.0,1623.0,589.0,467.0,1465.0,608.0,1881.0,753.0,2236.0,826.0,1934.0,763.0,2195.0,2498.0,1570.0,2583.0,4843.0,4544.0,6172.0,8815.0,11746.0,83.0,7793.0,6722.0,3140.0,2795.0,170.0,4601.0,185.0,820.0,6165.0,513.0,504.0,992.0,848.0,251.0,624.0,2405.0,4609.0,883.0,714.0,223.0,238.0,17.0,115.0,3247.0,784.0,3693.0,1860.0,12257.0,12847.0,28772.0,6061.0,44296.0,32678.0,14789.0,35509.0,79805.0,79805.0,80036.0,80036.0,563.0,219707.0,533.0,708.0,17.0,343.0,2643.0,2992.0,224613.0,6022.0,216315.0,1586.0,844.0,1200.0,217803.0
2004-05-12,17222.0,10080.0,8614.0,7567.0,11695.0,21204.0,109.0,423.0,1634.0,4040.0,6643.0,10173.0,16817.0,1545.0,21498.0,25318.0,34993.0,37067.0,4001.0,44608.0,10301.0,11396.0,613.0,109961.0,9002.0,130077.0,115000.0,6987.0,3400.0,126427.0,3296.0,129530.0,649.0,5723.0,140317.0,140532.0,424.0,389.0,137.0,1495.0,561.0,411.0,1363.0,584.0,1753.0,715.0,1967.0,424.0,1740.0,683.0,1698.0,2223.0,1373.0,2802.0,4304.0,4312.0,5939.0,8513.0,11654.0,74.0,8250.0,7252.0,4393.0,3912.0,175.0,5490.0,185.0,942.0,6079.0,458.0,448.0,942.0,839.0,202.0,598.0,2605.0,4666.0,864.0,694.0,220.0,238.0,16.0,121.0,2559.0,700.0,3674.0,2002.0,13357.0,14527.0,34570.0,6008.0,52735.0,33932.0,15044.0,38832.0,91567.0,91567.0,91797.0,91797.0,553.0,233318.0,475.0,657.0,16.0,423.0,2670.0,3326.0,241897.0,5996.0,234130.0,1500.0,768.0,1164.0,236942.0
2004-05-13,15892.0,9910.0,7225.0,6865.0,10705.0,19206.0,106.0,419.0,1214.0,3782.0,5961.0,8732.0,14694.0,1207.0,21459.0,23787.0,39376.0,41198.0,3960.0,48509.0,10058.0,11343.0,393.0,109639.0,8632.0,130000.0,113750.0,6541.0,3277.0,124601.0,3114.0,127705.0,580.0,5183.0,137625.0,137752.0,402.0,364.0,116.0,1405.0,537.0,378.0,1267.0,591.0,1751.0,745.0,1888.0,151.0,1429.0,606.0,1134.0,1660.0,1068.0,2555.0,3414.0,3779.0,5334.0,7861.0,11318.0,67.0,8106.0,7194.0,5056.0,4852.0,176.0,6621.0,185.0,960.0,5992.0,357.0,346.0,875.0,743.0,182.0,554.0,2221.0,4601.0,843.0,646.0,214.0,220.0,15.0,114.0,1962.0,609.0,2930.0,1706.0,12885.0,14839.0,30457.0,5528.0,53904.0,28499.0,13085.0,33624.0,87528.0,87528.0,87755.0,87755.0,527.0,232542.0,408.0,596.0,13.0,375.0,2487.0,3391.0,243707.0,5977.0,236225.0,1445.0,722.0,1140.0,239902.0
2004-05-14,14815.0,9229.0,6254.0,6250.0,9566.0,16811.0,99.0,408.0,1030.0,3481.0,5364.0,6922.0,12286.0,1015.0,18264.0,21385.0,39391.0,41121.0,3737.0,48512.0,8777.0,10321.0,323.0,108286.0,8090.0,127247.0,103750.0,6205.0,3186.0,115178.0,3017.0,119397.0,537.0,4812.0,130108.0,130617.0,387.0,353.0,103.0,1371.0,523.0,363.0,1185.0,618.0,1846.0,786.0,1958.0,47.0,1144.0,579.0,817.0,1339.0,898.0,1905.0,2915.0,3171.0,4601.0,6964.0,11002.0,63.0,7047.0,6212.0,4859.0,5071.0,165.0,7074.0,185.0,899.0,5894.0,311.0,299.0,841.0,669.0,173.0,521.0,1951.0,4563.0,823.0,553.0,205.0,210.0,14.0,91.0,1536.0,560.0,2165.0,1435.0,11680.0,13891.0,26000.0,5025.0,47967.0,24312.0,11083.0,28844.0,76811.0,76811.0,77034.0,77034.0,505.0,219709.0,340.0,499.0,11.0,289.0,2218.0,3181.0,232283.0,5963.0,225004.0,1388.0,693.0,1146.0,229444.0
2004-05-15,14521.0,8637.0,5701.0,5935.0,8874.0,14080.0,93.0,392.0,963.0,3192.0,4956.0,5978.0,10934.0,962.0,15962.0,18299.0,36945.0,38604.0,3516.0,45788.0,7822.0,9132.0,304.0,107044.0,7600.0,124192.0,83750.0,5925.0,3155.0,94043.0,3009.0,97873.0,531.0,4750.0,108613.0,109424.0,383.0,358.0,94.0,1459.0,519.0,386.0,1133.0,636.0,1910.0,821.0,2019.0,46.0,971.0,578.0,687.0,1177.0,847.0,1364.0,2633.0,2750.0,4050.0,6200.0,10792.0,61.0,5513.0,4636.0,3806.0,4386.0,144.0,6611.0,185.0,817.0,5747.0,300.0,288.0,816.0,605.0,167.0,499.0,1810.0,4572.0,803.0,446.0,196.0,203.0,12.0,56.0,1222.0,528.0,1666.0,1226.0,10566.0,12607.0,23130.0,4588.0,42690.0,21117.0,9439.0,24075.0,66765.0,66765.0,66982.0,66982.0,487.0,195607.0,298.0,433.0,9.0,173.0,1998.0,2888.0,210042.0,5947.0,203065.0,1355.0,675.0,1169.0,208455.0
2004-05-16,15454.0,8319.0,5453.0,5941.0,8285.0,13869.0,85.0,377.0,926.0,2944.0,4635.0,5532.0,10166.0,934.0,14611.0,16503.0,35125.0,36742.0,3359.0,43591.0,7286.0,8382.0,293.0,109225.0,7218.0,124108.0,91250.0,5710.0,3209.0,98247.0,3063.0,98883.0,538.0,4946.0,105465.0,105048.0,375.0,362.0,86.0,1519.0,515.0,410.0,1139.0,642.0,1940.0,844.0,2018.0,42.0,902.0,586.0,713.0,1190.0,862.0,1061.0,2459.0,2486.0,3701.0,5720.0,10841.0,58.0,4495.0,3430.0,2560.0,3164.0,122.0,5450.0,185.0,741.0,5578.0,320.0,307.0,784.0,542.0,162.0,487.0,1721.0,4606.0,782.0,377.0,185.0,198.0,10.0,41.0,985.0,503.0,1348.0,1064.0,9699.0,11539.0,21317.0,4209.0,40354.0,18996.0,8603.0,21709.0,62063.0,62063.0,62273.0,62273.0,470.0,171041.0,271.0,390.0,7.0,95.0,1837.0,2636.0,182947.0,5929.0,175535.0,1330.0,657.0,1181.0,180450.0
2004-05-17,16431.0,8280.0,6175.0,6113.0,7489.0,16150.0,80.0,417.0,900.0,2823.0,4475.0,5423.0,9899.0,934.0,13868.0,17093.0,34016.0,35666.0,3264.0,42318.0,7240.0,8087.0,284.0,109853.0,7016.0,125564.0,122500.0,5578.0,3320.0,131383.0,3125.0,133196.0,573.0,5248.0,139196.0,138022.0,363.0,356.0,85.0,1531.0,531.0,422.0,1162.0,635.0,1886.0,842.0,1963.0,52.0,886.0,627.0,1139.0,1640.0,1009.0,1053.0,2592.0,2331.0,3493.0,5417.0,10913.0,56.0,4170.0,2993.0,1431.0,1915.0,111.0,4238.0,185.0,675.0,5440.0,299.0,287.0,782.0,527.0,157.0,477.0,1651.0,4643.0,783.0,375.0,175.0,194.0,9.0,54.0,827.0,521.0,1156.0,940.0,9041.0,10719.0,20622.0,3889.0,38516.0,17723.0,8367.0,19943.0,58459.0,58459.0,58664.0,58664.0,456.0,178907.0,252.0,362.0,8.0,78.0,1698.0,2437.0,184159.0,5912.0,175291.0,1301.0,640.0,1184.0,177199.0
2004-05-18,16809.0,8433.0,6529.0,6356.0,6934.0,16971.0,77.0,447.0,954.0,3039.0,4750.0,5461.0,10210.0,980.0,13754.0,18988.0,33504.0,35208.0,3230.0,41719.0,7447.0,8220.0,274.0,107627.0,7003.0,123350.0,115000.0,5490.0,3385.0,124234.0,3089.0,127335.0,559.0,5404.0,136723.0,137019.0,341.0,335.0,94.0,1440.0,589.0,404.0,1192.0,611.0,1789.0,795.0,1838.0,-20.0,881.0,653.0,1395.0,2005.0,1147.0,1454.0,2841.0,2307.0,3457.0,5265.0,11000.0,54.0,4501.0,3213.0,1272.0,1154.0,104.0,3284.0,185.0,617.0,5329.0,283.0,271.0,786.0,540.0,153.0,468.0,1623.0,4687.0,787.0,406.0,167.0,191.0,8.0,77.0,698.0,558.0,1211.0,845.0,8622.0,10146.0,21271.0,3615.0,37492.0,17230.0,8440.0,19277.0,56770.0,56770.0,56970.0,56970.0,442.0,198651.0,238.0,341.0,7.0,77.0,1582.0,2273.0,206714.0,5896.0,198049.0,1283.0,644.0,1179.0,200113.0
2004-05-19,16355.0,8550.0,6023.0,6308.0,6574.0,16589.0,80.0,440.0,991.0,3346.0,5109.0,5455.0,10564.0,950.0,14052.0,19435.0,33595.0,35257.0,3202.0,41563.0,7440.0,8324.0,262.0,107293.0,7002.0,122845.0,115000.0,5449.0,3332.0,123892.0,2993.0,126639.0,522.0,5310.0,135045.0,135069.0,320.0,315.0,103.0,1333.0,650.0,378.0,1229.0,589.0,1702.0,786.0,1730.0,-90.0,838.0,654.0,1429.0,2090.0,1213.0,1924.0,2869.0,2419.0,3569.0,5290.0,11054.0,53.0,5074.0,3779.0,1665.0,1101.0,98.0,2964.0,185.0,566.0,5239.0,295.0,283.0,777.0,533.0,149.0,453.0,1595.0,4733.0,792.0,420.0,161.0,188.0,6.0,94.0,570.0,561.0,1477.0,769.0,8550.0,9911.0,21964.0,3379.0,37509.0,17079.0,8276.0,19109.0,56618.0,56618.0,56815.0,56815.0,430.0,193980.0,226.0,321.0,6.0,74.0,1472.0,2138.0,203166.0,5881.0,195100.0,1243.0,638.0,1171.0,198607.0
