, KOOTENAI - LIBBY DAM, KOOTENAI - AT LEONIA, NF FLATHEAD - NEAR COLUMBIA FALLS, MF FLATHEAD - NEAR WEST GLACIER, SF FLATHEAD - HUNGRY HORSE DAM, FLATHEAD - AT COLUMBIA FALLS, CLARK FORK - AT DEER LODGE, CLARK FORK - NR DRUMMOND, ROCK CREEK - NEAR CLINTON, BLACKFOOT - NEAR BONNER, CLARK FORK - ABOVE MISSOULA, BITTERROOT - NEAR MISSOULA, CLARK FORK - BELOW MISSOULA, ST. REGIS - NEAR ST. REGIS, CLARK FORK - AT ST REGIS, FLATHEAD - KERR DAM, CLARK FORK - NOXON RAPIDS DAM, CLARK FORK - CABINET GORGE DAM, PRIEST - NEAR PRIEST RIVER, PEND OREILLE - ALBENI FALLS DAM, COEUR D ALENE - COEUR D ALENE LAKE, SPOKANE - AT SPOKANE, SPOKANE - AT LONGLAKE, ST MARIES - NEAR SANTA, COLUMBIA - AT INTL BOUNDARY, KETTLE - AT LAURIER, COLUMBIA - GRAND COULEE DAM, COLUMBIA - CHIEF JOSEPH DAM, OKANOGAN - NEAR TONASKET, METHOW - NEAR PATEROS, COLUMBIA - WELLS DAM, CHELAN - LAKE CHELAN DAM, COLUMBIA - ROCKY REACH DAM, ENTIAT - NEAR ARDENVOIR, WENATCHEE - AT PESHASTIN, COLUMBIA - WANAPUM DAM, COLUMBIA - PRIEST RAPIDS DAM, YAKIMA - KEECHELUS LAKE, KACHESS - KACHESS DAM, YAKIMA - AT EASTON, CLE ELUM - CLE ELUM LAKE, TEANAWAY - BELOW FORKS, YAKIMA - AT UMTANUM, BUMPING - BUMPING LAKE DAM, NACHES - NEAR CLIFFDEL, TIETON - RIMROCK LAKE NEAR RIMROCK, NACHES - NEAR NACHES, YAKIMA - NEAR PARKER, YAKIMA - AT KIONA, HENRYS FORK - ISLAND PARK DAM, FALLS - NEAR CHESTER, HENRY'S FORK - AT ST. ANTHONY, TETON - NEAR ST. ANTHONY, HENRYS FORK - AT REXBURG, SNAKE - JACKSON LAKE AT DAM, SNAKE - NEAR JACKSON, SNAKE - NEAR ALPINE, SF SNAKE - PALISADES DAM, SNAKE - NEAR HEISE, WILLOW CREEK - RIRIE DAM, SNAKE - AB EAGLE ROCK NR IDAHO FALLS, SNAKE - NEAR SHELLEY, SNAKE - AT BLACKFOOT, SNAKE - NEAR BLACKFOOT, PORTNEUF - AT POCATELLO, SNAKE - AMERICAN FALLS RESERVOIR, SNAKE - AT MILNER, BRUNEAU - NEAR HOT SPRINGS, SNAKE - BELOW SWAN FALLS, BIG LOST - AT HOWELL RANCH NEAR CHILLY, BIG LOST - MACKAY RESERVOIR NEAR MACKAY, BIG WOOD - AT HAILEY, BIG WOOD - MAGIC DAM, LITTLE WOOD - LITTLE WOOD DAM, OWYHEE - BELOW OWYHEE DAM, SF BOISE - ANDERSON RANCH DAM, BOISE - LUCKY PEAK DAM, BOISE - AT GLENWOOD BRIDGE, BOISE - NEAR PARMA, MALHEUR - WARM SPRINGS DAM, MALHEUR - AGENCY VALLEY DAM, BULLY CREEK - BULLY CREEK DAM, MALHEUR - NEAR VALE, NF PAYETTE - CASCADE DAM, DEADWOOD - NEAR LOWMAN, PAYETTE - NEAR EMMETT, WEISER - NEAR WEISER, SNAKE - AT WEISER, SNAKE - BROWNLEE DAM, SALMON - AT WHITEBIRD, GRANDE RONDE - TROY, SNAKE - NEAR ANATONE, CLEARWATER - AT OROFINO, CLEARWATER - DWORSHAK DAM, CLEARWATER - AT SPALDING, SNAKE - LOWER GRANITE DAM, SNAKE - LITTLE GOOSE DAM, SNAKE - LOWER MONUMENTAL DAM, SNAKE - ICE HARBOR DAM, WALLA WALLA - NEAR TOUCHET, COLUMBIA - MCNARY DAM, UMATILLA - NEAR GIBBON, UMATILLA - AT PENDLETON, MCKAY CREEK - NEAR PILOT ROCK, UMATILLA - NEAR UMATILLA, NF JOHN DAY - AT MONUMENT, JOHN DAY - AT SERVICE CK, COLUMBIA - JOHN DAY DAM, DESCHUTES - AT MOODY NR BIGGS, COLUMBIA - THE DALLES DAM, KLICKITAT - NEAR PITT, HOOD - NEAR TUCKER BRIDGE, WHITE SALMON - NEAR UNDERWOOD, COLUMBIA - BONNEVILLE DAM
2011-04-18,7030.0,13920.0,2230.0,2100.0,4100.0,15640.0,300.0,970.0,430.0,2720.0,4270.0,2120.0,6130.0,960.0,8440.0,21480.0,29250.0,26040.0,2670.0,37420.0,14970.0,16960.0,18570.0,1320.0,88160.0,2400.0,110280.0,123120.0,1730.0,1300.0,123190.0,760.0,131580.0,230.0,2570.0,138590.0,147000.0,250.0,290.0,1450.0,710.0,460.0,3990.0,250.0,1080.0,400.0,2170.0,4360.0,5770.0,710.0,840.0,2260.0,1220.0,2360.0,1500.0,5580.0,6720.0,10790.0,16960.0,920.0,17090.0,17020.0,16260.0,14220.0,770.0,16930.0,12520.0,2210.0,21120.0,120.0,140.0,410.0,2650.0,850.0,8740.0,2880.0,9080.0,6530.0,7200.0,1360.0,730.0,370.0,1260.0,2050.0,260.0,10110.0,3490.0,49950.0,51390.0,11480.0,10570.0,70340.0,18740.0,11430.0,22020.0,92360.0,93800.0,96710.0,97500.0,2260.0,254890.0,1290.0,4620.0,1310.0,7390.0,9060.0,13370.0,266240.0,8060.0,262340.0,2760.0,2490.0,1750.0,288280.0
2011-04-19,6105.0,13660.0,2058.0,2008.0,3572.0,15592.0,300.0,912.0,422.0,2720.0,4250.0,2088.0,6090.0,898.0,8458.0,21185.0,29488.0,33262.0,2630.0,37342.0,14502.0,16755.0,18482.0,1092.0,88730.0,2350.0,110118.0,129592.0,1740.0,1308.0,131920.0,700.0,133988.0,225.0,2480.0,142248.0,141515.0,232.0,255.0,1375.0,602.0,418.0,3908.0,230.0,1032.0,378.0,2045.0,4198.0,5660.0,760.0,838.0,2328.0,1208.0,2868.0,1282.0,5538.0,6650.0,10618.0,17078.0,645.0,17730.0,17582.0,16750.0,14698.0,845.0,17360.0,12502.0,4132.0,22672.0,120.0,132.0,398.0,2725.0,692.0,13752.0,2752.0,8828.0,6552.0,7118.0,1235.0,722.0,342.0,1575.0,1742.0,208.0,9108.0,3210.0,49518.0,52142.0,12305.0,9158.0,80122.0,17625.0,10098.0,25970.0,106090.0,105458.0,107328.0,108032.0,2082.0,258070.0,1072.0,3460.0,1115.0,5470.0,7828.0,12228.0,273150.0,7848.0,263790.0,2650.0,2145.0,1668.0,272238.0
2011-04-20,5962.0,13100.0,1905.0,1920.0,3110.0,15492.0,298.0,848.0,422.0,2640.0,4102.0,1922.0,5800.0,810.0,8172.0,20605.0,29775.0,33568.0,2558.0,38425.0,12435.0,16365.0,18170.0,852.0,89302.0,2240.0,109662.0,130000.0,1725.0,1280.0,133140.0,665.0,135618.0,210.0,2365.0,144262.0,143932.0,220.0,230.0,1290.0,500.0,395.0,3640.0,215.0,965.0,350.0,1892.0,3645.0,5320.0,790.0,758.0,2115.0,1152.0,3190.0,852.0,5895.0,6758.0,9878.0,17118.0,395.0,18655.0,18525.0,17710.0,15670.0,765.0,18338.0,12475.0,4725.0,24130.0,112.0,130.0,388.0,2458.0,598.0,17878.0,2055.0,8490.0,6562.0,7092.0,1150.0,572.0,305.0,1942.0,1400.0,178.0,7435.0,2822.0,51630.0,53890.0,13072.0,7402.0,84080.0,15745.0,8788.0,24125.0,108205.0,108205.0,110192.0,110192.0,1778.0,261872.0,798.0,2308.0,878.0,3595.0,5758.0,9242.0,274042.0,7605.0,271595.0,2480.0,1720.0,1538.0,277350.0
2011-04-21,5828.0,12602.0,1848.0,1840.0,2935.0,15315.0,290.0,775.0,398.0,2490.0,3858.0,1750.0,5412.0,735.0,7695.0,19990.0,29565.0,33318.0,2485.0,37802.0,10508.0,15825.0,17628.0,762.0,89918.0,2108.0,108005.0,128125.0,1652.0,1218.0,131542.0,645.0,134385.0,192.0,2288.0,142885.0,143010.0,220.0,225.0,1238.0,485.0,448.0,3512.0,205.0,910.0,335.0,1765.0,3160.0,4792.0,688.0,735.0,1805.0,1085.0,2890.0,450.0,6010.0,6805.0,9450.0,17085.0,390.0,18648.0,18552.0,18052.0,16148.0,660.0,18982.0,12448.0,3652.0,23488.0,110.0,120.0,378.0,2008.0,545.0,15375.0,1722.0,8330.0,6578.0,7030.0,1008.0,502.0,298.0,1918.0,1542.0,170.0,6515.0,2590.0,52022.0,54728.0,13090.0,6458.0,82922.0,13928.0,7992.0,21682.0,104605.0,104605.0,106515.0,106515.0,1565.0,258772.0,642.0,1718.0,712.0,2702.0,4355.0,6895.0,270270.0,7435.0,272752.0,2330.0,1422.0,1445.0,278418.0
2011-04-22,5720.0,12305.0,1785.0,1768.0,2842.0,15178.0,328.0,785.0,395.0,2335.0,3635.0,1832.0,5285.0,690.0,7315.0,19500.0,29248.0,32940.0,2470.0,37672.0,9488.0,15155.0,16942.0,865.0,90605.0,2035.0,106488.0,125000.0,1555.0,1155.0,127920.0,632.0,130468.0,182.0,2300.0,138325.0,138458.0,220.0,232.0,1178.0,502.0,492.0,3492.0,210.0,882.0,318.0,1675.0,2868.0,4305.0,742.0,862.0,2350.0,1220.0,2730.0,355.0,6235.0,7012.0,9612.0,17092.0,468.0,18115.0,17992.0,17612.0,15808.0,638.0,19058.0,12418.0,3038.0,23088.0,110.0,120.0,370.0,1745.0,562.0,13765.0,1605.0,8340.0,6588.0,7032.0,1088.0,492.0,348.0,1850.0,1778.0,162.0,6425.0,2655.0,51018.0,53580.0,12590.0,5912.0,81412.0,13550.0,7868.0,22115.0,103530.0,103530.0,105590.0,105590.0,1465.0,251892.0,562.0,1440.0,588.0,2328.0,3570.0,5568.0,263788.0,7305.0,267140.0,2200.0,1208.0,1378.0,272758.0
2011-04-23,5778.0,12908.0,1740.0,1700.0,3132.0,15060.0,328.0,882.0,450.0,2220.0,3618.0,1942.0,5402.0,642.0,7305.0,19442.0,29315.0,32995.0,2525.0,37440.0,9430.0,14382.0,16175.0,1068.0,91612.0,1968.0,106845.0,125000.0,1468.0,1105.0,127768.0,615.0,130268.0,172.0,2425.0,137542.0,137562.0,238.0,242.0,1092.0,498.0,470.0,3400.0,200.0,858.0,310.0,1582.0,2552.0,3980.0,918.0,852.0,2822.0,1298.0,3245.0,430.0,6232.0,7118.0,9912.0,17118.0,500.0,17985.0,17748.0,17100.0,15285.0,620.0,18390.0,12390.0,3060.0,23238.0,110.0,112.0,360.0,1612.0,525.0,13935.0,1475.0,8235.0,6568.0,6975.0,1115.0,500.0,315.0,1862.0,1458.0,155.0,6342.0,2490.0,50362.0,52638.0,11982.0,5552.0,79940.0,14635.0,8148.0,23490.0,103428.0,103428.0,105738.0,105738.0,1372.0,248002.0,490.0,1275.0,492.0,2075.0,3118.0,4835.0,260035.0,7190.0,263062.0,2085.0,1048.0,1328.0,267948.0
2011-04-24,5808.0,13492.0,1880.0,1690.0,3175.0,15135.0,302.0,832.0,462.0,2155.0,3618.0,1872.0,5352.0,648.0,7288.0,19418.0,29345.0,33005.0,2668.0,37775.0,9878.0,13558.0,15298.0,1065.0,93262.0,1945.0,105255.0,125000.0,1400.0,1080.0,127642.0,602.0,130148.0,168.0,2892.0,137310.0,137302.0,302.0,295.0,1072.0,612.0,468.0,3320.0,218.0,948.0,360.0,1565.0,2210.0,3788.0,878.0,825.0,2655.0,1248.0,3638.0,422.0,6168.0,6972.0,9542.0,17095.0,545.0,18395.0,18088.0,17182.0,15305.0,610.0,18125.0,12360.0,2890.0,23282.0,102.0,110.0,360.0,1530.0,482.0,11702.0,1420.0,8132.0,6522.0,6862.0,1208.0,568.0,285.0,1928.0,1568.0,150.0,5995.0,2172.0,49802.0,51965.0,11422.0,5285.0,78378.0,14112.0,7660.0,23032.0,101410.0,101410.0,103452.0,103452.0,1332.0,244802.0,512.0,1165.0,428.0,1858.0,3150.0,4548.0,256868.0,7238.0,259950.0,1980.0,932.0,1342.0,264648.0
2011-04-25,5948.0,13982.0,2375.0,1858.0,3498.0,15740.0,300.0,778.0,495.0,2142.0,3565.0,2048.0,5498.0,802.0,7448.0,19730.0,29768.0,33458.0,2942.0,39200.0,11615.0,13000.0,14642.0,1602.0,94938.0,2328.0,105692.0,125000.0,1352.0,1115.0,127582.0,710.0,130100.0,185.0,4505.0,138282.0,138230.0,435.0,378.0,1192.0,832.0,615.0,3552.0,330.0,1262.0,722.0,1770.0,2272.0,3802.0,865.0,878.0,2812.0,1270.0,3600.0,472.0,6305.0,7142.0,9565.0,17062.0,660.0,18432.0,18145.0,17355.0,15535.0,635.0,18415.0,12332.0,2708.0,23230.0,100.0,108.0,380.0,1622.0,462.0,9095.0,1638.0,8378.0,6482.0,6805.0,1480.0,770.0,362.0,1992.0,2120.0,150.0,6098.0,2060.0,49465.0,51635.0,11092.0,6248.0,78858.0,17202.0,9575.0,25762.0,104620.0,104620.0,106588.0,106588.0,1550.0,243388.0,702.0,1608.0,398.0,1918.0,4570.0,5452.0,254770.0,7885.0,258272.0,1922.0,1028.0,1585.0,262482.0
2011-04-26,6268.0,15062.0,2948.0,2108.0,4300.0,16670.0,305.0,838.0,588.0,2202.0,3682.0,2725.0,6308.0,995.0,8448.0,20888.0,30988.0,34805.0,3432.0,41505.0,15935.0,12962.0,15045.0,2280.0,95672.0,3522.0,109428.0,125000.0,1340.0,1238.0,127628.0,925.0,130265.0,310.0,5865.0,139468.0,139440.0,562.0,448.0,1298.0,932.0,665.0,4145.0,395.0,1605.0,708.0,2142.0,3035.0,4172.0,955.0,950.0,3285.0,1392.0,3842.0,638.0,6488.0,7445.0,10115.0,17090.0,758.0,18245.0,17935.0,17128.0,15372.0,682.0,18585.0,12302.0,2628.0,23180.0,100.0,100.0,418.0,1820.0,448.0,8058.0,2120.0,9030.0,6440.0,6788.0,1985.0,1100.0,508.0,2042.0,2432.0,150.0,7185.0,2252.0,50268.0,52582.0,11118.0,9500.0,84692.0,24438.0,13385.0,34245.0,118935.0,118935.0,121615.0,121615.0,1978.0,254865.0,835.0,2158.0,432.0,2542.0,6660.0,8102.0,266362.0,8448.0,269805.0,2120.0,1348.0,1922.0,273378.0
2011-04-27,6782.0,16372.0,3420.0,2265.0,4648.0,17330.0,308.0,952.0,652.0,2415.0,4098.0,3055.0,7078.0,1078.0,9812.0,21938.0,32430.0,36408.0,3660.0,42892.0,19128.0,13670.0,15935.0,2085.0,95890.0,3882.0,114068.0,125000.0,1405.0,1398.0,127768.0,852.0,130448.0,318.0,5635.0,139045.0,139062.0,570.0,442.0,1170.0,885.0,660.0,4238.0,390.0,1620.0,810.0,2200.0,3295.0,4888.0,982.0,955.0,3400.0,1422.0,4228.0,738.0,6560.0,7635.0,10458.0,17165.0,785.0,18430.0,18070.0,17045.0,15262.0,702.0,18365.0,12280.0,2570.0,23085.0,100.0,100.0,412.0,1838.0,428.0,8135.0,1945.0,8658.0,6400.0,6700.0,1935.0,1060.0,432.0,2048.0,1808.0,145.0,6950.0,2125.0,50918.0,54110.0,11112.0,9078.0,84342.0,27245.0,14710.0,38048.0,122390.0,122390.0,124918.0,124918.0,1962.0,265168.0,780.0,1950.0,385.0,2655.0,6930.0,9312.0,281508.0,8160.0,284950.0,2135.0,1305.0,1930.0,289668.0
