, KOOTENAI - LIBBY DAM, KOOTENAI - AT LEONIA, NF FLATHEAD - NEAR COLUMBIA FALLS, MF FLATHEAD - NEAR WEST GLACIER, SF FLATHEAD - HUNGRY HORSE DAM, FLATHEAD - AT COLUMBIA FALLS, CLARK FORK - AT DEER LODGE, CLARK FORK - NR DRUMMOND, ROCK CREEK - NEAR CLINTON, BLACKFOOT - NEAR BONNER, CLARK FORK - ABOVE MISSOULA, BITTERROOT - NEAR MISSOULA, CLARK FORK - BELOW MISSOULA, ST. REGIS - NEAR ST. REGIS, CLARK FORK - AT ST REGIS, FLATHEAD - KERR DAM, CLARK FORK - NOXON RAPIDS DAM, CLARK FORK - CABINET GORGE DAM, PRIEST - NEAR PRIEST RIVER, PEND OREILLE - ALBENI FALLS DAM, COEUR D ALENE - COEUR D ALENE LAKE, SPOKANE - AT SPOKANE, SPOKANE - AT LONGLAKE, ST MARIES - NEAR SANTA, COLUMBIA - AT INTL BOUNDARY, KETTLE - AT LAURIER, COLUMBIA - GRAND COULEE DAM, COLUMBIA - CHIEF JOSEPH DAM, OKANOGAN - NEAR TONASKET, METHOW - NEAR PATEROS, COLUMBIA - WELLS DAM, CHELAN - LAKE CHELAN DAM, COLUMBIA - ROCKY REACH DAM, ENTIAT - NEAR ARDENVOIR, WENATCHEE - AT PESHASTIN, COLUMBIA - WANAPUM DAM, COLUMBIA - PRIEST RAPIDS DAM, YAKIMA - KEECHELUS LAKE, KACHESS - KACHESS DAM, YAKIMA - AT EASTON, CLE ELUM - CLE ELUM LAKE, TEANAWAY - BELOW FORKS, YAKIMA - AT UMTANUM, BUMPING - BUMPING LAKE DAM, NACHES - NEAR CLIFFDEL, TIETON - RIMROCK LAKE NEAR RIMROCK, NACHES - NEAR NACHES, YAKIMA - NEAR PARKER, YAKIMA - AT KIONA, HENRYS FORK - ISLAND PARK DAM, FALL RIVER - NEAR CHESTER, HENRYS FORK - AT ST. ANTHONY, TETON - NEAR ST. ANTHONY, HENRYS FORK - AT REXBURG, SNAKE - JACKSON LAKE AT DAM, SNAKE - NEAR JACKSON, SNAKE - NEAR ALPINE, SF SNAKE - PALISADES DAM, SNAKE - NEAR HEISE, WILLOW CREEK - RIRIE DAM, SNAKE - AB EAGLE ROCK NR IDAHO FALLS, SNAKE - NEAR SHELLEY, SNAKE - AT BLACKFOOT, SNAKE - NEAR BLACKFOOT, PORTNEUF - AT POCATELLO, SNAKE - AMERICAN FALLS RESERVOIR, SNAKE - AT MILNER, BRUNEAU - NEAR HOT SPRINGS, SNAKE - BELOW SWAN FALLS, BIG LOST - AT HOWELL RANCH NEAR CHILLY, BIG LOST - MACKAY RESERVOIR NEAR MACKAY, BIG WOOD - AT HAILEY, BIG WOOD - MAGIC DAM, LITTLE WOOD - LITTLE WOOD DAM, OWYHEE - BELOW OWYHEE DAM, SF BOISE - ANDERSON RANCH DAM, BOISE - LUCKY PEAK DAM, BOISE - AT GLENWOOD BRIDGE, BOISE - NEAR PARMA, MALHEUR - WARM SPRINGS DAM, MALHEUR - AGENCY VALLEY DAM, BULLY CREEK - BULLY CREEK DAM, MALHEUR - NEAR VALE, NF PAYETTE - CASCADE DAM, DEADWOOD - NEAR LOWMAN, PAYETTE - NEAR EMMETT, WEISER - NEAR WEISER, SNAKE - AT WEISER, SNAKE - BROWNLEE DAM, SALMON - AT WHITEBIRD, GRANDE RONDE - TROY, SNAKE - NEAR ANATONE, CLEARWATER - AT OROFINO, NF CLEARWATER - DWORSHAK DAM, CLEARWATER - AT SPALDING, SNAKE - LOWER GRANITE DAM, SNAKE - LITTLE GOOSE DAM, SNAKE - LOWER MONUMENTAL DAM, SNAKE - ICE HARBOR DAM, WALLA WALLA - NEAR TOUCHET, COLUMBIA - MCNARY DAM, UMATILLA - NEAR GIBBON, UMATILLA - AT PENDLETON, MCKAY CREEK - NEAR PILOT ROCK, UMATILLA - NEAR UMATILLA, NF JOHN DAY - AT MONUMENT, JOHN DAY - AT SERVICE CK, COLUMBIA - JOHN DAY DAM, DESCHUTES - AT MOODY NR BIGGS, COLUMBIA - THE DALLES DAM, KLICKITAT - NEAR PITT, HOOD - NEAR TUCKER BRIDGE, WHITE SALMON - NEAR UNDERWOOD, COLUMBIA - BONNEVILLE DAM
2016-01-20, 3054, 8991, 667, 485, 858, , 198, 525, 139, , , , , 122, 2692, 5530, 10546, , 928, , 4065, 3498, 5396, 522, 74021, 517, 80394, 71420, 1113, 377, 73436, , 76452, , 1166, 77769, 77768, 109, 186, 210, 326, 25, 1113, , 410, 320, 764, 1693, 2118, 310, , , 281, 1093, 384, 1213, , 2188, 1266, 31, 1594, 1538, 1194, , 172, , 350, 78, 6634, 84, 151, 122, 61, 41, 466, , 298, , 830, 115, , , 58, 299, 68, 1351, 1921, 12159, , 3693, 1988, , 4101, 3078, 7218, 27265, 27265, 28548, 28548, 1450, 113640, 370, 1190, 442, 984, 1492, 2564, 122377, 6452, 126285, 2944, 1764, 1891, 
2016-01-21, 3044, 10488, 657, 477, 858, , 197, 510, 139, , , , , 120, 2672, 5216, 10554, , 916, , 5276, 3438, 5128, 704, 76659, 506, 82346, 69999, 1102, 374, 71488, , 73952, , 1110, 75084, 75104, 112, 208, 230, 299, 26, 1134, , 400, 303, 755, 1770, 2317, 310, , , 279, 1078, 384, 1200, , 2153, 1264, 31, 1577, 1521, 1184, , 171, , 350, 78, 6688, 84, 151, 122, 61, 41, 475, , 310, , 837, 244, , , 58, 292, 68, 1356, 1718, 12692, , 3689, 2353, , 4440, 3416, 8104, 28594, 28594, 29947, 29947, 1901, 109679, 404, 1206, 528, 1287, 1634, 2860, 118707, 6634, 122091, 3459, 1949, 1971, 
2016-01-22, 3023, 10374, 649, 467, 846, , 194, 494, 139, , , , , 113, 2622, 4860, 10540, , 929, , 5234, 3377, 6190, 492, 77358, 529, 83775, 69999, 1095, 371, 71474, , 73926, , 1109, 75027, 75026, 225, 330, 373, 498, 27, 1387, , 393, 459, 880, 1985, 2572, 308, , , 277, 1066, 384, 1195, , 2146, 1264, 31, 1562, 1502, 1168, , 171, , 350, 78, 6648, 84, 151, 122, 62, 40, 420, , 228, , 796, 131, , , 58, 287, 67, 1176, 956, 11734, , 3656, 1981, , 4420, 2912, 7915, 27837, 27837, 31297, 31297, 1486, 109715, 337, 870, 361, 976, 1138, 2051, 118064, 6819, 121587, 4492, 2973, 2569, 
2016-01-23, 3007, 8784, 641, 461, 833, , 196, 485, 139, , , , , 141, 2595, 4452, 10528, , 997, , 6268, 3316, 4966, 617, 76580, 676, 83843, 70070, 1089, 368, 71515, , 73939, , 1253, 75160, 75152, 240, 348, 380, 617, 44, 1628, , 414, 465, 1111, 2708, 3094, 308, , , 276, 1058, 384, 1192, , 2140, 1264, 31, 1551, 1489, 1152, , 171, , 350, 78, 6664, 83, 149, 122, 63, 41, 386, , 213, , 828, 90, , , 58, 284, 66, 1074, 939, 11143, , 3631, 1988, , 4198, 3172, 8024, 27942, 27942, 30134, 30134, 1398, 110472, 368, 800, 351, 780, 1000, 1810, 118147, 7232, 122047, 4938, 3447, 3106, 
2016-01-24, 2993, 5965, 632, 452, 832, , 198, 479, 139, , , , , 153, 2574, 4474, 10560, , 965, , 6551, 3256, 6240, 546, 73212, 628, 80326, 71714, 1101, 364, 73006, , 75252, , 1235, 76249, 76175, 190, 258, 276, 450, 58, 1485, , 437, 380, 992, 2816, 3580, 306, , , 276, 1049, 384, 1187, , 2130, 1263, 31, 1542, 1478, 1141, , 170, , 350, 78, 6682, 82, 148, 122, 63, 41, 397, , 233, , 868, 124, , , 58, 307, 66, 1106, 1311, 11406, , 3619, 1849, , 4099, 3699, 7903, 27541, 27541, 30349, 30349, 1265, 110008, 321, 758, 300, 718, 928, 1693, 117309, 6634, 120590, 3739, 2746, 2604, 
2016-01-25, 2970, 4976, 625, 445, 822, , 195, 472, 139, , , , , 137, 2525, 4461, 10548, , 928, , 6123, 3195, 5279, 392, 72507, 596, 79298, 75213, 1156, 362, 76290, , 78288, , 1140, 78896, 78739, 173, 216, 240, 375, 43, 1326, , 426, 344, 888, 2590, 3692, 306, , , 276, 1040, 384, 1182, , 2119, 1260, 32, 1532, 1467, 1131, , 169, , 350, 78, 6700, 82, 148, 122, 64, 41, 380, , 227, , 835, 126, , , 58, 292, 65, 1136, 1072, 11362, , 3612, 1633, , 3998, 3661, 7250, 26461, 26461, 29089, 29089, 1101, 111720, 255, 648, 216, 670, 846, 1656, 118919, 5986, 121468, 3098, 2058, 2111, 
2016-01-26,2955.0,8500.0,622.0,440.0,809.0,3751.0,194.0,462.0,139.0,527.0,1248.0,587.0,2016.0,119.0,2472.0,4446.0,10513.0,12794.0,903.0,16073.0,4910.0,3135.0,4684.0,278.0,71500.0,572.0,77524.0,77999.0,1182.0,358.0,79507.0,624.0,81663.0,126.0,1085.0,82604.0,82525.0,160.0,191.0,225.0,330.0,36.0,1221.0,137.0,410.0,319.0,810.0,2383.0,3473.0,306.0,410.0,725.0,275.0,1033.0,382.0,1179.0,1467.0,2109.0,1259.0,33.0,1521.0,1454.0,1120.0,1131.0,168.0,3769.0,350.0,78.0,6719.0,82.0,148.0,122.0,65.0,41.0,344.0,252.0,200.0,261.0,817.0,90.0,64.0,127.0,58.0,276.0,64.0,1081.0,775.0,10861.0,13306.0,3604.0,1415.0,25227.0,3767.0,2966.0,6538.0,25302.0,25302.0,27086.0,27086.0,872.0,112832.0,180.0,528.0,142.0,558.0,678.0,1398.0,119721.0,5621.0,121894.0,2892.0,1690.0,1841.0,149512.0
2016-01-27,2932.0,9844.0,615.0,430.0,798.0,3750.0,194.0,453.0,139.0,519.0,1230.0,587.0,1990.0,112.0,2428.0,4442.0,10484.0,12550.0,892.0,15779.0,3997.0,3074.0,4383.0,254.0,70962.0,556.0,76524.0,77999.0,1167.0,354.0,79533.0,650.0,81600.0,128.0,1056.0,82662.0,82664.0,148.0,178.0,222.0,300.0,38.0,1170.0,180.0,396.0,300.0,745.0,2237.0,3310.0,305.0,410.0,720.0,274.0,1025.0,381.0,1178.0,1452.0,2102.0,1259.0,33.0,1514.0,1444.0,1110.0,1136.0,168.0,3773.0,350.0,78.0,6737.0,82.0,148.0,122.0,66.0,42.0,345.0,253.0,195.0,260.0,870.0,82.0,61.0,132.0,58.0,351.0,63.0,1044.0,1092.0,10732.0,12590.0,3582.0,1487.0,23318.0,3460.0,2839.0,5999.0,24634.0,24634.0,25863.0,25863.0,861.0,113238.0,194.0,546.0,192.0,454.0,803.0,1386.0,120218.0,6064.0,122879.0,3232.0,1906.0,2006.0,151419.0
2016-01-28,2923.0,9876.0,604.0,426.0,786.0,3748.0,196.0,448.0,139.0,510.0,1213.0,583.0,1961.0,112.0,2394.0,4440.0,10473.0,12462.0,888.0,16164.0,3862.0,3014.0,4304.0,350.0,71292.0,548.0,76511.0,77999.0,1137.0,350.0,79518.0,746.0,81573.0,162.0,1038.0,82618.0,82620.0,138.0,164.0,220.0,275.0,39.0,1128.0,253.0,383.0,282.0,688.0,2138.0,3163.0,304.0,410.0,714.0,274.0,1016.0,381.0,1183.0,1438.0,2099.0,1259.0,33.0,1505.0,1434.0,1102.0,1130.0,168.0,3774.0,350.0,78.0,6757.0,80.0,145.0,122.0,68.0,49.0,396.0,253.0,258.0,260.0,959.0,172.0,60.0,136.0,58.0,553.0,63.0,1259.0,1932.0,11761.0,12127.0,3566.0,1979.0,24360.0,3460.0,4262.0,6247.0,25442.0,25442.0,26582.0,26582.0,1107.0,113040.0,224.0,568.0,224.0,476.0,952.0,1681.0,120004.0,6162.0,122700.0,3004.0,1714.0,1980.0,150413.0
2016-01-29,2897.0,9878.0,598.0,419.0,774.0,3780.0,196.0,453.0,139.0,506.0,1202.0,580.0,1940.0,111.0,2364.0,4450.0,10474.0,12537.0,923.0,20311.0,3977.0,2954.0,4718.0,384.0,71738.0,547.0,77470.0,77957.0,1112.0,350.0,79456.0,1548.0,81510.0,258.0,1100.0,82602.0,82601.0,129.0,154.0,219.0,260.0,43.0,1124.0,747.0,372.0,268.0,637.0,2075.0,3053.0,304.0,410.0,711.0,274.0,1006.0,381.0,1182.0,1424.0,2102.0,1259.0,33.0,1495.0,1423.0,1092.0,1123.0,170.0,3768.0,350.0,78.0,6776.0,80.0,144.0,122.0,68.0,53.0,435.0,261.0,278.0,260.0,942.0,217.0,110.0,507.0,58.0,448.0,62.0,1542.0,2129.0,12314.0,12148.0,3591.0,2216.0,24230.0,3756.0,4378.0,6742.0,26261.0,26261.0,28744.0,28744.0,1012.0,114301.0,226.0,604.0,271.0,489.0,922.0,1603.0,121240.0,5977.0,123682.0,2887.0,1634.0,1891.0,149367.0
