, LIBBY DAM, KOOTENAI RIV AT LEONIA, NF FLATHEAD R NR COLUMBIA FALL, MF FLATHEAD NR WEST GLACIER, DAM AT HUNGRY HORSE, FLATHEAD R AT COLUMBIA FALLS, CLARK FORK AT DEER LODGE, ROCK CREEK NR CLINTON, BLACKFOOT R NR BONNER, CLARK FORK AB MISSOULA, BITTERROOT R NR MISSOULA, CLARK FORK BELOW MISSOULA, ST. REGIS R. NR ST. REGIS, CLARK FORK AT ST REGIS    TB20, KERR DAM, NOXON RAPIDS DAM, CABINET GORGE DAM, PRIEST R NR PRIEST RIVER, ALBENI FALLS DAM, COEUR D'ALENE LAKE, SPOKANE RIVER AT SPOKANE, SPOKANE RIV AT LONGLAKE, ST MARIES R NR SANTA, COLUMBIAR @INTERNATL BOUNDAR, KETTLE RIVER AT LAURIER, GRAND COULEE DAM, CHIEF JOSEPH DAM, OKANOGAN RIVER NEAR TONASKET, METHOW R NEAR PATEROS, WELLS DAM, LAKE CHELAN DAM, ROCKY REACH DAM, ENTIAT R NR ARDENVOIR, WENATCHEE R AT PESHASTIN  TB20, WANAPUM DAM, PRIEST RAPIDS DAM, KEECHELUS LAKE, KACHESS DAM NEAR EASTON, YAKIMA RIVER AT EASTON, CLE ELUM LAKE NEAR ROSLYN, YAKIMA RIVER AT CLE ELUM, TEANAWAY RIVER BLW FORKS, YAKIMA RIVER AT UMTANUM, BUMPING LK DM NR GOOSE PRAIRIE, NACHES RIVER NEAR CLIFFDEL, RIMROCK LAKE NEAR RIMROCK, NACHES RIVER NEAR NACHES, YAKIMA RIVER NEAR PARKER, YAKIMA RIVER AT KIONA, ISLAND PARK 1SWIS.PARKDM&RES, FALL RIVER NR CHESTER, HENRYS FORK AT ST. ANTHONY, TETON RIVER NEAR ST. ANTHONY, HENRYS FORK NEAR REXBURG, SNKE R ON JACKSN LK AT DM TB20, SNAKE RIVER NR JACKSON, SNAKE RIVER NR ALPINE, PALISADES DAM, SNAKE RIVER NR HEISE, RIRIE DAM AND LAKE ON WILLOW C, SNAKE AB EAGLE ROCK NR ID FALL, SNAKE RIVER NR SHELLEY, SNAKE RIVER AT BLACKFOOT, SNAKE RIVER NEAR BLACKFOOT, PORTNEUF RIVER AT POCATELLO, AMERICAN FALLS RESERVOIR  TB12, SNAKE RIV AT MILNER, BRUNEAU RIVER NR HOT SPRINGS, SNAKE RIVER BELOW SWAN FALLS, BIG LOST R@HOW'L RNCH NR CHILL, BIG LOST R AT MACKAY, BIG WOOD RIVER AT HAILEY, MAGIC DAM OUTFLOW, LITL.WOODDM&RESNRCAREY, OWYHEE BELOW OWYHEE DAM, ANDERSON RANCH DAM, BOISE LUCKY PEAK DAM, BOISE RIVER AT GLENWOOD BRIDGE, BOISE RIVER NR PARMA, WARM SPRINGS DAM & RESERVOIR, AGENCY VLY DAM & BEULAH RSVR, BULLY CREEK DAM & RES     TB12, MALHEUR RIVER NR VALE, CASCADE DAM               TB12, DEADWOOD RESERVOIR NR LOWMAN, PAYETTE RIVER NEAR EMMETT, WEISER RIVER NR WEISER, SNAKE RIVER AT WEISER, BROWNLEE DAM, SALMON R AT WHITEBIRD, GRANDE RONDE RIVER AT TROY, SNAKE RIVER NR ANATONE, CLEARWATER R AT OROFINO, DWORSHAK DAM, CLEARWATER R AT SPALDING, LOWER GRANITE DAM, LITTLE GOOSE DAM, LOWER MONUMENTAL DAM, ICE HARBOR DAM, WALLA WALLA RIV NEAR TOUCHET, MCNARY DAM NEAR MCNARY, UMATILLA R NR GIBBON, UMATILLA R AT PENDLETON, MCKAY CR NR PILOTROCK, UMATILLA RIVER NEAR UMATILLA, NF JOHN DAY RIV AT MONUMENT, JOHN DAY RIVER AT SERVICE CK, JOHN DAY DAM, DESCHUTES R AT MOODY NR BIGGS, THE DALLES, KLICKITAT R NR PITT, HOOD R NR TUCKER BRIDGE   TB20, WHITE SALMON R NEAR UNDERWOOD, BONNEVILLE DAM
2010-04-05,2885.0,5710.0,926.0,1192.0,1683.0,3632.0,219.0,203.0,702.0,1520.0,778.0,2333.0,216.0,3192.0,4500.0,7109.0,7970.0,1752.0,10874.0,5347.0,6176.58,6595.0,263.0,37694.0,1659.0,46632.0,58658.0,1072.0,655.0,58547.0,1157.0,57858.0,117.0,1802.0,58731.0,58601.0,237.0,232.0,237.0,763.0,629.0,210.0,1305.0,135.0,676.0,264.0,753.0,1069.0,2320.0,407.0,435.0,1210.0,406.0,1061.0,395.0,1176.0,1407.0,2319.0,1291.0,55.0,2028.0,1843.0,1380.0,1601.0,253.0,4331.0,756.0,155.0,6374.0,78.0,112.0,196.0,268.0,105.0,932.0,340.0,1747.0,637.0,709.0,237.0,151.0,188.0,246.0,544.0,62.0,1874.0,1602.0,11461.0,13811.0,4648.0,2025.0,23354.0,4265.0,3086.0,6226.0,29580.0,29580.0,29995.0,29995.0,588.0,93576.0,252.0,568.0,220.0,517.0,1160.0,1718.0,92077.0,6373.0,94838.0,2141.0,1013.0,1736.0,102372.0
2010-04-06,2853.0,5559.0,906.0,1150.0,1621.0,3559.0,221.0,204.0,668.0,1467.0,770.0,2270.0,212.0,3057.0,4392.0,6995.0,7883.0,1788.0,12125.0,5039.0,5695.92,6115.0,246.0,37166.0,1771.0,45204.0,62000.0,1047.0,624.0,63700.0,1136.0,65158.0,114.0,1805.0,69369.0,69288.0,249.0,216.0,249.0,735.0,622.0,199.0,1321.0,128.0,634.0,257.0,681.0,1099.0,2299.0,404.0,423.0,1140.0,391.0,1011.0,383.0,1197.0,1425.0,2339.0,1315.0,54.0,2024.0,1804.0,1342.0,1529.0,252.0,4257.0,755.0,154.0,6361.0,76.0,108.0,193.0,267.0,101.0,1042.0,332.0,1804.0,684.0,948.0,226.0,144.0,232.0,241.0,592.0,61.0,2093.0,1928.0,12246.0,13952.0,4604.0,2157.0,23080.0,4339.0,3589.0,6029.0,29108.0,29108.0,29511.0,29511.0,553.0,95381.0,231.0,551.0,319.0,487.0,1331.0,1741.0,93932.0,6345.0,96400.0,2096.0,967.0,1756.0,101119.0
2010-04-07,2821.0,5552.0,910.0,1139.0,1612.0,3522.0,224.0,202.0,641.0,1450.0,782.0,2263.0,213.0,2967.0,4276.0,6897.0,7774.0,1800.0,11276.0,5127.0,5203.97,5643.0,264.0,37077.0,1778.0,44614.0,61000.0,1016.0,612.0,62871.0,1122.0,64527.0,110.0,1838.0,68962.0,69017.0,247.0,204.0,253.0,622.0,618.0,196.0,1199.0,120.0,599.0,272.0,618.0,897.0,2197.0,401.0,383.0,994.0,375.0,905.0,381.0,1220.0,1443.0,2355.0,1353.0,53.0,1987.0,1768.0,1301.0,1478.0,263.0,4142.0,754.0,155.0,6346.0,74.0,105.0,189.0,242.0,98.0,1420.0,327.0,1737.0,658.0,893.0,239.0,142.0,173.0,213.0,517.0,60.0,1995.0,1583.0,12222.0,14120.0,4543.0,2513.0,22820.0,4605.0,3382.0,6259.0,29079.0,29079.0,29470.0,29470.0,527.0,95886.0,232.0,543.0,408.0,416.0,1631.0,1901.0,94200.0,6273.0,96534.0,1984.0,858.0,1709.0,101156.0
2010-04-08,2790.0,5606.0,1051.0,1165.0,1636.0,3641.0,228.0,207.0,618.0,1463.0,791.0,2281.0,240.0,2959.0,4196.0,6817.0,7686.0,1821.0,11420.0,5165.0,5039.5,5365.0,552.0,37038.0,1801.0,44577.0,58000.0,989.0,659.0,59730.0,1193.0,61306.0,107.0,2005.0,65843.0,65955.0,245.0,199.0,262.0,534.0,611.0,239.0,1164.0,114.0,569.0,309.0,644.0,754.0,2125.0,398.0,362.0,918.0,370.0,765.0,381.0,1248.0,1483.0,2396.0,1470.0,51.0,1913.0,1691.0,1234.0,1410.0,288.0,4069.0,753.0,167.0,6348.0,73.0,101.0,186.0,223.0,95.0,2020.0,331.0,1868.0,629.0,862.0,433.0,148.0,147.0,169.0,688.0,59.0,1962.0,1330.0,11716.0,13494.0,4485.0,2496.0,22950.0,4517.0,3206.0,6199.0,29150.0,29150.0,29529.0,29529.0,541.0,99979.0,431.0,737.0,468.0,438.0,1979.0,2190.0,99330.0,6217.0,101587.0,1841.0,755.0,1578.0,105740.0
2010-04-09,2760.0,5796.0,1196.0,1212.0,1698.0,3843.0,232.0,228.0,596.0,1469.0,825.0,2319.0,248.0,2990.0,4292.0,6853.0,7727.0,1835.0,11344.0,5369.0,4784.93,5237.0,723.0,36988.0,1868.0,44317.0,56000.0,986.0,722.0,58128.0,1194.0,59976.0,104.0,2111.0,64684.0,64787.0,224.0,182.0,283.0,502.0,632.0,238.0,1173.0,108.0,542.0,292.0,635.0,687.0,2099.0,398.0,340.0,857.0,376.0,663.0,385.0,1270.0,1516.0,2428.0,1758.0,54.0,1940.0,1661.0,1150.0,1316.0,312.0,3958.0,752.0,179.0,6355.0,71.0,97.0,185.0,203.0,93.0,3030.0,345.0,2039.0,595.0,811.0,538.0,161.0,130.0,159.0,765.0,58.0,1860.0,1155.0,11386.0,13016.0,4427.0,2261.0,22356.0,4492.0,3628.0,6098.0,28455.0,28455.0,28825.0,28825.0,514.0,97503.0,403.0,845.0,372.0,622.0,1800.0,2392.0,97881.0,6130.0,100239.0,1732.0,712.0,1500.0,104552.0
2010-04-10,2731.0,5900.0,1146.0,1214.0,1734.0,3841.0,231.0,229.0,577.0,1452.0,847.0,2322.0,204.0,2979.0,4377.0,6867.0,7747.0,1830.0,10729.0,5479.0,4654.43,5020.0,423.0,36870.0,1812.0,43654.0,50000.0,1041.0,714.0,51842.0,1103.0,53546.0,102.0,1901.0,58132.0,58379.0,191.0,155.0,297.0,429.0,650.0,213.0,1173.0,103.0,522.0,281.0,614.0,575.0,1955.0,406.0,353.0,968.0,391.0,674.0,394.0,1298.0,1566.0,2488.0,2066.0,64.0,2155.0,1831.0,1185.0,1305.0,325.0,3917.0,751.0,190.0,6360.0,70.0,93.0,185.0,212.0,91.0,3400.0,424.0,2191.0,562.0,788.0,445.0,153.0,119.0,182.0,734.0,58.0,1700.0,1053.0,11031.0,12551.0,4362.0,2085.0,19956.0,4353.0,3217.0,5982.0,25938.0,25938.0,26301.0,26301.0,431.0,94135.0,279.0,611.0,294.0,678.0,1352.0,2172.0,95416.0,6029.0,97765.0,1639.0,638.0,1334.0,101944.0
2010-04-11,2703.0,5711.0,1080.0,1179.0,1732.0,3718.0,230.0,226.0,558.0,1416.0,817.0,2254.0,183.0,2928.0,4219.0,6836.0,7713.0,1830.0,10605.0,5043.0,4661.89,5047.0,304.0,36778.0,1724.0,43606.0,52750.0,1112.0,698.0,53888.0,1065.0,54766.0,99.0,1672.0,57840.0,57712.0,186.0,147.0,314.0,390.0,668.0,190.0,1161.0,99.0,513.0,278.0,621.0,465.0,1748.0,410.0,363.0,1018.0,396.0,782.0,413.0,1355.0,1649.0,2590.0,2379.0,62.0,2509.0,2147.0,1391.0,1467.0,328.0,3939.0,750.0,226.0,6383.0,69.0,91.0,180.0,223.0,87.0,3058.0,400.0,2318.0,528.0,753.0,341.0,142.0,110.0,213.0,648.0,57.0,1578.0,980.0,10723.0,12146.0,4294.0,1986.0,19057.0,4104.0,2753.0,5707.0,24763.0,24763.0,25118.0,25118.0,381.0,90807.0,209.0,461.0,257.0,452.0,1033.0,1791.0,91490.0,5949.0,93690.0,1560.0,594.0,1247.0,97485.0
2010-04-12,2676.0,5489.0,1051.0,1144.0,1723.0,3633.0,232.0,220.0,541.0,1385.0,802.0,2206.0,172.0,2847.0,3993.0,6777.0,7650.0,1835.0,10525.0,4496.0,4669.36,5077.0,279.0,36698.0,1650.0,43690.0,61000.0,1119.0,691.0,62584.0,1036.0,63657.0,97.0,1558.0,66292.0,65980.0,183.0,146.0,335.0,364.0,691.0,172.0,1156.0,95.0,531.0,273.0,657.0,402.0,1560.0,422.0,374.0,1107.0,409.0,890.0,476.0,1429.0,1789.0,2780.0,2699.0,63.0,2933.0,2560.0,1738.0,1781.0,327.0,4169.0,749.0,243.0,6415.0,69.0,89.0,176.0,217.0,85.0,2533.0,330.0,2461.0,494.0,728.0,271.0,136.0,104.0,252.0,603.0,56.0,1479.0,914.0,10480.0,11834.0,4229.0,1925.0,20242.0,3893.0,2564.0,5449.0,25691.0,25691.0,26039.0,26039.0,369.0,90448.0,182.0,384.0,256.0,300.0,880.0,1495.0,90550.0,5925.0,92614.0,1490.0,566.0,1209.0,96006.0
2010-04-13,2650.0,5302.0,1016.0,1120.0,1706.0,3560.0,231.0,211.0,525.0,1355.0,772.0,2144.0,165.0,2787.0,3801.0,6735.0,7604.0,1844.0,10429.0,4126.0,4676.82,5107.0,265.0,36630.0,1606.0,43566.0,61000.0,1086.0,674.0,62790.0,1009.0,64227.0,95.0,1460.0,67455.0,67463.0,171.0,135.0,353.0,340.0,714.0,158.0,1156.0,91.0,549.0,261.0,666.0,350.0,1411.0,418.0,354.0,1065.0,405.0,974.0,507.0,1409.0,1813.0,2884.0,3012.0,58.0,3361.0,2982.0,2146.0,2177.0,326.0,4525.0,748.0,219.0,6404.0,69.0,87.0,172.0,197.0,83.0,1882.0,300.0,2620.0,461.0,687.0,239.0,132.0,100.0,287.0,546.0,56.0,1385.0,853.0,10319.0,11627.0,4161.0,1879.0,19437.0,3800.0,2431.0,5281.0,24718.0,24718.0,25058.0,25058.0,367.0,91102.0,168.0,340.0,218.0,212.0,805.0,1327.0,91201.0,5902.0,93216.0,1422.0,544.0,1182.0,96423.0
2010-04-14,2625.0,5133.0,988.0,1093.0,1674.0,3490.0,229.0,203.0,511.0,1328.0,742.0,2085.0,159.0,2714.0,3625.0,6665.0,7527.0,1858.0,10349.0,3853.0,4684.29,5137.0,255.0,36554.0,1543.0,43422.0,61000.0,1059.0,653.0,62749.0,983.0,64186.0,93.0,1378.0,67225.0,67235.0,164.0,126.0,369.0,320.0,734.0,148.0,1154.0,89.0,551.0,253.0,657.0,245.0,1269.0,413.0,320.0,934.0,393.0,898.0,493.0,1346.0,1714.0,2741.0,3311.0,58.0,3720.0,3358.0,2550.0,2580.0,325.0,4860.0,747.0,206.0,6393.0,69.0,85.0,170.0,168.0,82.0,1422.0,297.0,2783.0,427.0,602.0,223.0,129.0,97.0,306.0,589.0,56.0,1302.0,795.0,10123.0,11434.0,4088.0,1840.0,18924.0,3685.0,2217.0,5168.0,24092.0,24092.0,24425.0,24425.0,363.0,91363.0,153.0,302.0,191.0,140.0,754.0,1228.0,91605.0,5880.0,93599.0,1362.0,526.0,1160.0,96710.0
