, KOOTENAI - LIBBY DAM, KOOTENAI - AT LEONIA, NF FLATHEAD - NEAR COLUMBIA FALLS, MF FLATHEAD - NEAR WEST GLACIER, SF FLATHEAD - HUNGRY HORSE DAM, FLATHEAD - AT COLUMBIA FALLS, CLARK FORK - AT DEER LODGE, CLARK FORK - NR DRUMMOND, ROCK CREEK - NEAR CLINTON, BLACKFOOT - NEAR BONNER, CLARK FORK - ABOVE MISSOULA, BITTERROOT - NEAR MISSOULA, CLARK FORK - BELOW MISSOULA, ST. REGIS - NEAR ST. REGIS, CLARK FORK - AT ST REGIS, FLATHEAD - KERR DAM, CLARK FORK - NOXON RAPIDS DAM, CLARK FORK - CABINET GORGE DAM, PRIEST - NEAR PRIEST RIVER, PEND OREILLE - ALBENI FALLS DAM, COEUR D ALENE - NEAR POTLATCH, SPOKANE - AT SPOKANE, SPOKANE - AT LONGLAKE, ST MARIES - NEAR SANTA, COLUMBIA - AT INTL BOUNDARY, KETTLE - AT LAURIER, COLUMBIA - GRAND COULEE DAM, COLUMBIA - CHIEF JOSEPH DAM, OKANOGAN - NEAR TONASKET, METHOW - NEAR PATEROS, COLUMBIA - WELLS DAM, CHELAN - LAKE CHELAN DAM, COLUMBIA - ROCKY REACH DAM, ENTIAT - NEAR ARDENVOIR, WENATCHEE - AT PESHASTIN, COLUMBIA - WANAPUM DAM, COLUMBIA - PRIEST RAPIDS DAM, YAKIMA - KEECHELUS LAKE, KACHESS - KACHESS DAM, YAKIMA - AT EASTON, CLE ELUM - CLE ELUM LAKE, TEANAWAY - BELOW FORKS, YAKIMA - AT UMTANUM, BUMPING - BUMPING LAKE DAM, NACHES - NEAR CLIFFDEL, TIETON - RIMROCK LAKE NEAR RIMROCK, NACHES - NEAR NACHES, YAKIMA - NEAR PARKER, YAKIMA - AT KIONA, HENRYS FORK - ISLAND PARK DAM, FALLS - NEAR CHESTER, HENRY'S FORK - AT ST. ANTHONY, TETON - NEAR ST. ANTHONY, HENRYS FORK - AT REXBURG, SNAKE - JACKSON LAKE AT DAM, SNAKE - NEAR JACKSON, SNAKE - NEAR ALPINE, SF SNAKE - PALISADES DAM, SNAKE - NEAR HEISE, WILLOW CREEK - RIRIE DAM, SNAKE - AB EAGLE ROCK NR IDAHO FALLS, SNAKE - NEAR SHELLEY, SNAKE - AT BLACKFOOT, SNAKE - NEAR BLACKFOOT, PORTNEUF - AT POCATELLO, SNAKE - AMERICAN FALLS RESERVOIR, SNAKE - AT MILNER, BRUNEAU - NEAR HOT SPRINGS, SNAKE - BELOW SWAN FALLS, BIG LOST - NEAR POTLATCH, BIG LOST - MACKAY RESERVOIR NEAR MACKAY, BIG WOOD - AT HAILEY, BIG WOOD - MAGIC DAM, LITTLE WOOD - LITTLE WOOD DAM, OWYHEE - BELOW OWYHEE DAM, SF BOISE - ANDERSON RANCH DAM, BOISE - LUCKY PEAK DAM, BOISE - AT GLENWOOD BRIDGE, BOISE - NEAR PARMA, MALHEUR - WARM SPRINGS DAM, MALHEUR - AGENCY VALLEY DAM, BULLY CREEK - BULLY CREEK DAM, MALHEUR - NEAR VALE, NF PAYETTE - CASCADE DAM, DEADWOOD - NEAR LOWMAN, PAYETTE - NEAR EMMETT, WEISER - NEAR WEISER, SNAKE - AT WEISER, SNAKE - BROWNLEE DAM, SALMON - AT WHITEBIRD, GRANDE RONDE - TROY, SNAKE - NEAR ANATONE, CLEARWATER - AT OROFINO, CLEARWATER - DWORSHAK DAM, CLEARWATER - AT SPALDING, SNAKE - LOWER GRANITE DAM, SNAKE - LITTLE GOOSE DAM, SNAKE - LOWER MONUMENTAL DAM, SNAKE - ICE HARBOR DAM, WALLA WALLA - NEAR TOUCHET, COLUMBIA - MCNARY DAM, UMATILLA - NEAR GIBBON, UMATILLA - AT PENDLETON, MCKAY CREEK - NEAR PILOT ROCK, UMATILLA - NEAR UMATILLA, NF JOHN DAY - AT MONUMENT, JOHN DAY - AT SERVICE CK, COLUMBIA - JOHN DAY DAM, DESCHUTES - AT MOODY NR BIGGS, COLUMBIA - THE DALLES DAM, KLICKITAT - NEAR PITT, HOOD - NEAR TUCKER BRIDGE, WHITE SALMON - NEAR UNDERWOOD, COLUMBIA - BONNEVILLE DAM
2011-02-22, 3218, 5140, 858, 760, 1022, 3815, 250, 812, 210, 602, 1702, 785, 2475, 220, 3115, 5660, 13730, 15270, 1035, 16538, 7332, 8190, 10302, 502, 76788, 450, 87692, 110462, 770, 422, 111665, 1330, 113695, 120, 2002, 115745, 115758, 110, 178, 378, 365, 330, 1578, 152, 415, 262, 770, 2782, 3808, 420, 380, 1030, 340, 1282, 460, 1242, 1430, 2282, 2510, 50, 3045, 3220, 2950, 2972, 260, 5658, 4610, 208, 12018, 80, 140, 150, 175, 60, 2000, 365, 1382, 945, 1692, 488, 162, 225, 1920, 242, 70, 1552, 2302, 21488, 23630, 3595, 2442, 31458, 5375, 4145, 18098, 49555, 49555, 50882, 50882, , 172310, , , , , , , 185312, , 189152, , , , 195175
2011-02-23, 3205, 5140, 850, 752, 992, 3795, 250, 838, 210, 600, 1702, 785, 2482, 222, 3110, 5622, 13728, 15270, 1050, 16548, 7398, 8098, 10092, 535, 76910, 450, 87598, 110360, 770, 420, 111550, 1308, 113540, 120, 1938, 115505, 115508, 102, 185, 385, 375, 332, 1578, 158, 398, 265, 765, 2762, 3788, 420, 370, 1020, 340, 1265, 460, 1238, 1418, 2268, 2510, 50, 3035, 3190, 2922, 2955, 260, 5688, 4610, 210, 12022, 80, 140, 150, 180, 60, 2130, 380, 1390, 978, 1718, 518, 178, 198, 1888, 242, 70, 1612, 2418, 21938, 24215, 3580, 2665, 31785, 5458, 4198, 18215, 50000, 50000, 51270, 51270, , 172145, , , , , , , 184972, , 188822, , , , 194680
2011-02-24, 3192, 5150, 840, 738, 968, 3772, 250, 850, 210, 592, 1718, 782, 2490, 230, 3115, 5585, 13705, 15248, 1058, 16525, 7275, 8012, 9925, 532, 76962, 450, 87515, 110275, 770, 410, 111465, 1302, 113432, 115, 1928, 115375, 115378, 100, 180, 400, 375, 335, 1600, 172, 382, 270, 762, 2762, 3778, 420, 370, 1012, 340, 1250, 460, 1230, 1408, 2252, 2510, 50, 3018, 3160, 2900, 2938, 260, 5720, 4612, 220, 12030, 75, 140, 150, 180, 60, 2182, 375, 1398, 1015, 1762, 510, 178, 200, 1900, 252, 70, 1640, 2518, 22190, 24570, 3560, 2818, 31962, 5545, 4300, 18172, 50138, 50138, 51408, 51408, , 172122, , , , , , , 185018, , 188850, , , , 194588
2011-02-25, 3180, 5152, 832, 722, 940, 3748, 250, 842, 210, 588, 1712, 778, 2490, 225, 3120, 5530, 13665, 15215, 1070, 16578, 7132, 7922, 9818, 555, 76992, 450, 87432, 110190, 760, 410, 111375, 1360, 113385, 112, 1930, 115320, 115325, 100, 178, 385, 375, 338, 1615, 178, 365, 275, 760, 2780, 3792, 420, 370, 1002, 340, 1232, 460, 1222, 1395, 2238, 2515, 50, 3005, 3128, 2872, 2920, 255, 5748, 4620, 228, 12042, 70, 140, 150, 182, 60, 2215, 370, 1410, 1045, 1790, 528, 180, 188, 1955, 262, 70, 1685, 2578, 22518, 24935, 3542, 2900, 32082, 5670, 4580, 18652, 50735, 50735, 51975, 51975, , 172515, , , , , , , 185478, , 189210, , , , 194975
2011-02-26, 3162, 5158, 828, 708, 920, 3720, 250, 835, 210, 580, 1698, 775, 2475, 218, 3100, 5470, 13610, 15158, 1075, 16510, 6925, 7820, 9680, 545, 77070, 450, 87368, 110130, 760, 402, 111302, 1362, 113342, 120, 1905, 115252, 115260, 95, 180, 375, 382, 320, 1595, 180, 352, 275, 748, 2760, 3832, 420, 370, 995, 340, 1220, 460, 1218, 1388, 2222, 2520, 50, 2995, 3098, 2845, 2898, 250, 5748, 4620, 230, 12050, 70, 140, 150, 190, 60, 2342, 368, 1420, 1068, 1812, 522, 185, 142, 1888, 242, 70, 1718, 2482, 22650, 25072, 3528, 2910, 32150, 5678, 4330, 18362, 50515, 50515, 51680, 51680, , 172580, , , , , , , 185805, , 189478, , , , 195275
2011-02-27, 3148, 5140, 820, 692, 895, 3692, 250, 828, 210, 575, 1688, 768, 2455, 205, 3070, 5410, 13528, 15068, 1075, 16348, 6548, 7695, 9512, 518, 76995, 450, 87172, 109958, 760, 400, 111138, 1312, 113155, 120, 1872, 115065, 115078, 90, 172, 372, 372, 308, 1570, 178, 338, 270, 725, 2708, 3818, 412, 362, 990, 340, 1205, 460, 1210, 1380, 2212, 2520, 50, 2980, 3068, 2822, 2870, 250, 5718, 4620, 230, 12050, 70, 140, 148, 190, 60, 2460, 358, 1438, 1078, 1818, 492, 182, 128, 1885, 225, 70, 1722, 2398, 22600, 24982, 3510, 2800, 31930, 5575, 4045, 17858, 49790, 49790, 50820, 50820, , 171800, , , , , , , 184920, , 188542, , , , 194290
2011-02-28, 3135, 5118, 810, 678, 872, 4225, 250, 812, 210, 570, 1668, 755, 2425, 200, 3035, 5385, 13428, 14962, 1072, 16278, 6248, 7532, 9375, 515, 76838, 450, 86898, 109680, 760, 400, 110858, 1280, 112828, 110, 1840, 114710, 114728, 90, 175, 372, 368, 312, 1552, 175, 325, 268, 710, 2660, 3762, 410, 360, 980, 338, 1190, 460, 1202, 1370, 2198, 2520, 50, 2968, 3040, 2800, 2840, 250, 5688, 4620, 222, 12045, 70, 135, 140, 190, 60, 2412, 350, 1460, 1090, 1828, 505, 180, 138, 1842, 220, 60, 1732, 2372, 22645, 25055, 3485, 2688, 31682, 5468, 3928, 17560, 49240, 49240, 50292, 50292, , 170675, , , , , , , 183215, , 186758, , , , 192340
2011-03-01, 3122, 5118, 802, 665, 850, 4972, 250, 812, 210, 560, 1645, 755, 2402, 200, 3008, 6098, 13405, 14940, 1078, 16302, 6198, 7388, 9255, 522, 77170, 450, 86825, 109538, 760, 390, 110685, 1290, 112625, 110, 1838, 114475, 114478, 90, 178, 372, 375, 330, 1575, 180, 312, 268, 700, 2645, 3708, 410, 360, 968, 330, 1168, 450, 1198, 1362, 2188, 2520, 50, 2955, 3008, 2772, 2812, 250, 5655, 4620, 220, 12040, 70, 130, 140, 190, 60, 2265, 350, 1480, 1102, 1832, 535, 182, 165, 1842, 225, 60, 1740, 2350, 22572, 25105, 3468, 2648, 31672, 5385, 3935, 16838, 48510, 48510, 49602, 49602, , 169858, , , , , , , 181842, , 185310, , , , 190728
2011-03-02, 3110, 5112, 795, 652, 830, 4925, 250, 818, 210, 558, 1648, 750, 2395, 195, 2982, 6548, 13932, 15530, 1078, 16648, 6188, 7270, 9070, 535, 79195, 448, 88555, 111062, 760, 390, 112075, 1302, 113845, 110, 1798, 115418, 115348, 90, 172, 365, 360, 312, 1590, 180, 305, 265, 690, 2660, 3670, 410, 360, 958, 330, 1150, 450, 1190, 1358, 2180, 2510, 50, 2935, 2972, 2742, 2785, 250, 5625, 4620, 222, 12042, 70, 130, 140, 190, 60, 2370, 352, 1510, 1112, 1855, 570, 198, 158, 2022, 238, 60, 1760, 2435, 22692, 25048, 3452, 2650, 33560, 5345, 3985, 15725, 49285, 49285, 50338, 50338, , 169582, , , , , , , 181442, , 184782, , , , 190002
2011-03-03, 3100, 5085, 790, 638, 810, 4885, 250, 795, 210, 550, 1632, 735, 2365, 188, 2960, 6495, 14370, 16022, 1068, 17050, 5982, 7160, 8930, 528, 79460, 440, 89022, 111752, 760, 390, 112888, 1242, 114762, 108, 1740, 116485, 116472, 82, 175, 375, 348, 298, 1565, 178, 300, 272, 678, 2638, 3635, 410, 350, 950, 330, 1135, 450, 1188, 1350, 2172, 2510, 50, 2918, 2938, 2712, 2750, 250, 5592, 4620, 238, 12058, 70, 130, 140, 190, 60, 2735, 352, 1540, 1125, 1900, 560, 185, 172, 2085, 228, 60, 1782, 2460, 22990, 25098, 3442, 2538, 33422, 5280, 3972, 15545, 48970, 48970, 50010, 50010, , 171185, , , , , , , 183240, , 186455, , , , 191530
2011-03-04, 3085, 5045, 780, 625, 792, 4845, 250, 755, 210, 542, 1595, 715, 2310, 180, 2915, 6415, 14315, 15972, 1055, 16988, 5648, 7035, 8755, 500, 79510, 440, 88955, 111722, 760, 380, 112880, 1198, 114728, 100, 1692, 116445, 116450, 80, 170, 368, 340, 298, 1535, 175, 300, 270, 665, 2590, 3582, 410, 350, 945, 330, 1125, 450, 1180, 1340, 2155, 2510, 50, 2908, 2908, 2688, 2720, 250, 5555, 4622, 238, 12065, 70, 130, 140, 190, 60, 2758, 340, 1568, 1135, 1875, 535, 165, 192, 2052, 210, 60, 1730, 2468, 23075, 25010, 3428, 2468, 33188, 5118, 3735, 15175, 48365, 48365, 49438, 49438, , 171150, , , , , , , 183125, , 186352, , , , 191565
2011-03-05, 3075, 5018, 772, 615, 775, 4805, 250, 722, 210, 540, 1550, 702, 2255, 175, 2845, 6335, 14172, 15820, 1040, 16840, 5475, 6888, 8562, 485, 79368, 432, 88660, 111442, 750, 380, 112602, 1190, 114440, 100, 1665, 116142, 116158, 80, 170, 350, 330, 295, 1518, 168, 300, 260, 650, 2550, 3512, 410, 350, 932, 330, 1102, 450, 1180, 1340, 2142, 2510, 50, 2898, 2880, 2662, 2690, 250, 5518, 4630, 230, 12060, 70, 130, 140, 180, 60, 2458, 330, 1605, 1140, 1875, 542, 160, 198, 2080, 208, 60, 1688, 2462, 23058, 24835, 3418, 2478, 32975, 4942, 3622, 14820, 47795, 47795, 48912, 48912, , 170365, , , , , , , 182160, , 185330, , , , 190440
2011-03-06, 3065, 4995, 765, 602, 758, 4765, 250, 720, 210, 530, 1525, 700, 2228, 170, 2790, 6268, 14022, 15658, 1040, 16728, 5528, 6748, 8472, 498, 79188, 430, 88380, 110962, 750, 380, 112162, 1208, 114052, 100, 1658, 115785, 115802, 80, 175, 360, 320, 302, 1500, 165, 300, 265, 645, 2512, 3458, 410, 340, 920, 330, 1080, 450, 1200, 1352, 2150, 2510, 50, 2878, 2845, 2640, 2665, 250, 5488, 4630, 238, 12062, 70, 130, 140, 180, 60, 2342, 345, 1652, 1140, 1882, 570, 162, 200, 2228, 222, 60, 1708, 2548, 23160, 24805, 3410, 2440, 32820, 4835, 3608, 14625, 47448, 47448, 48505, 48505, , 169590, , , , , , , 181822, , 185035, , , , 190038
2011-03-07, 3052, 4980, 760, 592, 742, 4730, 250, 720, 210, 525, 1515, 702, 2220, 170, 2765, 6205, 13898, 15518, 1038, 16665, 5530, 6625, 8362, 512, 79048, 430, 88130, 109610, 750, 380, 110800, 1208, 112702, 100, 1650, 114510, 114565, 80, 182, 370, 335, 322, 1522, 168, 292, 268, 652, 2508, 3400, 410, 340, 920, 330, 1062, 450, 1222, 1375, 2172, 2510, 50, 2855, 2805, 2605, 2630, 260, 5462, 4630, 255, 12080, 70, 130, 140, 180, 60, 2615, 375, 1720, 1140, 1900, 600, 180, 215, 2330, 248, 60, 1792, 2708, 23562, 25112, 3412, 2398, 32968, 4862, 3768, 14635, 47602, 47602, 48635, 48635, , 168845, , , , , , , 181458, , 184795, , , , 190015
2011-03-08, 3042, 4980, 750, 580, 728, 4695, 250, 730, 210, 520, 1510, 710, 2218, 160, 2750, 6168, 13795, 15412, 1050, 16738, 5572, 6515, 8218, 550, 79000, 430, 87255, 108910, 750, 372, 110132, 1250, 112090, 100, 1648, 113855, 113888, 80, 182, 358, 348, 335, 1565, 160, 290, 265, 662, 2555, 3390, 405, 340, 920, 330, 1050, 450, 1248, 1398, 2195, 2510, 50, 2840, 2775, 2572, 2595, 260, 5438, 4630, 275, 12100, 70, 130, 140, 182, 60, 3072, 385, 1780, 1140, 1890, 592, 182, 218, 2372, 255, 60, 1868, 2792, 23855, 25445, 3418, 2332, 33422, 4975, 4035, 14800, 48220, 48220, 49225, 49225, , 168135, , , , , , , 180965, , 184322, , , , 189662
2011-03-09, 3032, 4985, 742, 570, 712, 4660, 255, 748, 210, 512, 1518, 720, 2240, 160, 2752, 6132, 13608, 15208, 1065, 16670, 5742, 6425, 8090, 578, 79120, 432, 86265, 107710, 752, 370, 108858, 1272, 110770, 102, 1660, 112528, 112572, 80, 202, 390, 368, 342, 1585, 168, 290, 268, 678, 2582, 3412, 400, 338, 920, 338, 1045, 450, 1272, 1420, 2218, 2515, 50, 2840, 2750, 2552, 2568, 260, 5418, 4630, 290, 12120, 70, 130, 140, 190, 60, 3425, 388, 1832, 1140, 1888, 612, 190, 228, 2488, 275, 60, 1920, 2980, 24170, 25732, 3442, 2250, 33692, 5118, 4248, 15000, 48692, 48692, 49688, 49688, , 167690, , , , , , , 180985, , 184375, , , , 189640
2011-03-10, 3020, 4992, 735, 560, 700, 4625, 260, 755, 210, 510, 1528, 732, 2262, 160, 2770, 6110, 13412, 14990, 1102, 16845, 6800, 6375, 8192, 622, 79295, 442, 87125, 108390, 772, 370, 109430, 1345, 111305, 110, 1715, 112885, 112840, 80, 245, 458, 428, 390, 1682, 202, 290, 282, 705, 2650, 3462, 400, 340, 932, 345, 1048, 450, 1302, 1448, 2245, 2520, 50, 2840, 2732, 2535, 2548, 268, 5405, 4630, 308, 12140, 70, 130, 140, 190, 60, 3788, 400, 1895, 1140, 1862, 625, 195, 200, 2350, 295, 60, 1968, 3060, 24432, 26055, 3515, 2225, 34162, 5348, 4508, 15370, 49530, 49530, 50800, 50800, , 167615, , , , , , , 180618, , 184048, , , , 189355
2011-03-11, 3010, 5032, 728, 550, 688, 4595, 260, 758, 210, 505, 1530, 762, 2290, 160, 2798, 6110, 13250, 14818, 1132, 16765, 7535, 6438, 8352, 692, 79610, 455, 88808, 110100, 818, 382, 111145, 1310, 112960, 110, 1728, 114480, 114405, 80, 260, 482, 448, 410, 1818, 208, 290, 285, 730, 2792, 3548, 400, 345, 952, 350, 1065, 445, 1325, 1472, 2278, 2525, 58, 2850, 2728, 2528, 2532, 275, 5405, 4630, 330, 12162, 70, 130, 140, 200, 60, 4000, 405, 1962, 1140, 1870, 652, 212, 218, 2310, 312, 60, 2042, 3195, 24458, 26070, 3610, 2248, 34500, 5618, 4802, 15835, 50338, 50338, 51638, 51638, , 169652, , , , , , , 182505, , 185932, , , , 191245
2011-03-12, 3000, 5068, 720, 540, 675, 4562, 260, 765, 210, 500, 1520, 778, 2300, 160, 2828, 6102, 13095, 14648, 1150, 16548, 7640, 6548, 8325, 708, 79655, 472, 89078, 110530, 880, 402, 111728, 1298, 113658, 110, 1705, 115335, 115322, 80, 260, 468, 432, 402, 1855, 215, 290, 285, 740, 2808, 3668, 400, 348, 970, 358, 1092, 440, 1352, 1498, 2305, 2530, 60, 2885, 2735, 2532, 2532, 280, 5420, 4632, 340, 12180, 70, 130, 140, 208, 60, 3902, 408, 2000, 1140, 1868, 660, 222, 220, 2202, 288, 60, 2110, 3155, 24562, 26172, 3715, 2335, 34878, 5845, 4998, 16178, 51052, 51052, 52185, 52185, , 171865, , , , , , , 185142, , 188548, , , , 193798
2011-03-13, 2992, 5080, 712, 530, 662, 4540, 260, 795, 210, 500, 1538, 780, 2315, 160, 2842, 6095, 12935, 14472, 1172, 16458, 7648, 6655, 8368, 692, 79578, 490, 89012, 110465, 938, 425, 111762, 1292, 113682, 110, 1685, 115368, 115370, 78, 268, 465, 448, 400, 1828, 215, 290, 285, 752, 2702, 3710, 400, 345, 975, 360, 1108, 440, 1372, 1515, 2322, 2530, 60, 2912, 2755, 2550, 2545, 280, 5442, 4640, 340, 12180, 70, 130, 140, 212, 60, 3860, 415, 2028, 1140, 1860, 625, 235, 215, 2088, 282, 60, 2140, 3102, 24448, 26055, 3815, 2370, 34960, 5942, 4952, 16268, 51225, 51225, 52218, 52218, , 172752, , , , , , , 186312, , 189770, , , , 195212
2011-03-14, 2978, 5085, 705, 522, 652, 4515, 252, 818, 210, 490, 1560, 788, 2348, 160, 2865, 6090, 12775, 14300, 1195, 16320, 7755, 6752, 8458, 695, 79558, 508, 89060, 102448, 985, 448, 105332, 1312, 108790, 110, 1662, 112155, 112578, 78, 268, 440, 460, 410, 1820, 218, 290, 290, 760, 2595, 3645, 400, 340, 980, 360, 1112, 440, 1392, 1535, 2338, 2540, 60, 2938, 2760, 2568, 2562, 280, 5455, 4640, 330, 12180, 70, 130, 140, 218, 60, 3845, 415, 2052, 1145, 1852, 582, 235, 210, 2012, 275, 60, 2160, 3052, 24352, 25960, 3905, 2288, 34830, 6020, 4998, 16338, 51170, 51170, 52182, 52182, , 172602, , , , , , , 186330, , 189782, , , , 195312
2011-03-15, 2970, 5110, 698, 512, 642, 4495, 250, 818, 210, 490, 1580, 798, 2380, 165, 2905, 6110, 12648, 14165, 1208, 16168, 7502, 6842, 8498, 715, 79482, 525, 88950, 88990, 1025, 472, 90455, 1315, 92652, 108, 1658, 95282, 95750, 80, 255, 402, 452, 418, 1808, 220, 290, 288, 772, 2492, 3552, 400, 340, 975, 360, 1108, 440, 1418, 1558, 2358, 2540, 60, 2940, 2750, 2570, 2565, 280, 5465, 4640, 335, 12180, 70, 130, 140, 220, 60, 3795, 415, 2078, 1150, 1838, 582, 235, 220, 2012, 288, 60, 2162, 2948, 24185, 25808, 3980, 2228, 34735, 6155, 5185, 16530, 51265, 51265, 52268, 52268, , 163178, , , , , , , 179708, , 183690, , , , 190172
2011-03-16, 2970, 5138, 690, 505, 632, 4475, 250, 785, 210, 488, 1555, 818, 2378, 175, 2938, 6152, 12545, 14050, 1230, 16225, 7248, 6888, 8568, 790, 79500, 548, 88625, 88648, 1055, 498, 90172, 1432, 92178, 110, 1692, 93878, 93880, 80, 270, 420, 492, 458, 1800, 252, 298, 308, 795, 2380, 3460, 400, 340, 970, 365, 1095, 440, 1442, 1582, 2385, 2540, 60, 2935, 2728, 2560, 2552, 280, 5465, 4640, 350, 12195, 70, 130, 140, 220, 60, 3865, 430, 2105, 1150, 1835, 660, 245, 222, 2062, 315, 60, 2212, 2980, 24212, 25790, 4055, 2352, 34830, 6295, 5510, 16770, 51598, 51598, 52665, 52665, , 152055, , , , , , , 167308, , 171085, , , , 177290
2011-03-17, 2988, 5190, 682, 498, 622, 4462, 250, 782, 210, 480, 1532, 860, 2398, 195, 2968, 6195, 12452, 13950, 1260, 16482, 7345, 6925, 8700, 870, 79798, 578, 88948, 88878, 1078, 535, 90412, 1540, 92535, 112, 1738, 94200, 94175, 88, 288, 428, 515, 472, 1860, 240, 335, 310, 830, 2362, 3372, 400, 345, 972, 370, 1092, 440, 1470, 1608, 2415, 2540, 62, 2930, 2708, 2530, 2522, 290, 5462, 4640, 390, 12210, 70, 130, 140, 228, 60, 3772, 450, 2160, 1142, 1828, 710, 255, 222, 2052, 328, 60, 2290, 3005, 24378, 26000, 4155, 2528, 35485, 6595, 6000, 17152, 52632, 52632, 53815, 53815, , 152248, , , , , , , 167038, , 170508, , , , 176092
2011-03-18, 3022, 5272, 675, 490, 615, 4445, 250, 788, 210, 480, 1530, 892, 2422, 205, 3012, 6228, 12360, 13855, 1280, 16302, 7520, 6975, 8815, 912, 80250, 598, 89702, 89615, 1095, 575, 91202, 1490, 93280, 120, 1722, 94910, 94878, 90, 282, 418, 518, 468, 1870, 238, 360, 315, 852, 2335, 3345, 400, 340, 968, 378, 1102, 440, 1492, 1630, 2448, 2548, 68, 2940, 2705, 2502, 2488, 300, 5430, 4640, 442, 12235, 70, 128, 140, 230, 60, 3958, 475, 2198, 1125, 1800, 672, 255, 218, 2015, 322, 60, 2335, 2878, 24338, 26045, 4260, 2475, 35802, 6902, 6285, 17530, 53335, 53335, 54455, 54455, , 153685, , , , , , , 168298, , 171720, , , , 177145
2011-03-19, 3045, 5300, 665, 480, 605, 4382, 250, 788, 210, 480, 1530, 908, 2438, 208, 3040, 6258, 12280, 13765, 1298, 16298, 7502, 7030, 8815, 902, 80365, 618, 89935, 89925, 1112, 625, 91620, 1472, 93712, 120, 1732, 95415, 95402, 95, 305, 490, 550, 525, 1885, 270, 402, 428, 892, 2272, 3335, 400, 335, 960, 382, 1100, 440, 1512, 1650, 2468, 2565, 70, 2958, 2710, 2492, 2472, 300, 5408, 4640, 480, 12248, 70, 120, 140, 230, 60, 4565, 488, 2202, 1120, 1772, 585, 248, 232, 1952, 335, 60, 2350, 2828, 24208, 25945, 4340, 2450, 35790, 6962, 6320, 17652, 53440, 53440, 54440, 54440, , 154490, , , , , , , 169218, , 172690, , , , 178175
2011-03-20, 3082, 5332, 660, 475, 598, 4298, 250, 792, 210, 470, 1530, 945, 2470, 215, 3078, 6250, 12215, 13695, 1318, 16308, 7455, 7075, 8862, 925, 80550, 638, 90110, 90088, 1120, 665, 91838, 1518, 93960, 125, 1780, 95695, 95682, 100, 332, 505, 598, 560, 2018, 270, 488, 382, 985, 2358, 3340, 400, 335, 958, 388, 1098, 440, 1532, 1668, 2495, 2605, 72, 2990, 2722, 2482, 2458, 308, 5388, 4642, 500, 12238, 70, 120, 140, 230, 60, 4845, 518, 2230, 1112, 1750, 562, 270, 232, 1888, 380, 62, 2408, 2825, 24170, 25865, 4432, 2648, 36040, 7075, 6605, 17792, 53835, 53835, 54805, 54805, , 154908, , , , , , , 169580, , 173115, , , , 178692
2011-03-21, 3135, 5428, 650, 468, 590, 4288, 250, 788, 210, 470, 1530, 978, 2508, 228, 3142, 6250, 12175, 13655, 1332, 16335, 7502, 7115, 8852, 980, 80805, 665, 90312, 90275, 1120, 705, 92070, 1522, 94222, 130, 1792, 95978, 95962, 108, 322, 470, 595, 560, 2062, 268, 530, 368, 1022, 2430, 3408, 400, 328, 940, 390, 1088, 440, 1548, 1685, 2528, 2655, 72, 3035, 2755, 2490, 2460, 310, 5380, 4650, 492, 12202, 70, 120, 140, 228, 68, 4425, 532, 2222, 1110, 1720, 560, 295, 205, 1685, 395, 65, 2472, 2770, 24058, 25800, 4545, 2905, 36510, 7380, 6980, 18160, 54672, 54672, 55618, 55618, , 155820, , , , , , , 170165, , 173712, , , , 179150
2011-03-22, 3182, 5495, 642, 460, 590, 4282, 250, 775, 220, 470, 1525, 1010, 2532, 242, 3195, 6278, 12148, 13628, 1348, 16422, 7700, 7160, 8868, 1002, 81128, 695, 90825, 90755, 1130, 752, 92578, 1520, 94695, 130, 1808, 96425, 96400, 110, 325, 502, 608, 578, 2042, 275, 550, 362, 1020, 2340, 3482, 400, 320, 915, 398, 1065, 440, 1562, 1702, 2552, 2695, 78, 3068, 2778, 2508, 2470, 318, 5382, 4650, 498, 12168, 70, 120, 140, 218, 70, 3632, 542, 2230, 1102, 1685, 550, 308, 278, 1590, 438, 65, 2500, 2728, 23798, 25582, 4658, 3030, 36655, 7615, 7178, 18532, 55190, 55190, 56082, 56082, , 156912, , , , , , , 170912, , 174540, , , , 179798
2011-03-23, 3225, 5545, 635, 452, 638, 4322, 250, 770, 220, 470, 1520, 1050, 2568, 262, 3245, 6322, 12125, 13605, 1380, 16552, 7772, 7215, 8950, 1028, 81520, 722, 91392, 91318, 1130, 795, 93185, 1610, 95352, 135, 1845, 97100, 97070, 110, 355, 572, 638, 615, 2132, 295, 570, 372, 1028, 2305, 3465, 400, 315, 902, 405, 1045, 432, 1590, 1730, 2588, 2735, 80, 3092, 2800, 2515, 2472, 328, 5392, 4650, 522, 12158, 70, 120, 140, 210, 72, 3208, 588, 2288, 1098, 1678, 555, 325, 522, 1492, 568, 70, 2588, 2872, 23765, 25502, 4765, 3310, 36892, 7842, 7710, 18880, 55772, 55772, 56590, 56590, , 157858, , , , , , , 171550, , 175282, , , , 180658
