, LIBBY DAM, KOOTENAI RIV AT LEONIA, NF FLATHEAD R NR COLUMBIA FALL, MF FLATHEAD NR WEST GLACIER, DAM AT HUNGRY HORSE, FLATHEAD R AT COLUMBIA FALLS, CLARK FORK AT DEER LODGE, CLARK FORK AT DRUMMOND, ROCK CREEK NR CLINTON, BLACKFOOT R NR BONNER, CLARK FORK AB MISSOULA, BITTERROOT R NR MISSOULA, CLARK FORK BELOW MISSOULA, ST. REGIS R. NR ST. REGIS, CLARK FORK AT ST REGIS    TB20, KERR DAM, NOXON RAPIDS DAM, CABINET GORGE DAM, PRIEST R NR PRIEST RIVER, ALBENI FALLS DAM, COEUR D'ALENE LAKE, SPOKANE RIV AT LONGLAKE, ST MARIES R NR SANTA, COLUMBIAR @INTERNATL BOUNDAR, KETTLE RIVER AT LAURIER, GRAND COULEE DAM, CHIEF JOSEPH DAM, OKANOGAN RIVER NEAR TONASKET, METHOW R NEAR PATEROS, WELLS DAM, LAKE CHELAN DAM, ROCKY REACH DAM, ENTIAT R NR ARDENVOIR, WENATCHEE R AT PESHASTIN  TB20, WANAPUM DAM, PRIEST RAPIDS DAM, KEECHELUS LAKE, KACHESS DAM NEAR EASTON, YAKIMA RIVER AT EASTON, CLE ELUM LAKE NEAR ROSLYN, YAKIMA RIVER AT CLE ELUM, TEANAWAY RIVER BLW FORKS, YAKIMA RIVER AT UMTANUM, BUMPING LK DM NR GOOSE PRAIRIE, NACHES RIVER NEAR CLIFFDEL, RIMROCK LAKE NEAR RIMROCK, NACHES RIVER NEAR NACHES, YAKIMA RIVER NEAR PARKER, YAKIMA RIVER AT KIONA, ISLAND PARK 1SWIS.PARKDM&RES, FALL RIVER NR CHESTER, HENRYS FORK AT ST. ANTHONY, TETON RIVER NEAR ST. ANTHONY, HENRYS FORK NEAR REXBURG, SNKE R ON JACKSN LK AT DM TB20, SNAKE RIVER NR JACKSON, SNAKE RIVER NR ALPINE, PALISADES DAM, SNAKE RIVER NR HEISE, RIRIE DAM AND LAKE ON WILLOW C, SNAKE AB EAGLE ROCK NR ID FALL, SNAKE RIVER NR SHELLEY, SNAKE RIVER AT BLACKFOOT, SNAKE RIVER NEAR BLACKFOOT, PORTNEUF RIVER AT POCATELLO, AMERICAN FALLS RESERVOIR  TB12, SNAKE RIV AT MILNER, BRUNEAU RIVER NR HOT SPRINGS, SNAKE RIVER BELOW SWAN FALLS, BIG LOST R@HOW'L RNCH NR CHILL, BIG LOST R AT MACKAY, BIG WOOD RIVER AT HAILEY, MAGIC DAM OUTFLOW, LITL.WOODDM&RESNRCAREY, OWYHEE BELOW OWYHEE DAM, ANDERSON RANCH DAM        TB12, BOISE LUCKY PEAK DAM, BOISE RIVER AT GLENWOOD BRIDGE, BOISE RIVER NR PARMA, WARM SPRINGS DAM & RESERVOIR, AGENCY VLY DAM & BEULAH RSVR, BULLY CREEK DAM & RES     TB12, MALHEUR RIVER NR VALE, CASCADE DAM               TB12, DEADWOOD RESERVOIR NR LOWMAN, PAYETTE RIVER NEAR EMMETT, WEISER RIVER NR WEISER, SNAKE RIVER AT WEISER, BROWNLEE DAM, SALMON R AT WHITEBIRD, GRANDE RONDE RIVER AT TROY, SNAKE RIVER NR ANATONE, CLEARWATER R AT OROFINO, DWORSHAK DAM, CLEARWATER R AT SPALDING, LOWER GRANITE DAM, LITTLE GOOSE DAM, LOWER MONUMENTAL DAM, ICE HARBOR DAM, WALLA WALLA RIV NEAR TOUCHET, MCNARY DAM NEAR MCNARY, UMATILLA R NR GIBBON, UMATILLA R AT PENDLETON, MCKAY CR NR PILOTROCK, UMATILLA RIVER NEAR UMATILLA, NF JOHN DAY RIV AT MONUMENT, JOHN DAY RIVER AT SERVICE CK, JOHN DAY DAM, DESCHUTES R AT MOODY NR BIGGS, THE DALLES, KLICKITAT R NR PITT, HOOD R NR TUCKER BRIDGE   TB20, WHITE SALMON R NEAR UNDERWOOD, BONNEVILLE DAM
2007-03-19,8424.0,12710.0,4082.0,4862.0,6274.0,10735.0,206.0,707.0,391.0,1902.0,3172.0,2755.0,5927.0,1398.0,8999.0,11897.0,23950.0,25448.0,2489.0,32511.0,16307.0,19704.0,1252.0,78875.0,1649.0,101142.0,109068.0,5165.0,2138.0,113907.0,3551.0,114321.0,562.0,7546.0,119043.0,119119.0,949.0,992.0,1127.0,2684.0,2143.0,1929.0,6232.0,751.0,3248.0,1329.0,7122.0,13557.0,11230.0,469.0,643.0,2499.0,1015.0,3259.0,1689.0,1894.0,2209.0,3564.0,1682.0,161.0,4075.0,3666.0,3221.0,3110.0,431.0,6093.0,932.0,430.0,7972.0,376.0,376.0,368.0,942.0,243.0,979.0,1232.0,2947.0,248.0,579.0,292.0,169.0,65.0,66.0,1280.0,145.0,3918.0,1415.0,14314.0,16349.0,9945.0,6394.0,35742.0,14309.0,12478.0,17229.0,52971.0,52971.0,54208.0,54208.0,1159.0,178101.0,587.0,1207.0,264.0,1040.0,3744.0,4996.0,186716.0,7198.0,189715.0,3608.0,1906.0,1790.0,197795.0
2007-03-20,8549.0,13636.0,4055.0,4979.0,7046.0,11532.0,268.0,720.0,362.0,2028.0,3614.0,3137.0,6750.0,1405.0,9632.0,14909.0,25093.0,26830.0,2667.0,35136.0,18450.0,19482.0,1508.0,80226.0,2060.0,102480.0,125000.0,5460.0,2509.0,131482.0,3979.0,133103.0,725.0,8104.0,139345.0,138703.0,1172.0,1205.0,1315.0,3764.0,2504.0,2271.0,7123.0,796.0,3563.0,1348.0,7335.0,14740.0,12608.0,451.0,724.0,2317.0,941.0,3282.0,1337.0,1968.0,2381.0,3956.0,1771.0,434.0,4497.0,4133.0,3548.0,3282.0,437.0,6084.0,1173.0,505.0,7971.0,387.0,387.0,402.0,955.0,267.0,1070.0,1597.0,2930.0,242.0,572.0,583.0,281.0,56.0,62.0,1744.0,178.0,4272.0,1724.0,14606.0,16702.0,10383.0,7111.0,39156.0,15890.0,13912.0,23579.0,62735.0,62735.0,64064.0,64064.0,1379.0,199424.0,803.0,1393.0,384.0,1185.0,3944.0,5269.0,206680.0,7670.0,209698.0,4000.0,2098.0,2061.0,215142.0
2007-03-21,8867.0,14882.0,3986.0,4835.0,6817.0,11602.0,270.0,778.0,367.0,2307.0,4233.0,4279.0,8511.0,1398.0,11237.0,15706.0,26644.0,28345.0,2995.0,36597.0,20171.0,19730.0,1703.0,80974.0,2440.0,104100.0,140000.0,5850.0,2471.0,147672.0,3447.0,149938.0,707.0,7893.0,156457.0,155889.0,991.0,1038.0,1218.0,3529.0,2428.0,2098.0,6860.0,687.0,3270.0,1055.0,6506.0,14579.0,13919.0,578.0,1242.0,2884.0,1041.0,3265.0,1337.0,1928.0,2468.0,4318.0,1743.0,400.0,4546.0,4249.0,3870.0,3667.0,446.0,6422.0,1423.0,552.0,8084.0,361.0,361.0,407.0,926.0,260.0,1191.0,1817.0,3151.0,235.0,561.0,752.0,338.0,47.0,56.0,2166.0,214.0,5575.0,2494.0,16473.0,18491.0,11902.0,8220.0,42651.0,19071.0,15852.0,30250.0,72901.0,72901.0,74121.0,74121.0,1614.0,230966.0,695.0,1544.0,323.0,1443.0,3828.0,5377.0,238227.0,7502.0,240914.0,4032.0,2145.0,2050.0,246926.0
2007-03-22,9056.0,13598.0,3246.0,4197.0,5792.0,10427.0,263.0,775.0,367.0,2376.0,4188.0,3997.0,8185.0,1143.0,12136.0,14940.0,28335.0,29847.0,2836.0,37079.0,19447.0,19875.0,1130.0,80140.0,2400.0,103472.0,140000.0,6098.0,2215.0,148158.0,2883.0,150942.0,561.0,6579.0,157712.0,157774.0,715.0,715.0,902.0,2369.0,1914.0,1651.0,5491.0,578.0,2807.0,892.0,5359.0,12001.0,14208.0,524.0,940.0,2595.0,879.0,3531.0,1138.0,1849.0,2347.0,4143.0,1658.0,169.0,4496.0,4168.0,3848.0,3847.0,457.0,6702.0,1672.0,513.0,8129.0,263.0,263.0,404.0,801.0,229.0,1232.0,1157.0,2987.0,229.0,533.0,449.0,187.0,39.0,45.0,1510.0,162.0,5340.0,2058.0,17451.0,20194.0,12791.0,7773.0,43209.0,19121.0,13612.0,28899.0,72108.0,72108.0,73228.0,73228.0,1386.0,247803.0,479.0,1147.0,264.0,1444.0,3344.0,4897.0,259087.0,7034.0,262048.0,3377.0,1745.0,1674.0,269010.0
2007-03-23,8276.0,11874.0,2790.0,3466.0,4908.0,9269.0,257.0,757.0,345.0,2297.0,4045.0,3200.0,7245.0,994.0,11246.0,13462.0,28355.0,29795.0,2589.0,36787.0,16545.0,19957.0,866.0,79371.0,2417.0,102617.0,135000.0,5904.0,2056.0,144212.0,2747.0,147935.0,486.0,5308.0,154461.0,154767.0,635.0,587.0,777.0,1909.0,1690.0,1407.0,4771.0,536.0,2606.0,804.0,4888.0,10303.0,12995.0,476.0,679.0,2225.0,697.0,3315.0,941.0,1751.0,2188.0,3766.0,1653.0,142.0,4531.0,4211.0,3832.0,3841.0,465.0,6725.0,1922.0,427.0,8257.0,183.0,183.0,398.0,691.0,224.0,1199.0,879.0,2785.0,222.0,498.0,351.0,135.0,30.0,32.0,1321.0,151.0,4090.0,1415.0,15965.0,19010.0,12519.0,6876.0,41981.0,17208.0,11240.0,24880.0,66861.0,66861.0,67930.0,67930.0,1173.0,242211.0,378.0,890.0,224.0,1061.0,2834.0,4206.0,254774.0,6855.0,258181.0,2976.0,1495.0,1481.0,265398.0
2007-03-24,7659.0,10973.0,2658.0,3036.0,4361.0,9044.0,248.0,734.0,319.0,2133.0,3836.0,2809.0,6645.0,946.0,10272.0,12409.0,27281.0,28746.0,2465.0,35717.0,14367.0,19780.0,824.0,79283.0,2478.0,102396.0,112500.0,5502.0,2038.0,122322.0,2716.0,127193.0,468.0,4644.0,134973.0,135968.0,622.0,569.0,752.0,1851.0,1634.0,1316.0,4432.0,519.0,2529.0,793.0,4694.0,9561.0,11240.0,487.0,618.0,2095.0,626.0,2864.0,865.0,1636.0,2054.0,3541.0,1665.0,186.0,4212.0,3954.0,3740.0,3827.0,469.0,6705.0,2171.0,356.0,8403.0,148.0,148.0,396.0,639.0,231.0,1183.0,1054.0,2726.0,215.0,476.0,431.0,152.0,22.0,25.0,1283.0,151.0,3474.0,1209.0,14605.0,17170.0,12164.0,6082.0,40302.0,15473.0,9814.0,22933.0,63236.0,63236.0,64264.0,64264.0,1056.0,227380.0,374.0,783.0,196.0,817.0,2526.0,3664.0,240910.0,6834.0,244643.0,2841.0,1380.0,1408.0,251904.0
2007-03-25,7443.0,10832.0,2715.0,2886.0,4035.0,8947.0,242.0,713.0,298.0,1994.0,3664.0,2764.0,6429.0,956.0,9799.0,12074.0,26618.0,28080.0,2428.0,34866.0,13357.0,19383.0,828.0,79370.0,2580.0,102609.0,98750.0,5165.0,2190.0,105035.0,2882.0,106952.0,503.0,4440.0,111712.0,112149.0,609.0,573.0,766.0,1906.0,1648.0,1278.0,4350.0,495.0,2515.0,757.0,4557.0,9159.0,9970.0,517.0,625.0,2065.0,617.0,2587.0,841.0,1572.0,2005.0,3501.0,1681.0,234.0,3814.0,3551.0,3390.0,3601.0,468.0,6578.0,2420.0,329.0,8531.0,142.0,142.0,402.0,623.0,231.0,1213.0,1235.0,2702.0,262.0,471.0,469.0,163.0,18.0,18.0,1190.0,151.0,3374.0,1156.0,14266.0,16311.0,11832.0,5479.0,38799.0,14358.0,9112.0,21849.0,60648.0,60648.0,61636.0,61636.0,987.0,199454.0,395.0,757.0,175.0,703.0,2395.0,3392.0,213833.0,6821.0,217982.0,2720.0,1309.0,1384.0,225901.0
2007-03-26,7449.0,10548.0,2693.0,2806.0,3759.0,8929.0,261.0,707.0,278.0,1931.0,3574.0,2840.0,6415.0,909.0,9594.0,11927.0,26304.0,27729.0,2377.0,34240.0,12811.0,18912.0,769.0,79815.0,2644.0,102840.0,127500.0,5015.0,2204.0,133707.0,2710.0,134770.0,478.0,4269.0,136065.0,134949.0,523.0,500.0,689.0,1643.0,1531.0,1156.0,4119.0,448.0,2378.0,682.0,4164.0,8476.0,9198.0,536.0,665.0,2069.0,601.0,2468.0,819.0,1534.0,1994.0,3534.0,1679.0,206.0,3575.0,3287.0,3042.0,3238.0,463.0,6237.0,2670.0,321.0,8698.0,138.0,138.0,401.0,595.0,232.0,1243.0,1183.0,2652.0,404.0,557.0,559.0,177.0,19.0,37.0,1086.0,146.0,3292.0,1072.0,14291.0,16062.0,11609.0,4999.0,37093.0,13688.0,8522.0,23083.0,60176.0,60176.0,61134.0,61134.0,929.0,190700.0,423.0,741.0,162.0,677.0,2353.0,3350.0,198021.0,6810.0,200953.0,2557.0,1172.0,1335.0,206203.0
2007-03-27,7427.0,10034.0,2547.0,2666.0,3479.0,8717.0,265.0,711.0,264.0,1845.0,3496.0,2825.0,6321.0,867.0,9485.0,11848.0,26173.0,27651.0,2343.0,34265.0,12114.0,18505.0,860.0,82340.0,2663.0,105141.0,134337.0,5123.0,2166.0,141497.0,2686.0,143943.0,423.0,4024.0,147439.0,147198.0,508.0,508.0,675.0,1597.0,1493.0,1089.0,4225.0,432.0,2305.0,670.0,4014.0,7904.0,8520.0,534.0,652.0,2032.0,584.0,2401.0,768.0,1503.0,1963.0,3525.0,1724.0,225.0,3463.0,3160.0,2831.0,2947.0,456.0,5889.0,2919.0,313.0,8974.0,132.0,132.0,405.0,587.0,265.0,1255.0,1184.0,2605.0,550.0,689.0,877.0,280.0,19.0,29.0,1039.0,148.0,3172.0,949.0,14311.0,15970.0,11367.0,4681.0,37940.0,13262.0,8446.0,23141.0,61081.0,61081.0,62432.0,62432.0,902.0,212494.0,614.0,1128.0,253.0,671.0,2416.0,3424.0,219036.0,6863.0,221413.0,2473.0,1206.0,1427.0,224893.0
2007-03-28,7273.0,9910.0,2582.0,2532.0,3235.0,8632.0,304.0,713.0,255.0,1829.0,3542.0,2831.0,6373.0,868.0,9439.0,11693.0,26193.0,27776.0,2603.0,35049.0,11764.0,18298.0,1050.0,83070.0,2789.0,105695.0,132355.0,5246.0,2427.0,139953.0,2957.0,142651.0,412.0,3933.0,146748.0,146811.0,527.0,539.0,708.0,1706.0,1544.0,1086.0,4653.0,410.0,2256.0,631.0,3981.0,8205.0,8181.0,538.0,737.0,2073.0,615.0,2351.0,751.0,1484.0,1961.0,3592.0,1997.0,371.0,3480.0,3147.0,2734.0,2776.0,449.0,5641.0,3169.0,327.0,9289.0,154.0,154.0,427.0,660.0,269.0,1265.0,1502.0,2648.0,695.0,823.0,925.0,241.0,19.0,20.0,1077.0,170.0,3264.0,883.0,14520.0,16124.0,11201.0,4589.0,38453.0,13198.0,8484.0,23385.0,61839.0,61839.0,63898.0,63898.0,890.0,220070.0,605.0,1564.0,250.0,1103.0,2460.0,3521.0,229108.0,6907.0,232069.0,2438.0,1220.0,1530.0,236863.0
