, LIBBY DAM, KOOTENAI RIV AT LEONIA, NF FLATHEAD R NR COLUMBIA FALL, MF FLATHEAD NR WEST GLACIER, DAM AT HUNGRY HORSE, FLATHEAD R AT COLUMBIA FALLS, CLARK FORK AT DEER LODGE, CLARK FORK AT DRUMMOND, ROCK CREEK NR CLINTON, BLACKFOOT R NR BONNER, CLARK FORK AB MISSOULA, BITTERROOT R NR MISSOULA, CLARK FORK BELOW MISSOULA, ST. REGIS R. NR ST. REGIS, CLARK FORK AT ST REGIS    TB20, KERR DAM, NOXON RAPIDS DAM, CABINET GORGE DAM, PRIEST R NR PRIEST RIVER, ALBENI FALLS DAM, COEUR D'ALENE LAKE, SPOKANE RIV AT LONGLAKE, ST MARIES R NR SANTA, COLUMBIAR @INTERNATL BOUNDAR, KETTLE RIVER AT LAURIER, GRAND COULEE DAM, CHIEF JOSEPH DAM, OKANOGAN RIVER NEAR TONASKET, METHOW R NEAR PATEROS, WELLS DAM, LAKE CHELAN DAM, ROCKY REACH DAM, ENTIAT R NR ARDENVOIR, WENATCHEE R AT PESHASTIN  TB20, WANAPUM DAM, PRIEST RAPIDS DAM, KEECHELUS LAKE, KACHESS DAM NEAR EASTON, YAKIMA RIVER AT EASTON, CLE ELUM LAKE NEAR ROSLYN, YAKIMA RIVER AT CLE ELUM, TEANAWAY RIVER BLW FORKS, YAKIMA RIVER AT UMTANUM, BUMPING LK DM NR GOOSE PRAIRIE, NACHES RIVER NEAR CLIFFDEL, RIMROCK LAKE NEAR RIMROCK, NACHES RIVER NEAR NACHES, YAKIMA RIVER NEAR PARKER, YAKIMA RIVER AT KIONA, ISLAND PARK 1SWIS.PARKDM&RES, FALL RIVER NR CHESTER, HENRYS FORK AT ST. ANTHONY, TETON RIVER NEAR ST. ANTHONY, HENRYS FORK NEAR REXBURG, SNKE R ON JACKSN LK AT DM TB20, SNAKE RIVER NR JACKSON, SNAKE RIVER NR ALPINE, PALISADES DAM, SNAKE RIVER NR HEISE, RIRIE DAM AND LAKE ON WILLOW C, SNAKE AB EAGLE ROCK NR ID FALL, SNAKE RIVER NR SHELLEY, SNAKE RIVER AT BLACKFOOT, SNAKE RIVER NEAR BLACKFOOT, PORTNEUF RIVER AT POCATELLO, AMERICAN FALLS RESERVOIR  TB12, SNAKE RIV AT MILNER, BRUNEAU RIVER NR HOT SPRINGS, SNAKE RIVER BELOW SWAN FALLS, BIG LOST R@HOW'L RNCH NR CHILL, BIG LOST R AT MACKAY, BIG WOOD RIVER AT HAILEY, MAGIC DM&RES-BIG WOOD RICHFLD, LITL.WOODDM&RESNRCAREY, OWYHEE BELOW OWYHEE DAM, ANDERSON RANCH DAM        TB12, BOISE LUCKY PEAK DAM, BOISE RIVER AT GLENWOOD BRIDGE, BOISE RIVER NR PARMA, WARM SPRINGS DAM & RESERVOIR, AGENCY VLY DAM & BEULAH RSVR, BULLY CREEK DAM & RES     TB12, MALHEUR RIVER NR VALE, CASCADE DAM               TB12, DEADWOOD RESERVOIR NR LOWMAN, PAYETTE RIVER NEAR EMMETT, WEISER RIVER NR WEISER, SNAKE RIVER AT WEISER, BROWNLEE DAM, SALMON R AT WHITEBIRD, GRANDE RONDE RIVER AT TROY, SNAKE RIVER NR ANATONE, CLEARWATER R AT OROFINO, DWORSHAK DAM, CLEARWATER R AT SPALDING, LOWER GRANITE DAM, LITTLE GOOSE DAM, LOWER MONUMENTAL DAM, ICE HARBOR DAM, WALLA WALLA RIV NEAR TOUCHET, MCNARY DAM NEAR MCNARY, UMATILLA R NR GIBBON, UMATILLA R AT PENDLETON, MCKAY CR NR PILOTROCK, UMATILLA RIVER NEAR UMATILLA, NF JOHN DAY RIV AT MONUMENT, JOHN DAY RIVER AT SERVICE CK, JOHN DAY DAM, DESCHUTES R AT MOODY NR BIGGS, THE DALLES, KLICKITAT R NR PITT, HOOD R AT TUCKER BRIDGE   TB20, WHITE SALMON R NEAR UNDERWOOD, BONNEVILLE DAM
2005-02-22,4096.0,5440.0,1429.0,934.0,1271.0,3819.0,147.0,350.0,155.0,580.0,1231.0,765.0,2078.0,258.0,3062.0,4919.0,11446.0,12221.0,1069.0,15896.0,3469.0,5183.0,190.0,63272.0,1616.0,69963.0,97689.0,2303.0,544.0,101191.0,1305.0,104481.0,179.0,1602.0,106533.0,105429.0,141.0,152.0,220.0,307.0,486.0,73.0,945.0,104.0,423.0,244.0,533.0,1546.0,1879.0,322.0,418.0,1356.0,354.0,1544.0,397.0,1087.0,1291.0,1998.0,1325.0,26.0,2258.0,2273.0,2052.0,2150.0,168.0,4779.0,644.0,126.0,7571.0,52.0,95.0,126.0,86.0,48.0,405.0,346.0,589.0,256.0,718.0,58.0,88.0,83.0,58.0,199.0,47.0,1016.0,348.0,9212.0,10348.0,3801.0,1098.0,14663.0,4005.0,3224.0,5607.0,20270.0,20270.0,20466.0,20466.0,402.0,117831.0,77.0,139.0,13.0,227.0,404.0,712.0,120123.0,4517.0,118404.0,772.0,396.0,685.0,114790.0
2005-02-23,4025.0,5423.0,1379.0,907.0,1230.0,3756.0,147.0,347.0,155.0,573.0,1177.0,761.0,2017.0,250.0,3004.0,4897.0,11381.0,12141.0,1035.0,15892.0,3223.0,3501.0,184.0,61418.0,1525.0,66741.0,109669.0,2254.0,533.0,112091.0,1267.0,113591.0,173.0,1570.0,113569.0,113016.0,141.0,140.0,221.0,312.0,510.0,74.0,945.0,103.0,442.0,245.0,551.0,1548.0,1851.0,321.0,416.0,1338.0,347.0,1479.0,396.0,1077.0,1274.0,1967.0,1340.0,26.0,2154.0,2102.0,1903.0,2079.0,168.0,4812.0,636.0,125.0,7530.0,52.0,94.0,125.0,88.0,47.0,390.0,320.0,557.0,255.0,710.0,74.0,93.0,61.0,58.0,197.0,47.0,978.0,500.0,9623.0,10532.0,3770.0,1057.0,15722.0,4018.0,3095.0,5649.0,21371.0,21371.0,21560.0,21560.0,386.0,129674.0,78.0,136.0,14.0,214.0,415.0,737.0,134373.0,4498.0,130789.0,779.0,443.0,679.0,131639.0
2005-02-24,3962.0,5407.0,1329.0,879.0,1190.0,3679.0,146.0,346.0,154.0,566.0,1163.0,758.0,1997.0,242.0,2930.0,4829.0,11274.0,12018.0,1000.0,15741.0,2993.0,3229.0,179.0,60420.0,1458.0,64868.0,108984.0,2198.0,525.0,112117.0,1229.0,114701.0,170.0,1541.0,116470.0,116520.0,150.0,141.0,222.0,359.0,530.0,99.0,964.0,105.0,462.0,260.0,571.0,1581.0,1845.0,321.0,412.0,1321.0,334.0,1432.0,396.0,1069.0,1265.0,1951.0,1342.0,26.0,2081.0,1973.0,1751.0,1930.0,168.0,4696.0,628.0,124.0,7512.0,52.0,94.0,125.0,91.0,47.0,428.0,278.0,507.0,253.0,704.0,87.0,99.0,45.0,57.0,196.0,47.0,964.0,523.0,9929.0,10928.0,3720.0,988.0,15205.0,3991.0,2916.0,5674.0,20879.0,20879.0,21062.0,21062.0,396.0,139020.0,88.0,143.0,15.0,203.0,461.0,775.0,144448.0,4483.0,140965.0,803.0,495.0,713.0,142193.0
2005-02-25,3961.0,5392.0,1282.0,853.0,1151.0,3631.0,146.0,345.0,154.0,561.0,1154.0,758.0,1984.0,235.0,2891.0,4754.0,11175.0,11904.0,967.0,15583.0,2830.0,3002.0,174.0,63514.0,1395.0,66395.0,100000.0,2136.0,522.0,104089.0,1193.0,107720.0,176.0,1514.0,110736.0,111151.0,157.0,149.0,225.0,432.0,544.0,137.0,1003.0,107.0,499.0,282.0,668.0,1673.0,1871.0,320.0,409.0,1304.0,329.0,1403.0,395.0,1059.0,1255.0,1939.0,1344.0,26.0,2035.0,1876.0,1637.0,1795.0,168.0,4557.0,619.0,122.0,7468.0,52.0,94.0,124.0,95.0,47.0,552.0,251.0,452.0,252.0,697.0,103.0,107.0,36.0,57.0,194.0,46.0,956.0,563.0,9965.0,10985.0,3659.0,936.0,15037.0,3943.0,2781.0,5669.0,20707.0,20707.0,20883.0,20883.0,457.0,138445.0,100.0,157.0,16.0,198.0,507.0,750.0,145359.0,4476.0,142243.0,830.0,553.0,756.0,144473.0
2005-02-26,3974.0,5378.0,1236.0,827.0,1114.0,3612.0,146.0,344.0,154.0,555.0,1146.0,755.0,1970.0,229.0,2862.0,4699.0,11108.0,11823.0,934.0,15436.0,2748.0,2869.0,170.0,66478.0,1338.0,69945.0,78359.0,2075.0,524.0,82252.0,1164.0,86094.0,181.0,1488.0,90067.0,90954.0,162.0,156.0,226.0,467.0,547.0,184.0,1039.0,113.0,524.0,291.0,722.0,1809.0,1952.0,319.0,405.0,1288.0,327.0,1381.0,395.0,1050.0,1245.0,1926.0,1346.0,26.0,2004.0,1796.0,1547.0,1689.0,169.0,4449.0,610.0,120.0,7427.0,52.0,94.0,124.0,98.0,47.0,634.0,242.0,404.0,251.0,691.0,119.0,118.0,32.0,57.0,192.0,46.0,953.0,643.0,10024.0,11031.0,3603.0,896.0,14861.0,3901.0,2674.0,5665.0,20526.0,20526.0,20696.0,20696.0,530.0,127684.0,96.0,162.0,21.0,203.0,567.0,735.0,136623.0,4472.0,133931.0,832.0,585.0,776.0,137209.0
2005-02-27,3916.0,5365.0,1193.0,802.0,1079.0,3598.0,145.0,343.0,153.0,550.0,1138.0,751.0,1954.0,222.0,2835.0,4662.0,11054.0,11754.0,906.0,15323.0,2690.0,2790.0,164.0,66531.0,1285.0,70782.0,79297.0,2018.0,533.0,80301.0,1154.0,81225.0,184.0,1465.0,81568.0,81429.0,159.0,154.0,227.0,461.0,544.0,210.0,1076.0,115.0,534.0,289.0,730.0,1885.0,2069.0,318.0,402.0,1271.0,325.0,1363.0,394.0,1040.0,1235.0,1913.0,1348.0,26.0,1981.0,1738.0,1474.0,1604.0,171.0,4365.0,602.0,119.0,7391.0,51.0,94.0,123.0,100.0,46.0,649.0,237.0,361.0,249.0,685.0,125.0,122.0,30.0,56.0,190.0,46.0,949.0,617.0,10014.0,11040.0,3551.0,865.0,14804.0,3864.0,2572.0,5648.0,20452.0,20452.0,20615.0,20615.0,530.0,108964.0,83.0,165.0,30.0,204.0,637.0,773.0,117632.0,4472.0,115016.0,824.0,584.0,773.0,118668.0
2005-02-28,3844.0,5354.0,1151.0,778.0,1045.0,3584.0,145.0,342.0,153.0,545.0,1130.0,747.0,1940.0,216.0,2806.0,4631.0,11005.0,11690.0,887.0,15234.0,2630.0,3080.0,160.0,61598.0,1242.0,67606.0,113281.0,1966.0,538.0,114984.0,1132.0,115711.0,185.0,1442.0,113710.0,112362.0,163.0,153.0,225.0,457.0,541.0,206.0,1084.0,119.0,535.0,286.0,733.0,1923.0,2163.0,317.0,399.0,1255.0,324.0,1348.0,394.0,1031.0,1225.0,1901.0,1349.0,26.0,1963.0,1711.0,1430.0,1540.0,172.0,4301.0,593.0,118.0,7361.0,51.0,94.0,123.0,103.0,46.0,614.0,233.0,319.0,248.0,680.0,133.0,128.0,29.0,56.0,189.0,45.0,946.0,564.0,9937.0,10962.0,3508.0,838.0,14687.0,3811.0,2460.0,5597.0,20284.0,20284.0,20442.0,20442.0,504.0,113972.0,76.0,167.0,31.0,201.0,687.0,835.0,117155.0,4478.0,113184.0,820.0,590.0,764.0,114289.0
2005-03-01,3730.0,5339.0,1072.0,733.0,984.0,3570.0,144.0,341.0,152.0,536.0,1116.0,740.0,1912.0,204.0,2757.0,4579.0,10727.0,11385.0,846.0,14824.0,2482.0,3343.0,151.0,46408.0,1184.0,52618.0,79147.0,1876.0,532.0,84003.0,1071.0,89354.0,166.0,1402.0,95268.0,96691.0,144.0,129.0,217.0,384.0,520.0,151.0,1020.0,112.0,503.0,264.0,679.0,1884.0,2218.0,315.0,393.0,1225.0,323.0,1323.0,392.0,1012.0,1205.0,1876.0,1351.0,26.0,1932.0,1674.0,1386.0,1481.0,175.0,4237.0,558.0,116.0,7313.0,51.0,94.0,122.0,107.0,46.0,649.0,225.0,303.0,246.0,679.0,122.0,110.0,27.0,56.0,186.0,45.0,933.0,408.0,9777.0,10798.0,3435.0,793.0,15965.0,3672.0,2280.0,5461.0,21426.0,21426.0,21573.0,21573.0,413.0,135859.0,71.0,158.0,20.0,190.0,651.0,891.0,144325.0,4471.0,141240.0,797.0,515.0,734.0,143937.0
2005-03-02,3689.0,5334.0,1036.0,712.0,958.0,3562.0,143.0,340.0,152.0,531.0,1110.0,735.0,1898.0,199.0,2733.0,4555.0,10631.0,11274.0,821.0,14622.0,2405.0,3239.0,147.0,50325.0,1153.0,53547.0,77369.0,1838.0,522.0,79663.0,1042.0,81817.0,158.0,1373.0,83078.0,83124.0,135.0,119.0,211.0,347.0,506.0,130.0,968.0,107.0,471.0,251.0,636.0,1785.0,2180.0,314.0,390.0,1212.0,322.0,1313.0,392.0,1002.0,1194.0,1863.0,1353.0,26.0,1920.0,1656.0,1368.0,1461.0,176.0,4220.0,502.0,115.0,7302.0,51.0,94.0,122.0,108.0,45.0,741.0,232.0,304.0,246.0,677.0,115.0,105.0,27.0,56.0,185.0,45.0,929.0,354.0,9701.0,10700.0,3389.0,774.0,15782.0,3581.0,2219.0,5366.0,21149.0,21149.0,21292.0,21292.0,374.0,113862.0,69.0,161.0,18.0,179.0,616.0,864.0,123728.0,4469.0,121222.0,781.0,479.0,713.0,125214.0
2005-03-03,3628.0,5329.0,1000.0,693.0,934.0,3557.0,143.0,339.0,151.0,528.0,1104.0,731.0,1884.0,194.0,2708.0,4530.0,10573.0,11204.0,798.0,14485.0,2366.0,3153.0,144.0,51015.0,1122.0,55496.0,78787.0,1799.0,512.0,81285.0,1017.0,83660.0,153.0,1340.0,84969.0,84937.0,132.0,118.0,205.0,328.0,495.0,119.0,926.0,104.0,443.0,243.0,604.0,1696.0,2100.0,313.0,388.0,1200.0,321.0,1301.0,391.0,993.0,1184.0,1850.0,1354.0,26.0,1907.0,1638.0,1349.0,1441.0,177.0,4201.0,427.0,115.0,7269.0,51.0,94.0,121.0,107.0,45.0,776.0,224.0,300.0,245.0,674.0,110.0,98.0,27.0,56.0,183.0,44.0,921.0,301.0,9655.0,10644.0,3338.0,757.0,15630.0,3492.0,2146.0,5273.0,20903.0,20903.0,21044.0,21044.0,353.0,107547.0,68.0,156.0,18.0,182.0,590.0,839.0,114056.0,4469.0,110589.0,775.0,472.0,701.0,112725.0
2005-03-04,3574.0,5311.0,966.0,676.0,912.0,3556.0,143.0,338.0,151.0,524.0,1098.0,727.0,1871.0,191.0,2688.0,4517.0,10532.0,11159.0,774.0,14390.0,2401.0,3139.0,142.0,50796.0,1086.0,55255.0,78434.0,1761.0,501.0,80862.0,993.0,83234.0,145.0,1308.0,84589.0,84605.0,145.0,145.0,202.0,318.0,492.0,120.0,909.0,105.0,419.0,235.0,576.0,1636.0,2021.0,312.0,386.0,1189.0,321.0,1292.0,391.0,983.0,1174.0,1838.0,1354.0,26.0,1895.0,1620.0,1330.0,1422.0,178.0,4178.0,351.0,114.0,7243.0,51.0,94.0,121.0,107.0,45.0,715.0,217.0,300.0,245.0,672.0,116.0,101.0,27.0,56.0,181.0,44.0,918.0,336.0,9649.0,10614.0,3282.0,742.0,15499.0,3414.0,2193.0,5186.0,20685.0,20685.0,20823.0,20823.0,379.0,108219.0,66.0,192.0,26.0,178.0,595.0,835.0,114826.0,4474.0,111253.0,783.0,592.0,739.0,113227.0
