, KOOTENAI - LIBBY DAM, KOOTENAI - AT LEONIA, NF FLATHEAD - NEAR COLUMBIA FALLS, MF FLATHEAD - NEAR WEST GLACIER, SF FLATHEAD - HUNGRY HORSE DAM, FLATHEAD - AT COLUMBIA FALLS, CLARK FORK - AT DEER LODGE, CLARK FORK - NR DRUMMOND, ROCK CREEK - NEAR CLINTON, BLACKFOOT - NEAR BONNER, CLARK FORK - ABOVE MISSOULA, BITTERROOT - NEAR MISSOULA, CLARK FORK - BELOW MISSOULA, ST. REGIS - NEAR ST. REGIS, CLARK FORK - AT ST REGIS, FLATHEAD - KERR DAM, CLARK FORK - NOXON RAPIDS DAM, CLARK FORK - CABINET GORGE DAM, PRIEST - NEAR PRIEST RIVER, PEND OREILLE - ALBENI FALLS DAM, COEUR D ALENE - COEUR D ALENE LAKE, SPOKANE - AT SPOKANE, SPOKANE - AT LONGLAKE, ST MARIES - NEAR SANTA, KETTLE - AT LAURIER, COLUMBIA - GRAND COULEE DAM, COLUMBIA - CHIEF JOSEPH DAM, OKANOGAN - NEAR TONASKET, METHOW - NEAR PATEROS, COLUMBIA - WELLS DAM, CHELAN - LAKE CHELAN DAM, COLUMBIA - ROCKY REACH DAM, ENTIAT - NEAR ARDENVOIR, WENATCHEE - AT PESHASTIN, COLUMBIA - WANAPUM DAM, COLUMBIA - PRIEST RAPIDS DAM, YAKIMA - KEECHELUS LAKE, KACHESS - KACHESS DAM, YAKIMA - AT EASTON, CLE ELUM - CLE ELUM LAKE, TEANAWAY - BELOW FORKS, YAKIMA - AT UMTANUM, BUMPING - BUMPING LAKE DAM, NACHES - NEAR CLIFFDEL, TIETON - RIMROCK LAKE NEAR RIMROCK, NACHES - NEAR NACHES, YAKIMA - NEAR PARKER, YAKIMA - AT KIONA, HENRYS FORK - ISLAND PARK DAM, FALLS - NEAR CHESTER, HENRYS FORK - AT ST. ANTHONY, TETON - NEAR ST. ANTHONY, HENRYS FORK - AT REXBURG, SNAKE - JACKSON LAKE AT DAM, SNAKE - NEAR JACKSON, SNAKE - NEAR ALPINE, SF SNAKE - PALISADES DAM, SNAKE - NEAR HEISE, WILLOW CREEK - RIRIE DAM, SNAKE - AB EAGLE ROCK NR IDAHO FALLS, SNAKE - NEAR SHELLEY, SNAKE - AT BLACKFOOT, SNAKE - NEAR BLACKFOOT, PORTNEUF - AT POCATELLO, SNAKE - AMERICAN FALLS RESERVOIR, SNAKE - AT MILNER, BRUNEAU - NEAR HOT SPRINGS, SNAKE - BELOW SWAN FALLS, BIG LOST - AT HOWELL RANCH NEAR CHILLY, BIG LOST - MACKAY RESERVOIR NEAR MACKAY, BIG WOOD - AT HAILEY, BIG WOOD - MAGIC DAM, LITTLE WOOD - LITTLE WOOD DAM, OWYHEE - BELOW OWYHEE DAM, SF BOISE - ANDERSON RANCH DAM, BOISE - LUCKY PEAK DAM, BOISE - AT GLENWOOD BRIDGE, BOISE - NEAR PARMA, MALHEUR - WARM SPRINGS DAM, MALHEUR - AGENCY VALLEY DAM, BULLY CREEK - BULLY CREEK DAM, MALHEUR - NEAR VALE, NF PAYETTE - CASCADE DAM, DEADWOOD - NEAR LOWMAN, PAYETTE - NEAR EMMETT, WEISER - NEAR WEISER, SNAKE - AT WEISER, SNAKE - BROWNLEE DAM, SALMON - AT WHITEBIRD, GRANDE RONDE - TROY, SNAKE - NEAR ANATONE, CLEARWATER - AT OROFINO, CLEARWATER - DWORSHAK DAM, CLEARWATER - AT SPALDING, SNAKE - LOWER GRANITE DAM, SNAKE - LITTLE GOOSE DAM, SNAKE - LOWER MONUMENTAL DAM, SNAKE - ICE HARBOR DAM, WALLA WALLA - NEAR TOUCHET, COLUMBIA - MCNARY DAM, UMATILLA - NEAR GIBBON, UMATILLA - AT PENDLETON, MCKAY CREEK - NEAR PILOT ROCK, UMATILLA - NEAR UMATILLA, NF JOHN DAY - AT MONUMENT, JOHN DAY - AT SERVICE CK, COLUMBIA - JOHN DAY DAM, DESCHUTES - AT MOODY NR BIGGS, COLUMBIA - THE DALLES DAM, KLICKITAT - NEAR PITT, HOOD - NEAR TUCKER BRIDGE, WHITE SALMON - NEAR UNDERWOOD, COLUMBIA - BONNEVILLE DAM
2012-03-12, 3004, 6078, 677, 597, 1371, 3762, 312, 1092, 328, 1070, 2478, 1132, 3614, 257, 4284, 4927, 14264, 19423, 712, 16734, 7126, 5082, 6413, 609, 353, 82756, 112088, 861, 368, 109357, 1259, 111784, 94, 1363, 114530, 116339, 248, 243, 401, 514, 352, 1986, 161, 640, 527, 1062, 3439, 3878, 506, 547, 1918, 709, 2305, 515, 1482, 1840, 3017, 5078, 146, 6708, 6302, 5886, 5887, 411, 8748, 3338, 178, 9774, 86, 162, 184, 775, 92, 2172, 531, 3676, 3036, 3524, 301, 188, 133, 83, 498, 72, 1703, 1059, 16915, 18436, 5180, 3547, 33568, 5355, 4608, 15222, 45276, 57200, 56148, 56148, 1232, 134457, 353, 710, 155, 618, 1542, 1919, 140843, 6753, 150100, 1778, 1265, 1167, 206767
2012-03-13, 3188, 6198, 668, 667, 1434, 3661, 310, 1051, 278, 1162, 2615, 1143, 3758, 228, 4395, 4798, 14434, 16148, 736, 19186, 6842, 5460, 6746, 492, 358, 86176, 102972, 878, 380, 105080, 1197, 108702, 94, 1368, 114486, 114180, 236, 222, 392, 454, 341, 2015, 160, 632, 551, 1041, 3425, 3926, 511, 547, 1907, 646, 2395, 520, 1474, 1824, 3067, 5274, 146, 6772, 6494, 6179, 6172, 443, 8926, 3332, 171, 9816, 84, 157, 185, 876, 103, 2079, 496, 3764, 3051, 3530, 305, 170, 174, 82, 412, 70, 1778, 1545, 17102, 18628, 5748, 3344, 34330, 5684, 4302, 15434, 46836, 48038, 49914, 49914, 1606, 162458, 354, 686, 151, 674, 1399, 1834, 164629, 6740, 166500, 2101, 1353, 1129, 174607
2012-03-14, 3227, 6448, 666, 717, 1644, 3772, 312, 1033, 269, 1191, 2579, 1314, 3893, 264, 4698, 4876, 14568, 16302, 796, 20225, 6545, 5921, 7566, 484, 372, 86338, 100062, 924, 390, 101352, 1111, 103830, 88, 1388, 105730, 105844, 210, 185, 362, 371, 310, 1869, 150, 610, 528, 1031, 3323, 3894, 548, 595, 2176, 671, 2440, 532, 1489, 1822, 3252, 5352, 233, 6992, 6696, 6395, 6399, 470, 9278, 3322, 168, 9871, 82, 155, 263, 972, 155, 1904, 938, 4465, 3053, 3546, 403, 222, 278, 84, 368, 78, 2600, 3489, 19382, 20737, 6547, 2999, 35757, 7399, 4526, 17837, 51603, 53535, 55722, 55722, 1708, 166496, 360, 730, 190, 669, 1574, 1925, 175631, 6722, 178868, 2464, 1319, 1147, 183955
2012-03-15, 3202, 6994, 729, 803, 1711, 3892, 345, 1168, 288, 1254, 2747, 1622, 4368, 256, 5056, 4962, 14988, 16778, 779, 18944, 6510, 5908, 7526, 522, 384, 86286, 100041, 948, 387, 101370, 1037, 103838, 85, 1321, 105156, 105157, 209, 167, 348, 328, 310, 1744, 141, 588, 500, 994, 3149, 3754, 671, 746, 2932, 800, 2827, 604, 1567, 1972, 3822, 5452, 238, 7156, 6845, 6580, 6578, 497, 9508, 3312, 172, 9878, 82, 155, 330, 1385, 152, 3018, 1297, 4673, 3054, 3556, 390, 192, 259, 90, 500, 79, 3510, 3447, 21209, 23347, 7201, 2861, 36862, 9885, 4826, 20808, 56616, 58899, 61236, 61236, 1379, 171498, 335, 702, 123, 698, 1572, 2180, 179066, 6687, 181745, 2111, 1252, 1138, 185913
2012-03-16, 3184, 6929, 680, 793, 1615, 3518, 353, 1122, 273, 1258, 2787, 1542, 4329, 244, 5311, 4787, 15048, 16853, 920, 20605, 8195, 6025, 8366, 830, 473, 87940, 100020, 942, 384, 101374, 1362, 103838, 88, 1917, 105587, 105550, 344, 204, 501, 312, 360, 1907, 144, 558, 612, 973, 3140, 3646, 697, 872, 3273, 968, 3561, 736, 1620, 2095, 4141, 5544, 363, 7776, 7386, 6904, 6833, 607, 9882, 3390, 168, 9877, 82, 154, 333, 1547, 172, 5090, 1436, 4793, 3054, 3589, 374, 178, 261, 92, 1642, 86, 3597, 4113, 21691, 23985, 7883, 3038, 37220, 10167, 4802, 20510, 57555, 57555, 58626, 58626, 1406, 169103, 487, 1032, 104, 681, 1805, 2121, 178164, 7004, 181618, 3180, 1777, 1433, 186617
2012-03-17, 3222, 7444, 848, 914, 2389, 3632, 372, 1246, 339, 1280, 2842, 1660, 4502, 394, 5605, 4806, 15129, 16947, 1087, 21494, 13309, 6638, 10782, 1774, 629, 92450, 92502, 961, 381, 95265, 1809, 99171, 104, 2637, 103403, 103788, 373, 230, 576, 330, 357, 2233, 155, 533, 612, 1042, 3517, 3668, 760, 1157, 4213, 1216, 4330, 827, 1766, 2503, 5007, 5733, 636, 8610, 8214, 7623, 7489, 721, 10705, 4529, 156, 9851, 82, 154, 392, 1838, 172, 5781, 2122, 5756, 3044, 3689, 562, 260, 360, 89, 1620, 90, 4868, 5426, 24291, 26416, 9004, 4097, 41154, 13422, 9100, 22378, 63532, 63532, 65652, 65652, 2549, 174271, 731, 1738, 236, 1360, 2986, 3556, 182349, 8084, 186350, 4194, 2029, 2141, 192752
2012-03-18, 3354, 8126, 875, 1044, 2180, 3901, 412, 1452, 389, 1390, 3252, 1921, 5174, 322, 5968, 5049, 15171, 17000, 1047, 19855, 13697, 7381, 10544, 1298, 633, 92727, 79999, 1074, 381, 81359, 1269, 84052, 92, 2072, 87118, 87580, 276, 179, 436, 280, 322, 2022, 151, 508, 521, 1058, 3511, 3844, 769, 1142, 4199, 1132, 5261, 870, 1758, 2500, 5060, 5760, 273, 9634, 9211, 8514, 8350, 604, 11349, 5934, 152, 10048, 80, 149, 369, 2124, 160, 6314, 1736, 5376, 3029, 3652, 616, 268, 396, 432, 733, 79, 4710, 4946, 24908, 27908, 9869, 3616, 41668, 14607, 8604, 20136, 61803, 61803, 65287, 65287, 2253, 169630, 641, 1518, 250, 1685, 2475, 3542, 183034, 8020, 187736, 3094, 1613, 1877, 196364
2012-03-19, 3382, 7718, 791, 1060, 1982, 3806, 408, 1382, 288, 1384, 3272, 1850, 5123, 234, 6261, 5151, 15275, 17120, 1006, 19529, 11502, 8186, 10934, 790, 628, 92865, 87499, 1175, 378, 87539, 1043, 88542, 84, 1648, 88620, 88233, 234, 154, 365, 248, 301, 1749, 140, 487, 464, 1009, 3188, 3848, 683, 1084, 3373, 961, 5220, 698, 1648, 2133, 3982, 5733, 204, 10418, 10078, 9508, 9353, 596, 12250, 6460, 155, 11169, 80, 146, 312, 1878, 152, 6456, 1184, 4816, 3014, 3626, 484, 233, 299, 580, 518, 76, 3621, 3796, 23435, 26789, 10044, 3130, 40692, 12972, 6668, 17932, 58624, 58624, 59784, 59784, 1726, 154238, 483, 1098, 171, 1294, 1747, 2797, 166185, 7511, 170518, 2488, 1358, 1568, 178019
2012-03-20, 3355, 7096, 755, 1039, 1880, 3792, 402, 1251, 230, 1314, 3006, 1652, 4658, 194, 5901, 5070, 15078, 16909, 994, 19576, 9576, 8570, 11098, 650, 608, 94243, 99999, 1185, 373, 101555, 965, 103746, 80, 1653, 104448, 104002, 235, 147, 348, 232, 304, 1650, 136, 470, 518, 978, 2943, 3626, 650, 1032, 3003, 922, 4439, 608, 1585, 2024, 3635, 5717, 195, 10062, 9868, 9820, 9811, 530, 12980, 6460, 149, 12526, 80, 144, 295, 1582, 146, 4888, 972, 4493, 3000, 3574, 338, 192, 276, 293, 486, 74, 2893, 3078, 22460, 25212, 9770, 3054, 39297, 11455, 5907, 20762, 60059, 60059, 60937, 60937, 1378, 160028, 375, 848, 88, 937, 1194, 1994, 166618, 7222, 169682, 2508, 1412, 1568, 174252
2012-03-21, 3396, 6802, 740, 1006, 1811, 3830, 395, 1148, 211, 1249, 2780, 1528, 4308, 187, 5436, 5095, 14478, 16243, 1048, 19826, 10050, 8728, 11826, 728, 618, 97100, 99999, 1140, 368, 101569, 1064, 103994, 79, 2770, 106540, 106480, 334, 214, 443, 335, 386, 1992, 182, 510, 826, 1266, 2923, 3488, 634, 981, 2808, 886, 3953, 592, 1558, 1981, 3511, 5703, 198, 9330, 9124, 9210, 9289, 496, 12784, 6460, 156, 13005, 80, 142, 288, 1268, 140, 3223, 922, 4339, 2986, 3533, 434, 245, 330, 364, 470, 73, 2584, 2638, 22726, 24808, 9374, 3349, 39060, 10460, 6138, 19617, 58676, 58676, 60008, 60008, 1467, 170406, 362, 860, 155, 793, 1784, 2200, 178176, 8238, 182456, 3940, 1934, 2312, 187904
2012-03-22, 3569, 6988, 741, 1007, 1797, 3818, 389, 1069, 212, 1181, 2611, 1484, 4094, 198, 5143, 5118, 14036, 15750, 1128, 19178, 10225, 8939, 11760, 802, 700, 97649, 99999, 1171, 367, 101527, 1586, 103953, 85, 3482, 107453, 107447, 347, 250, 528, 428, 414, 2318, 210, 664, 667, 1663, 3594, 3568, 625, 941, 2686, 853, 3688, 585, 1544, 1955, 3447, 5690, 207, 8905, 8662, 8600, 8642, 481, 12074, 6460, 200, 13044, 80, 140, 281, 1072, 135, 3126, 973, 4280, 2971, 3496, 532, 260, 248, 302, 456, 72, 2492, 2292, 23022, 24927, 8996, 3161, 41308, 9905, 6201, 19026, 60334, 60334, 61500, 61500, 1439, 172872, 362, 910, 166, 798, 2149, 2944, 181402, 9692, 187214, 4370, 2340, 2558, 195476
2012-03-23, 3538, 7024, 767, 1018, 1842, 3850, 383, 1006, 224, 666, 2006, 1470, 3476, 206, 4860, 5056, 13600, 15265, 1208, 18920, 10077, 9119, 11552, 922, 730, 97804, 99999, 1296, 382, 101558, 1206, 103967, 89, 2896, 106936, 106958, 329, 242, 470, 480, 406, 2179, 202, 665, 586, 1539, 3394, 4017, 624, 918, 2638, 824, 3532, 580, 1544, 1954, 3433, 5682, 215, 8664, 8402, 8242, 8249, 399, 11495, 6460, 244, 13072, 78, 136, 275, 1041, 132, 3150, 1021, 4248, 2957, 3459, 547, 234, 198, 174, 524, 70, 2510, 2269, 22860, 24627, 8691, 2958, 40388, 9680, 6278, 18553, 58941, 58941, 60031, 60031, 1637, 173373, 429, 1102, 178, 919, 2122, 2928, 182714, 10545, 189538, 3708, 2181, 2296, 198538
