, LIBBY DAM, LIBBY DAM, KOOTENAI R AT BONNERS FERRY, HUNGRY HORSE DAM, HUNGRY HORSE DAM, FLATHEAD R AT COLUMBIA FALLS, CLARK FORK AT DEER LODGE, CLARK FORK NR DRUMMOND, CLARK FORK NR DRUMMOND, ROCK CREEK NR CLINTON, BLACKFOOT R NR BONNER, CLARK FORK AB MISSOULA, BITTERROOT R NR MISSOULA, CLARK FORK BELOW MISSOULA, CLARK FORK AT ST REGIS, KERR DAM, KERR DAM, CLARK FORK AT ST REGIS, NOXON RAPIDS DAM, NOXON RAPIDS DAM, ALBENI FALLS DAM, ALBENI FALLS DAM, COEUR D'ALENE LAKE, COEUR D'ALENE LAKE, SPOKANE RIV AT LONGLAKE, SPOKANE RIV AT LONGLAKE, COLUMBIAR @INTERNATL BOUNDAR, KETTLE RIVER AT LAURIER, SPOKANE RIV AT LONGLAKE, GRAND COULEE DAM, GRAND COULEE DAM, FEEDER CANAL AT GRANDCOULEE, GRAND COULEE DAM, GRAND COULEE DAM, CHIEF JOSEPH DAM, CHIEF JOSEPH DAM, OKANOGAN RIVER NR TONASKET, METHOW R NR PATEROS, WELLS DAM, WELLS DAM, no designation found, no designation found, ROCKY REACH DAM, ROCKY REACH DAM, WENATCHEE R AT PESHASTIN, no designation found, no designation found, PRIEST RAPIDS DAM, PRIEST RAPIDS DAM, KEECHELUS LAKE, KEECHELUS LAKE, KACHESS DAM, YAKIMA RIVER AT EASTON, CLE ELUM LAKE, CLE ELUM LAKE, YAKIMA RIVER AT CLE ELUM, TEANAWAY RIVER BLW FORKS, YAKIMA RIVER AT UMTANUM, BUMPING LAKE, BUMPING LAKE, NACHES RIVER NR CLIFFDEL, RIMROCK LAKE, RIMROCK LAKE, NACHES RIVER NR CLIFFDEL, NACHES RIVER NR NACHES, YAKIMA RIVER AT UMTANUM, NACHES RIVER NR NACHES, YAKIMA RIVER NR PARKER, YAKIMA RIVER AT KIONA, ISLAND PARK 1SWIS.PARKDM&RES, ISLAND PARK 1SWIS.PARKDM&RES, FALL RIVER NR CHESTER, HENRYS FORK AT ST. ANTHONY, HENRYS FORK AT ST. ANTHONY, TETON RIVER NEAR ST. ANTHONY, HENRYS FORK NEAR REXBURG, SNAKE R ON JACKSON LAKE AT DAM, SNAKE R ON JACKSON LAKE AT DAM, SNAKE RIVER NR JACKSON, PALISADES DAM, PALISADES DAM, SNAKE RIVER NR HEISE, RIRIE DAM, RIRIE DAM, HENRYS FORK NEAR REXBURG, SNAKE RIVER NR HEISE, SNAKE AB EAGLE ROCK NR ID FALL, RIRIE DAM, SNAKE RIVER NR SHELLEY, SNAKE RIVER NR SHELLEY, SNAKE RIVER AT BLACKFOOT, SNAKE RIVER NEAR BLACKFOOT, AMERICAN FALLS RESERVOIR, AMERICAN FALLS RESERVOIR, SNAKE RIV AT MILNER, BRUNEAU RIVER NR HOT SPRINGS, SNAKE RIVER BELOW SWAN FALLS, OWYHEE DAM, OWYHEE DAM, LUCKY PEAK RESERVOIR, BOISE RIVER AT GLENWOOD BRIDGE, WARM SPRINGS RESERVOIR, WARM SPRINGS RESERVOIR, AGENCY VLY DAM & BEULAH RSVR, AGENCY VLY DAM & BEULAH RSVR, BULLY CREEK DAM & RESERVOIR, BULLY CREEK DAM & RESERVOIR, WARM SPRINGS RESERVOIR, AGENCY VLY DAM & BEULAH RSVR, BULLY CREEK DAM & RESERVOIR, MALHEUR RIVER NR VALE, CASCADE DAM, CASCADE DAM, DEADWOOD DAM, DEADWOOD DAM, CASCADE DAM, DEADWOOD DAM, PAYETTE RIVER NEAR EMMETT, SNAKE RIVER BELOW SWAN FALLS, OWYHEE DAM, BOISE RIVER AT GLENWOOD BRIDGE, PAYETTE RIVER NEAR EMMETT, WEISER RIVER NEAR WEISER, SNAKE RIVER AT WEISER, SNAKE RIVER AT WEISER, BROWNLEE DAM, BROWNLEE DAM, SNAKE R @HELLS CANYON DAM, SNAKE R @HELLS CANYON DAM, SALMON R AT WHITEBIRD, GRANDE RONDE RIVER AT TROY, SNAKE RIVER NR ANATONE, DWORSHAK DAM, DWORSHAK DAM, CLEARWATER R AT OROFINO, CLEARWATER R AT SPALDING, SNAKE RIVER NR ANATONE, CLEARWATER R AT SPALDING, LOWER GRANITE DAM, LOWER GRANITE DAM, LITTLE GOOSE DAM, LITTLE GOOSE DAM, LOWER MONUMENTAL DAM, LOWER MONUMENTAL DAM, ICE HARBOR DAM, ICE HARBOR DAM, PRIEST RAPIDS DAM, YAKIMA RIVER AT KIONA, ICE HARBOR DAM, WALLA WALLA RIV NR TOUCHET, MCNARY DAM, MCNARY DAM, UMATILLA R AT PENDLETON, MCKAY CR NR PENDLETON, MCKAY CR NR PILOTROCK, UMATILLA RIVER NEAR UMATILLA, JOHN DAY RIVER AT SERVICE CK, JOHN DAY DAM, JOHN DAY DAM, DESCHUTES R AT MOODY NR BIGGS, THE DALLES, THE DALLES, THE DALLES, KLICKITAT R NR PITT, HOOD R AT TUCKER BRIDGE, WHITE SALMON R NR UNDERWOOD, BONNEVILLE DAM, BONNEVILLE DAM
2002-11-27,2738.0,4800.0,5781.0,263.0,2450.0,3597.0,194.0,243.0,456.0,189.0,445.0,1132.0,608.0,1822.0,2373.0,4094.0,9600.0,2373.0,12678.0,12678.0,14690.0,14690.0,1831.0,2207.0,3416.0,3416.0,88626.0,228.0,3416.0,92503.0,92503.0,0.0,90000.0,90000.0,90000.0,90000.0,1082.0,298.0,91389.0,91389.0,394.0,2200.0,93651.0,93651.0,985.0,96887.0,96887.0,96899.0,96899.0,154.0,100.0,83.0,287.0,181.0,250.0,614.0,26.0,907.0,70.0,120.0,265.0,138.0,50.0,265.0,149.0,907.0,149.0,1319.0,2034.0,311.0,80.0,528.0,1253.0,1253.0,407.0,1503.0,267.0,280.0,1240.0,1899.0,1050.0,1455.0,18.0,2.0,1503.0,1455.0,2505.0,2.0,2550.0,2550.0,2371.0,2464.0,5042.0,350.0,720.0,76.0,8170.0,263.0,20.0,240.0,338.0,147.0,1.0,63.0,4.0,22.0,2.0,1.0,4.0,2.0,78.0,307.0,200.0,45.0,50.0,200.0,50.0,962.0,8170.0,20.0,338.0,962.0,227.0,11332.0,11332.0,11867.0,8000.0,8646.0,8646.0,3809.0,1002.0,13787.0,1329.0,1500.0,1771.0,3873.0,13787.0,3873.0,17660.0,17660.0,17660.0,17660.0,17788.0,17788.0,17788.0,17788.0,96899.0,2034.0,17788.0,309.0,117189.0,117189.0,168.0,109.0,16.0,338.0,328.0,120951.0,120951.0,4591.0,120856.0,120856.0,120856.0,772.0,1139.0,720.0,123534.0,123534.0
2002-11-28,2716.0,4800.0,5772.0,262.0,2450.0,3588.0,193.0,243.0,455.0,188.0,443.0,1129.0,602.0,1806.0,2356.0,4076.0,9600.0,2356.0,12671.0,12671.0,14657.0,14657.0,1691.0,2070.0,3297.0,3297.0,88348.0,228.0,3297.0,92051.0,92051.0,0.0,90000.0,90000.0,90000.0,90000.0,1075.0,297.0,91385.0,91385.0,393.0,2200.0,93647.0,93647.0,942.0,96621.0,96621.0,96632.0,96632.0,145.0,100.0,78.0,285.0,166.0,250.0,611.0,26.0,900.0,67.0,120.0,264.0,135.0,50.0,264.0,145.0,900.0,145.0,1308.0,2018.0,310.0,80.0,530.0,1252.0,1252.0,408.0,1503.0,267.0,280.0,1236.0,1896.0,1050.0,1454.0,18.0,2.0,1503.0,1454.0,2505.0,2.0,2540.0,2540.0,2354.0,2451.0,5030.0,350.0,716.0,76.0,8156.0,262.0,20.0,240.0,335.0,151.0,1.0,63.0,4.0,24.0,2.0,1.0,4.0,2.0,77.0,308.0,200.0,45.0,50.0,200.0,50.0,948.0,8156.0,20.0,335.0,948.0,227.0,11304.0,11304.0,11852.0,8000.0,8646.0,8646.0,3778.0,961.0,13704.0,1259.0,1500.0,1776.0,3882.0,13704.0,3882.0,17586.0,17586.0,17586.0,17586.0,17713.0,17713.0,17713.0,17713.0,96632.0,2018.0,17713.0,312.0,116900.0,116900.0,134.0,109.0,16.0,317.0,322.0,120719.0,120719.0,4586.0,120591.0,120591.0,120591.0,767.0,1098.0,717.0,123250.0,123250.0
2002-11-29,2695.0,5938.0,5772.0,262.0,2450.0,3578.0,193.0,242.0,454.0,188.0,441.0,1126.0,599.0,1793.0,2340.0,4071.0,9600.0,2340.0,12661.0,12661.0,14651.0,14651.0,1576.0,1955.0,3158.0,3158.0,88301.0,228.0,3158.0,91827.0,91827.0,0.0,90000.0,90000.0,90000.0,90000.0,1065.0,297.0,91378.0,91378.0,392.0,2200.0,93640.0,93640.0,910.0,96368.0,96368.0,96379.0,96379.0,136.0,100.0,71.0,282.0,156.0,250.0,609.0,25.0,893.0,64.0,120.0,263.0,132.0,50.0,263.0,143.0,893.0,143.0,1301.0,1989.0,310.0,80.0,528.0,1248.0,1248.0,409.0,1502.0,267.0,280.0,1231.0,1892.0,1050.0,1453.0,18.0,2.0,1502.0,1453.0,2505.0,2.0,2531.0,2531.0,2339.0,2439.0,5019.0,350.0,713.0,76.0,8146.0,264.0,20.0,240.0,332.0,155.0,1.0,63.0,4.0,25.0,2.0,1.0,4.0,2.0,76.0,310.0,200.0,45.0,50.0,200.0,50.0,940.0,8146.0,20.0,332.0,940.0,224.0,11282.0,11282.0,11835.0,8000.0,8645.0,8645.0,3754.0,932.0,13616.0,1199.0,1500.0,1762.0,3863.0,13616.0,3863.0,17479.0,17479.0,17479.0,17479.0,17606.0,17606.0,17606.0,17606.0,96379.0,1989.0,17606.0,280.0,116485.0,116485.0,119.0,109.0,15.0,282.0,313.0,120298.0,120298.0,4583.0,120131.0,120131.0,120131.0,761.0,916.0,660.0,122647.0,122647.0
2002-11-30,2676.0,11875.0,8555.0,261.0,2488.0,3597.0,192.0,242.0,453.0,187.0,439.0,1123.0,597.0,1782.0,2327.0,4067.0,10119.0,2327.0,12660.0,12660.0,14653.0,14653.0,1502.0,1950.0,3061.0,3061.0,87619.0,228.0,3061.0,91487.0,91487.0,0.0,90000.0,90000.0,90000.0,90000.0,1051.0,297.0,91368.0,91368.0,391.0,2200.0,93630.0,93630.0,895.0,96127.0,96127.0,96136.0,96136.0,131.0,100.0,74.0,281.0,156.0,250.0,606.0,26.0,888.0,62.0,120.0,263.0,133.0,50.0,263.0,141.0,888.0,141.0,1295.0,1971.0,309.0,80.0,527.0,1243.0,1243.0,410.0,1500.0,266.0,280.0,1226.0,1889.0,1050.0,1452.0,18.0,2.0,1500.0,1452.0,2503.0,2.0,2521.0,2521.0,2323.0,2427.0,5008.0,350.0,709.0,76.0,8155.0,266.0,20.0,240.0,330.0,159.0,1.0,63.0,4.0,26.0,2.0,1.0,4.0,2.0,74.0,312.0,200.0,45.0,50.0,200.0,50.0,933.0,8155.0,20.0,330.0,933.0,221.0,11269.0,11269.0,11827.0,8000.0,8643.0,8643.0,3738.0,915.0,13553.0,1156.0,1500.0,1736.0,3829.0,13553.0,3829.0,17382.0,17382.0,17382.0,17382.0,17510.0,17510.0,17510.0,17510.0,96136.0,1971.0,17510.0,273.0,116100.0,116100.0,128.0,109.0,16.0,257.0,309.0,119886.0,119886.0,4582.0,119674.0,119674.0,119674.0,773.0,1017.0,698.0,122073.0,122073.0
2002-12-01,2660.0,18750.0,13800.0,261.0,2550.0,3658.0,192.0,241.0,452.0,187.0,438.0,1121.0,595.0,1770.0,2316.0,4101.0,11027.0,2316.0,13022.0,13022.0,14910.0,14910.0,1476.0,2135.0,3154.0,3154.0,84605.0,228.0,3154.0,89168.0,89168.0,0.0,90000.0,90000.0,90000.0,90000.0,1036.0,296.0,91357.0,91357.0,391.0,2200.0,93619.0,93619.0,933.0,95930.0,95930.0,95940.0,95940.0,139.0,100.0,85.0,281.0,174.0,250.0,605.0,35.0,893.0,59.0,120.0,264.0,143.0,50.0,264.0,139.0,893.0,139.0,1294.0,1961.0,308.0,80.0,525.0,1239.0,1239.0,411.0,1497.0,266.0,280.0,1222.0,1886.0,1050.0,1451.0,18.0,2.0,1497.0,1451.0,2500.0,2.0,2509.0,2509.0,2307.0,2416.0,4998.0,350.0,705.0,76.0,8174.0,267.0,20.0,240.0,327.0,163.0,1.0,63.0,4.0,26.0,2.0,1.0,4.0,2.0,76.0,315.0,200.0,44.0,50.0,200.0,50.0,930.0,8174.0,20.0,327.0,930.0,221.0,11269.0,11269.0,11830.0,8000.0,8640.0,8640.0,3733.0,920.0,13533.0,1188.0,1500.0,1717.0,3800.0,13533.0,3800.0,17332.0,17332.0,17332.0,17332.0,17460.0,17460.0,17460.0,17460.0,95940.0,1961.0,17460.0,318.0,115862.0,115862.0,142.0,109.0,17.0,257.0,314.0,119646.0,119646.0,4586.0,119393.0,119393.0,119393.0,783.0,1174.0,814.0,122019.0,122019.0
2002-12-02,2645.0,25000.0,22857.0,260.0,2550.0,3650.0,192.0,241.0,451.0,186.0,437.0,1118.0,593.0,1759.0,2306.0,4146.0,11072.0,2306.0,13868.0,13868.0,15789.0,15789.0,1502.0,2160.0,3281.0,3281.0,84173.0,228.0,3281.0,87702.0,87702.0,0.0,90000.0,90000.0,90000.0,90000.0,1021.0,296.0,91341.0,91341.0,390.0,2200.0,93603.0,93603.0,994.0,95763.0,95763.0,95770.0,95770.0,152.0,100.0,96.0,282.0,194.0,250.0,607.0,57.0,914.0,58.0,120.0,269.0,151.0,50.0,269.0,144.0,914.0,144.0,1310.0,1949.0,308.0,80.0,524.0,1235.0,1235.0,412.0,1493.0,265.0,280.0,1217.0,1884.0,1050.0,1450.0,18.0,2.0,1493.0,1450.0,2496.0,2.0,2496.0,2496.0,2288.0,2402.0,4986.0,350.0,701.0,76.0,8182.0,267.0,20.0,240.0,324.0,168.0,1.0,63.0,4.0,26.0,2.0,1.0,4.0,2.0,73.0,317.0,200.0,44.0,50.0,200.0,50.0,929.0,8182.0,20.0,324.0,929.0,224.0,11283.0,11283.0,11847.0,8000.0,8638.0,8638.0,3732.0,947.0,13563.0,1274.0,1500.0,1717.0,3789.0,13563.0,3789.0,17352.0,17352.0,17352.0,17352.0,17479.0,17479.0,17479.0,17479.0,95770.0,1949.0,17479.0,375.0,115675.0,115675.0,148.0,109.0,19.0,267.0,316.0,119475.0,119475.0,4586.0,119175.0,119175.0,119175.0,778.0,1143.0,856.0,121966.0,121966.0
2002-12-03,2630.0,25000.0,25961.0,260.0,2550.0,3642.0,191.0,240.0,450.0,186.0,435.0,1116.0,591.0,1747.0,2294.0,4151.0,11077.0,2294.0,14103.0,14103.0,16136.0,16136.0,1562.0,2219.0,3324.0,3324.0,84900.0,228.0,3324.0,88409.0,88409.0,0.0,90000.0,90000.0,90000.0,90000.0,1006.0,296.0,91325.0,91325.0,389.0,2200.0,93586.0,93586.0,1003.0,95552.0,95552.0,95561.0,95561.0,151.0,100.0,91.0,282.0,186.0,250.0,607.0,58.0,924.0,57.0,120.0,269.0,149.0,50.0,269.0,143.0,924.0,143.0,1338.0,1946.0,307.0,80.0,522.0,1231.0,1231.0,412.0,1489.0,265.0,280.0,1213.0,1880.0,1050.0,1449.0,18.0,2.0,1489.0,1449.0,2492.0,2.0,2483.0,2483.0,2268.0,2386.0,4971.0,350.0,697.0,76.0,8176.0,268.0,20.0,240.0,322.0,172.0,1.0,63.0,4.0,27.0,2.0,1.0,4.0,2.0,74.0,319.0,200.0,44.0,50.0,200.0,50.0,936.0,8176.0,20.0,322.0,936.0,233.0,11302.0,11302.0,11872.0,8000.0,8637.0,8637.0,3729.0,1010.0,13629.0,1375.0,1500.0,1740.0,3808.0,13629.0,3808.0,17437.0,17437.0,17437.0,17437.0,17565.0,17565.0,17565.0,17565.0,95561.0,1946.0,17565.0,394.0,115556.0,115556.0,151.0,109.0,20.0,275.0,320.0,119385.0,119385.0,4589.0,119044.0,119044.0,119044.0,787.0,1150.0,859.0,121854.0,121854.0
2002-12-04,2617.0,25000.0,25965.0,259.0,2550.0,3634.0,191.0,240.0,449.0,185.0,434.0,1113.0,589.0,1736.0,2283.0,4147.0,11073.0,2283.0,14119.0,14119.0,16265.0,16265.0,1615.0,2274.0,3383.0,3383.0,85283.0,228.0,3383.0,88957.0,88957.0,0.0,90000.0,90000.0,90000.0,90000.0,991.0,296.0,91310.0,91310.0,388.0,2200.0,93570.0,93570.0,996.0,95317.0,95317.0,95327.0,95327.0,149.0,100.0,86.0,282.0,182.0,250.0,606.0,58.0,923.0,56.0,120.0,269.0,141.0,50.0,269.0,141.0,923.0,141.0,1349.0,1957.0,307.0,80.0,521.0,1226.0,1226.0,413.0,1486.0,265.0,280.0,1209.0,1877.0,1050.0,1448.0,18.0,2.0,1486.0,1448.0,2487.0,2.0,2469.0,2469.0,2249.0,2370.0,4956.0,350.0,693.0,75.0,8173.0,267.0,20.0,240.0,319.0,176.0,1.0,62.0,4.0,24.0,2.0,1.0,4.0,2.0,64.0,321.0,200.0,44.0,50.0,200.0,50.0,923.0,8173.0,20.0,319.0,923.0,237.0,11311.0,11311.0,11898.0,8000.0,8640.0,8640.0,3730.0,1059.0,13694.0,1311.0,1500.0,1759.0,3832.0,13694.0,3832.0,17526.0,17526.0,17526.0,17526.0,17654.0,17654.0,17654.0,17654.0,95327.0,1957.0,17654.0,378.0,115418.0,115418.0,154.0,109.0,20.0,277.0,320.0,119280.0,119280.0,4591.0,118901.0,118901.0,118901.0,772.0,1099.0,871.0,121677.0,121677.0
2002-12-05,2605.0,25000.0,25966.0,258.0,2550.0,3627.0,190.0,239.0,448.0,185.0,432.0,1110.0,587.0,1724.0,2271.0,4144.0,11070.0,2271.0,14109.0,14109.0,16221.0,16221.0,1650.0,2307.0,3420.0,3420.0,85409.0,228.0,3420.0,89172.0,89172.0,0.0,90000.0,90000.0,90000.0,90000.0,976.0,295.0,91294.0,91294.0,388.0,2200.0,93554.0,93554.0,957.0,95054.0,95054.0,95066.0,95066.0,132.0,100.0,70.0,280.0,161.0,250.0,603.0,46.0,915.0,53.0,120.0,266.0,131.0,50.0,266.0,138.0,915.0,138.0,1350.0,1965.0,306.0,80.0,519.0,1222.0,1222.0,414.0,1482.0,264.0,280.0,1204.0,1872.0,1050.0,1447.0,18.0,2.0,1482.0,1447.0,2483.0,2.0,2455.0,2455.0,2229.0,2354.0,4942.0,350.0,689.0,75.0,8160.0,265.0,20.0,240.0,316.0,180.0,1.0,62.0,4.0,27.0,2.0,1.0,4.0,2.0,61.0,324.0,200.0,44.0,50.0,200.0,50.0,910.0,8160.0,20.0,316.0,910.0,236.0,11282.0,11282.0,11915.0,8000.0,8669.0,8669.0,3722.0,1066.0,13722.0,1263.0,1500.0,1762.0,3838.0,13722.0,3838.0,17559.0,17559.0,17559.0,17559.0,17687.0,17687.0,17687.0,17687.0,95066.0,1965.0,17687.0,390.0,115262.0,115262.0,136.0,109.0,19.0,277.0,322.0,119159.0,119159.0,4582.0,118732.0,118732.0,118732.0,782.0,1051.0,835.0,121495.0,121495.0
2002-12-06,2594.0,23125.0,25895.0,258.0,2550.0,3620.0,190.0,239.0,447.0,184.0,431.0,1108.0,585.0,1713.0,2260.0,4141.0,11067.0,2260.0,14099.0,14099.0,16212.0,16212.0,1620.0,2277.0,3425.0,3425.0,85399.0,228.0,3425.0,89191.0,89191.0,0.0,90000.0,90000.0,90000.0,90000.0,963.0,295.0,91279.0,91279.0,387.0,2200.0,93539.0,93539.0,910.0,94778.0,94778.0,94789.0,94789.0,123.0,100.0,64.0,277.0,151.0,250.0,601.0,41.0,901.0,52.0,120.0,264.0,129.0,50.0,264.0,134.0,901.0,134.0,1341.0,1965.0,306.0,80.0,518.0,1217.0,1217.0,415.0,1478.0,264.0,280.0,1200.0,1868.0,1050.0,1447.0,18.0,2.0,1478.0,1447.0,2478.0,2.0,2441.0,2441.0,2209.0,2334.0,4924.0,350.0,685.0,75.0,8152.0,265.0,20.0,240.0,313.0,184.0,1.0,62.0,4.0,28.0,2.0,1.0,4.0,2.0,64.0,326.0,200.0,44.0,50.0,200.0,50.0,898.0,8152.0,20.0,313.0,898.0,232.0,11251.0,11251.0,11963.0,8000.0,8741.0,8741.0,3713.0,1041.0,13737.0,1248.0,1500.0,1761.0,3830.0,13737.0,3830.0,17568.0,17568.0,17568.0,17568.0,17696.0,17696.0,17696.0,17696.0,94789.0,1965.0,17696.0,363.0,114987.0,114987.0,117.0,109.0,18.0,267.0,317.0,118920.0,118920.0,4579.0,118453.0,118453.0,118453.0,796.0,987.0,815.0,121078.0,121078.0
2002-12-07,2584.0,18125.0,22400.0,257.0,2550.0,3613.0,190.0,238.0,446.0,184.0,430.0,1105.0,583.0,1702.0,2249.0,4138.0,11064.0,2249.0,14091.0,14091.0,16210.0,16210.0,1545.0,2204.0,3359.0,3359.0,85397.0,228.0,3359.0,89114.0,89114.0,0.0,90000.0,90000.0,90000.0,90000.0,951.0,295.0,91265.0,91265.0,386.0,2200.0,93525.0,93525.0,873.0,94512.0,94512.0,94523.0,94523.0,115.0,100.0,62.0,275.0,145.0,250.0,598.0,38.0,891.0,51.0,120.0,263.0,128.0,50.0,263.0,131.0,891.0,131.0,1329.0,1949.0,305.0,80.0,516.0,1213.0,1213.0,416.0,1475.0,264.0,280.0,1196.0,1864.0,1050.0,1446.0,18.0,2.0,1475.0,1446.0,2473.0,2.0,2428.0,2428.0,2190.0,2312.0,4904.0,350.0,681.0,75.0,8142.0,266.0,20.0,240.0,311.0,188.0,1.0,62.0,4.0,28.0,2.0,1.0,4.0,2.0,64.0,328.0,200.0,44.0,50.0,200.0,50.0,891.0,8142.0,20.0,311.0,891.0,229.0,11223.0,11223.0,12006.0,8000.0,8805.0,8805.0,3707.0,1017.0,13758.0,1254.0,1500.0,1757.0,3821.0,13758.0,3821.0,17579.0,17579.0,17579.0,17579.0,17707.0,17707.0,17707.0,17707.0,94523.0,1949.0,17707.0,334.0,114687.0,114687.0,112.0,109.0,18.0,242.0,311.0,118619.0,118619.0,4574.0,118107.0,118107.0,118107.0,869.0,1008.0,821.0,120779.0,120779.0
2002-12-08,2574.0,18750.0,17555.0,257.0,2550.0,3606.0,189.0,238.0,445.0,183.0,428.0,1103.0,582.0,1691.0,2237.0,4136.0,11062.0,2237.0,14085.0,14085.0,16190.0,16190.0,1463.0,2121.0,3269.0,3269.0,85393.0,228.0,3269.0,89025.0,89025.0,0.0,90000.0,90000.0,90000.0,90000.0,940.0,294.0,91253.0,91253.0,385.0,2200.0,93511.0,93511.0,842.0,94360.0,94360.0,94363.0,94363.0,108.0,100.0,60.0,273.0,140.0,250.0,596.0,37.0,884.0,50.0,120.0,262.0,128.0,50.0,262.0,129.0,884.0,129.0,1321.0,1930.0,304.0,80.0,515.0,1208.0,1208.0,417.0,1471.0,263.0,280.0,1191.0,1861.0,1050.0,1445.0,18.0,2.0,1471.0,1445.0,2469.0,2.0,2417.0,2417.0,2171.0,2290.0,4883.0,350.0,677.0,75.0,8130.0,268.0,20.0,240.0,308.0,191.0,1.0,62.0,4.0,29.0,2.0,1.0,4.0,2.0,58.0,330.0,200.0,44.0,50.0,200.0,50.0,886.0,8130.0,20.0,308.0,886.0,228.0,11204.0,11204.0,12027.0,8000.0,8838.0,8838.0,3702.0,994.0,13762.0,1248.0,1500.0,1739.0,3797.0,13762.0,3797.0,17559.0,17559.0,17559.0,17559.0,17686.0,17686.0,17686.0,17686.0,94363.0,1930.0,17686.0,305.0,114397.0,114397.0,111.0,109.0,17.0,234.0,302.0,118323.0,118323.0,4570.0,117764.0,117764.0,117764.0,846.0,857.0,768.0,120376.0,120376.0
2002-12-09,2565.0,25000.0,22944.0,256.0,2550.0,3600.0,189.0,237.0,444.0,183.0,427.0,1100.0,580.0,1681.0,2224.0,4134.0,11060.0,2224.0,14077.0,14077.0,16178.0,16178.0,1408.0,2067.0,3196.0,3196.0,85373.0,228.0,3196.0,88934.0,88934.0,0.0,90000.0,90000.0,90000.0,90000.0,930.0,294.0,91241.0,91241.0,385.0,2200.0,93499.0,93499.0,828.0,94329.0,94329.0,94330.0,94330.0,106.0,100.0,63.0,271.0,135.0,250.0,593.0,37.0,879.0,49.0,120.0,261.0,127.0,50.0,261.0,126.0,879.0,126.0,1314.0,1910.0,304.0,80.0,513.0,1203.0,1203.0,418.0,1467.0,263.0,280.0,1187.0,1857.0,1050.0,1444.0,18.0,2.0,1467.0,1444.0,2464.0,2.0,2414.0,2414.0,2158.0,2271.0,4863.0,350.0,673.0,75.0,8106.0,268.0,20.0,240.0,305.0,191.0,1.0,62.0,4.0,29.0,2.0,1.0,4.0,2.0,57.0,333.0,200.0,44.0,50.0,200.0,50.0,878.0,8106.0,20.0,305.0,878.0,225.0,11178.0,11178.0,12012.0,8000.0,8837.0,8837.0,3696.0,969.0,13733.0,1215.0,1500.0,1711.0,3760.0,13733.0,3760.0,17493.0,17493.0,17493.0,17493.0,17621.0,17621.0,17621.0,17621.0,94330.0,1910.0,17621.0,291.0,114218.0,114218.0,109.0,109.0,16.0,231.0,299.0,118135.0,118135.0,4567.0,117528.0,117528.0,117528.0,874.0,881.0,754.0,119997.0,119997.0
2002-12-10,2557.0,25000.0,25962.0,256.0,2550.0,3594.0,188.0,237.0,443.0,182.0,425.0,1098.0,578.0,1676.0,2214.0,4132.0,11058.0,2214.0,14070.0,14070.0,16168.0,16168.0,1390.0,2047.0,3152.0,3152.0,85357.0,228.0,3152.0,88873.0,88873.0,0.0,90000.0,90000.0,90000.0,90000.0,921.0,294.0,91231.0,91231.0,384.0,2200.0,93489.0,93489.0,854.0,94338.0,94338.0,94337.0,94337.0,113.0,100.0,76.0,270.0,136.0,250.0,592.0,46.0,877.0,48.0,120.0,261.0,128.0,50.0,261.0,125.0,877.0,125.0,1309.0,1894.0,303.0,80.0,512.0,1197.0,1197.0,419.0,1463.0,263.0,280.0,1183.0,1853.0,1050.0,1443.0,18.0,2.0,1463.0,1443.0,2459.0,2.0,2411.0,2411.0,2149.0,2257.0,4848.0,350.0,669.0,75.0,8073.0,267.0,20.0,240.0,302.0,191.0,1.0,62.0,4.0,29.0,2.0,1.0,4.0,2.0,60.0,335.0,200.0,44.0,50.0,200.0,50.0,871.0,8073.0,20.0,302.0,871.0,220.0,11142.0,11142.0,11940.0,8000.0,8790.0,8790.0,3691.0,955.0,13676.0,1296.0,1500.0,1682.0,3724.0,13676.0,3724.0,17400.0,17400.0,17400.0,17400.0,17528.0,17528.0,17528.0,17528.0,94337.0,1894.0,17528.0,285.0,114094.0,114094.0,108.0,109.0,16.0,229.0,300.0,118028.0,118028.0,4565.0,117376.0,117376.0,117376.0,1063.0,917.0,830.0,119967.0,119967.0
