, KOOTENAI - LIBBY DAM, KOOTENAI - AT LEONIA, NF FLATHEAD - NEAR COLUMBIA FALLS, MF FLATHEAD - NEAR WEST GLACIER, SF FLATHEAD - HUNGRY HORSE DAM, FLATHEAD - AT COLUMBIA FALLS, CLARK FORK - AT DEER LODGE, CLARK FORK - NEAR DRUMMOND, ROCK CREEK - NEAR CLINTON, BLACKFOOT - NEAR BONNER, CLARK FORK - ABOVE MISSOULA, BITTERROOT - NEAR MISSOULA, CLARK FORK - BELOW MISSOULA, ST. REGIS - NEAR ST. REGIS, CLARK FORK - AT ST REGIS, FLATHEAD - KERR DAM, CLARK FORK - NOXON RAPIDS DAM, CLARK FORK - CABINET GORGE DAM, PRIEST - NEAR PRIEST RIVER, PEND OREILLE - ALBENI FALLS DAM, COEUR D'ALENE - COEUR D'ALENE LAKE, SPOKANE - AT SPOKANE, SPOKANE - AT LONGLAKE, ST MARIES - NEAR SANTA, COLUMBIA - AT INTERNATIONAL BOUNDRY, KETTLE - AT LAURIER, COLUMBIA - GRAND COULEE DAM, COLUMBIA - CHIEF JOSEPH DAM, OKANOGAN - NEAR TONASKET, METHOW - NEAR PATEROS, COLUMBIA - WELLS DAM, CHELAN - LAKE CHELAN DAM, COLUMBIA - ROCKY REACH DAM, ENTIAT - NEAR ARDENVOIR, WENATCHEE - AT PESHASTIN, COLUMBIA - WANAPUM DAM, COLUMBIA - PRIEST RAPIDS DAM, YAKIMA - KEECHELUS DAM, KACHESS - KACHESS DAM NEAR EASTON, YAKIMA - AT EASTON, CLE ELUM - CLE ELUM LAKE, TEANAWAY - BELOW FORKS, YAKIMA - AT UMTANUM, BUMPING - BUMPING LAKE DAM NEAR GOOSE PRAIRIE, NACHES - NEAR CLIFFDEL, TIETON - RIMROCK DAM, NACHES - NEAR NACHES, YAKIMA - NEAR PARKER, YAKIMA - AT KIONA, HENRY'S FORK - ISLAND PARK DAM, FALLS - NR CHESTER, HENRY'S FORK - AT ST. ANTHONY, TETON - NEAR ST. ANTHONY, HENRYS FORK - AT REXBURG, SNAKE - JACKSON LAKE AT DAM, SNAKE - NEAR JACKSON, SNAKE - NEAR ALPINE, SF SNAKE - PALISADES DAM, SNAKE - NEAR HEISE, WILLOW CREEK - RIRIE DAM, SNAKE - ABOVE EAGLE ROCK NEAR IDAHO FALLS, SNAKE - NEAR SHELLEY, SNAKE - AT BLACKFOOT, SNAKE - NEAR BLACKFOOT, PORTNEUF - AT POCATELLO, SNAKE - AMERICAN FALLS RESERVOIR, SNAKE - AT MILNER, BRUNEAU - NEAR HOT SPRINGS, SNAKE - BELOW SWAN FALLS, BIG LOST - AT HOWELL RANCH NEAR CHILLY, BIG LOST - AT MACKAY, BIG WOOD - AT HAILEY, BIG WOOD - MAGIC DAM, LITTLE WOOD - LITTLE WOOD DAM, OWYHEE - OWYHEE DAM, SF BOISE - ANDERSON RANCH DAM, BOISE - LUCKY PEAK DAM, BOISE - AT GLENWOOD BRIDGE, BOISE - NEAR PARMA, MALHEUR - WARM SPRINGS DAM, MALHEUR - AGENCY VALLEY DAM, BULLY CREEK - BULLY CR DAM, MALHEUR - NEAR VALE, NF PAYETTE - CASCADE DAM, DEADWOOD - DEADWOOD RESERVOIR, PAYETTE - NEAR EMMETT, WEISER - NR WEISER, SNAKE - AT WEISER, SNAKE - BROWNLEE DAM, SALMON - AT WHITEBIRD, GRANDE RONDE - AT TROY, SNAKE -  NEAR ANATONE, CLEARWATER - AT OROFINO, CLEARWATER - DWORSHAK DAM, CLEARWATER - AT SPALDING, SNAKE - LOWER GRANITE DAM, SNAKE - LITTLE GOOSE DAM, SNAKE - LOWER MONUMENTAL DAM, SNAKE - ICE HARBOR DAM, WALLA WALLA - NEAR TOUCHET, COLUMBIA - MCNARY DAM, UMATILLA - NEAR GIBBON, UMATILLA - AT PENDLETON, MCKAY CREEK - NEAR PILOTROCK, UMATILLA - NEAR UMATILLA, NF JOHN DAY - AT MONUMENT, JOHN DAY - AT SERVICE CK, COLUMBIA - JOHN DAY DAM, DESCHUTES - AT MOODY NR BIGGS, COLUMBIA - THE DALLES DAM, KLICKITAT - NEAR PITT, HOOD - AT TUCKER BRIDGE, WHITE SALMON - NEAR UNDERWOOD, COLUMBIA - BONNEVILLE DAM
2010-12-07,4115.0,20078.0,940.0,660.0,1060.0,3532.0,272.0,460.0,128.0,845.0,1482.0,770.0,1925.0,100.0,2348.0,4398.0,12428.0,13582.0,1055.0,13870.0,1705.0,4742.0,4630.0,90.0,87312.0,470.0,92028.0,108750.0,802.0,520.0,109985.0,782.0,112570.0,140.0,1070.0,112685.0,113018.0,100.0,92.0,238.0,212.0,50.0,920.0,120.0,390.0,160.0,615.0,1615.0,2848.0,340.0,400.0,1065.0,482.0,1482.0,360.0,1410.0,1718.0,2742.0,1090.0,40.0,2858.0,2860.0,2600.0,2675.0,190.0,5288.0,410.0,120.0,7532.0,90.0,152.0,150.0,80.0,60.0,390.0,300.0,210.0,250.0,810.0,82.0,70.0,30.0,140.0,290.0,50.0,1122.0,242.0,10322.0,11238.0,4438.0,1035.0,14662.0,2000.0,1210.0,3825.0,18740.0,18740.0,18870.0,18870.0,490.0,126810.0,110.0,200.0,148.0,388.0,618.0,972.0,127730.0,5292.0,130688.0,820.0,730.0,680.0,134725.0
2010-12-08,4082.0,20108.0,922.0,660.0,1040.0,3680.0,270.0,480.0,138.0,805.0,1460.0,750.0,1890.0,100.0,2320.0,4480.0,12758.0,13938.0,1038.0,14295.0,1600.0,4725.0,4658.0,90.0,87130.0,445.0,92315.0,100000.0,775.0,508.0,101995.0,772.0,105122.0,140.0,1050.0,107162.0,107520.0,115.0,95.0,230.0,245.0,50.0,910.0,112.0,382.0,158.0,602.0,1600.0,2805.0,340.0,392.0,1068.0,480.0,1470.0,360.0,1392.0,1695.0,2710.0,1090.0,40.0,2790.0,2782.0,2500.0,2575.0,190.0,5228.0,410.0,120.0,7598.0,90.0,150.0,142.0,80.0,60.0,328.0,300.0,202.0,250.0,810.0,82.0,70.0,30.0,140.0,270.0,50.0,1115.0,218.0,10338.0,11238.0,4370.0,1052.0,14555.0,2075.0,1268.0,3920.0,18475.0,18475.0,18602.0,18602.0,490.0,134015.0,102.0,210.0,162.0,360.0,658.0,1015.0,139422.0,5350.0,142260.0,868.0,862.0,705.0,144542.0
2010-12-09,4045.0,20132.0,905.0,652.0,1022.0,3660.0,270.0,515.0,152.0,775.0,1462.0,740.0,1900.0,102.0,2302.0,4580.0,12475.0,13632.0,1020.0,14862.0,1750.0,4712.0,4688.0,228.0,87030.0,435.0,92200.0,100000.0,770.0,498.0,101540.0,762.0,104135.0,140.0,1030.0,105182.0,105190.0,152.0,125.0,235.0,268.0,50.0,905.0,110.0,380.0,172.0,592.0,1595.0,2775.0,340.0,390.0,1045.0,472.0,1455.0,360.0,1375.0,1675.0,2682.0,1098.0,40.0,2748.0,2742.0,2438.0,2502.0,190.0,5140.0,410.0,120.0,7600.0,90.0,150.0,140.0,80.0,60.0,328.0,300.0,200.0,250.0,810.0,80.0,65.0,30.0,140.0,320.0,50.0,1110.0,212.0,10160.0,11042.0,4318.0,1090.0,14488.0,2155.0,2102.0,4080.0,18568.0,18568.0,18698.0,18698.0,545.0,127755.0,112.0,282.0,240.0,350.0,722.0,1052.0,133265.0,5345.0,136228.0,1038.0,1692.0,920.0,139580.0
2010-12-10,4005.0,20180.0,890.0,650.0,1005.0,3645.0,270.0,545.0,165.0,745.0,1480.0,745.0,1935.0,108.0,2328.0,4585.0,11710.0,12792.0,1005.0,14050.0,2218.0,4640.0,4775.0,245.0,86882.0,425.0,92155.0,100000.0,770.0,485.0,101482.0,752.0,104070.0,140.0,1010.0,105088.0,105090.0,150.0,138.0,240.0,250.0,40.0,895.0,105.0,380.0,175.0,588.0,1590.0,2735.0,340.0,380.0,1040.0,470.0,1435.0,360.0,1358.0,1655.0,2660.0,1100.0,40.0,2698.0,2698.0,2388.0,2450.0,190.0,5075.0,410.0,120.0,7592.0,90.0,150.0,140.0,80.0,60.0,340.0,300.0,198.0,250.0,810.0,80.0,68.0,30.0,140.0,295.0,50.0,1110.0,260.0,10205.0,11118.0,4238.0,1060.0,14412.0,2332.0,2585.0,4472.0,18888.0,18888.0,19010.0,19010.0,705.0,127128.0,125.0,272.0,180.0,392.0,652.0,1075.0,132075.0,5340.0,134768.0,955.0,1515.0,812.0,138315.0
2010-12-11,3972.0,20185.0,875.0,650.0,990.0,3628.0,270.0,585.0,178.0,705.0,1490.0,750.0,1962.0,100.0,2360.0,4578.0,11598.0,12660.0,985.0,13402.0,2455.0,3690.0,4088.0,168.0,85932.0,415.0,90640.0,97500.0,775.0,475.0,99670.0,742.0,102855.0,130.0,992.0,104382.0,104492.0,140.0,128.0,240.0,215.0,40.0,888.0,100.0,372.0,175.0,580.0,1598.0,2700.0,340.0,385.0,1062.0,470.0,1420.0,360.0,1345.0,1640.0,2638.0,1102.0,40.0,2645.0,2642.0,2328.0,2395.0,190.0,5020.0,410.0,120.0,7588.0,82.0,150.0,140.0,80.0,60.0,332.0,300.0,190.0,250.0,810.0,80.0,62.0,30.0,140.0,315.0,50.0,1110.0,318.0,10238.0,11180.0,4158.0,1142.0,16542.0,2625.0,2535.0,4850.0,21395.0,21395.0,21548.0,21548.0,828.0,128042.0,162.0,328.0,232.0,392.0,605.0,960.0,132688.0,5340.0,135300.0,958.0,1478.0,845.0,138498.0
2010-12-12,3940.0,17990.0,862.0,650.0,975.0,3615.0,270.0,612.0,190.0,665.0,1500.0,750.0,1985.0,100.0,2380.0,4565.0,11612.0,12675.0,970.0,13308.0,2292.0,3652.0,3828.0,128.0,86642.0,405.0,90635.0,80000.0,770.0,465.0,82152.0,738.0,85808.0,130.0,978.0,88758.0,89480.0,150.0,150.0,235.0,235.0,40.0,888.0,98.0,370.0,178.0,595.0,1605.0,2698.0,340.0,388.0,1085.0,468.0,1445.0,360.0,1330.0,1622.0,2610.0,1110.0,40.0,2605.0,2605.0,2278.0,2338.0,190.0,4960.0,410.0,120.0,7580.0,80.0,150.0,140.0,80.0,60.0,348.0,298.0,190.0,250.0,820.0,80.0,62.0,30.0,140.0,285.0,50.0,1105.0,372.0,10268.0,11218.0,4098.0,1202.0,17565.0,3158.0,2525.0,5525.0,23090.0,23090.0,23382.0,23382.0,1190.0,126482.0,182.0,562.0,258.0,438.0,845.0,992.0,132618.0,5530.0,135640.0,1220.0,1755.0,955.0,139188.0
2010-12-13,3905.0,18008.0,848.0,650.0,958.0,3605.0,262.0,620.0,190.0,620.0,1478.0,748.0,1975.0,100.0,2398.0,4552.0,11638.0,12698.0,960.0,13898.0,2428.0,3600.0,3975.0,200.0,86572.0,398.0,90918.0,83125.0,750.0,455.0,83662.0,732.0,85500.0,130.0,962.0,85802.0,85668.0,182.0,200.0,242.0,295.0,48.0,900.0,90.0,370.0,215.0,582.0,1638.0,2700.0,335.0,380.0,1055.0,460.0,1455.0,360.0,1320.0,1610.0,2585.0,1110.0,40.0,2600.0,2592.0,2240.0,2298.0,190.0,4905.0,410.0,120.0,7572.0,80.0,150.0,140.0,80.0,60.0,340.0,290.0,188.0,250.0,828.0,80.0,70.0,30.0,140.0,258.0,50.0,1100.0,378.0,10355.0,11450.0,4065.0,1212.0,17572.0,3088.0,1828.0,5330.0,22905.0,22905.0,23965.0,23965.0,1702.0,114370.0,158.0,508.0,265.0,655.0,985.0,1412.0,120952.0,6202.0,124832.0,1478.0,1772.0,1148.0,129912.0
2010-12-14,3875.0,20218.0,835.0,650.0,945.0,3592.0,260.0,615.0,190.0,550.0,1408.0,740.0,1910.0,100.0,2375.0,4545.0,11655.0,12710.0,968.0,14655.0,4270.0,2842.0,4442.0,732.0,86802.0,390.0,91315.0,104375.0,730.0,448.0,105052.0,725.0,106445.0,130.0,948.0,105072.0,104202.0,175.0,185.0,242.0,258.0,50.0,900.0,90.0,365.0,195.0,572.0,1640.0,2688.0,330.0,380.0,1040.0,460.0,1430.0,360.0,1312.0,1600.0,2570.0,1168.0,40.0,2570.0,2572.0,2220.0,2280.0,190.0,4872.0,410.0,120.0,7568.0,80.0,150.0,140.0,80.0,60.0,320.0,298.0,180.0,250.0,830.0,80.0,70.0,30.0,140.0,250.0,50.0,1092.0,372.0,10325.0,11512.0,4018.0,1300.0,17605.0,3035.0,3165.0,5862.0,23465.0,23465.0,25688.0,25688.0,1225.0,119380.0,190.0,462.0,292.0,618.0,735.0,1148.0,122808.0,6178.0,125805.0,1225.0,1515.0,1115.0,129192.0
2010-12-15,3848.0,19540.0,820.0,638.0,932.0,3568.0,260.0,610.0,190.0,520.0,1370.0,732.0,1880.0,95.0,2312.0,4538.0,11620.0,12672.0,950.0,14022.0,4670.0,2812.0,4165.0,405.0,87845.0,380.0,92310.0,100000.0,712.0,438.0,101522.0,720.0,104370.0,130.0,935.0,105805.0,105985.0,160.0,155.0,240.0,215.0,50.0,892.0,85.0,360.0,170.0,562.0,1645.0,2672.0,330.0,380.0,1040.0,460.0,1412.0,360.0,1305.0,1590.0,2552.0,1292.0,40.0,2585.0,2572.0,2192.0,2248.0,190.0,4848.0,410.0,112.0,7560.0,80.0,150.0,140.0,90.0,60.0,330.0,300.0,180.0,250.0,838.0,85.0,72.0,30.0,140.0,248.0,50.0,1090.0,412.0,10362.0,11518.0,3965.0,1762.0,18145.0,3448.0,3288.0,6638.0,24785.0,24785.0,26285.0,26285.0,1052.0,136385.0,208.0,462.0,288.0,562.0,902.0,1135.0,140372.0,6240.0,143285.0,1112.0,1252.0,935.0,145830.0
2010-12-16,3818.0,19718.0,805.0,625.0,922.0,3540.0,260.0,610.0,190.0,520.0,1370.0,730.0,1885.0,90.0,2292.0,4525.0,11580.0,12622.0,932.0,13550.0,4005.0,2802.0,3530.0,218.0,87482.0,372.0,91488.0,100000.0,710.0,430.0,101308.0,712.0,103885.0,125.0,925.0,104818.0,104820.0,160.0,148.0,240.0,210.0,55.0,875.0,80.0,360.0,160.0,545.0,1635.0,2658.0,330.0,380.0,1058.0,455.0,1410.0,360.0,1298.0,1580.0,2535.0,1415.0,40.0,2658.0,2642.0,2220.0,2260.0,190.0,4830.0,410.0,110.0,7552.0,80.0,150.0,140.0,90.0,60.0,340.0,300.0,180.0,250.0,840.0,90.0,80.0,30.0,140.0,240.0,50.0,1088.0,370.0,10375.0,11758.0,3918.0,1752.0,18285.0,3502.0,2355.0,6040.0,24325.0,24325.0,25175.0,25175.0,1035.0,134465.0,178.0,488.0,218.0,562.0,1012.0,1452.0,140510.0,6792.0,144605.0,1100.0,1412.0,940.0,148078.0
